quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.1045,0.082,0.128,500,0.11,SURVIVES
"D2 metered gain, order-averaged",metered_k1e-09,-0.0015,-0.02,0.017,500,0.001,DISSOLVES
"D3 difference of gains, paired",sel_n64 - metered_k1e-09,0.106,0.078,0.1335,500,0.109,REVERSAL CONFIRMED
order consistency,sel_n64,0.266,,,500,,UNUSABLE
order consistency,sel_n1,0.254,,,500,,UNUSABLE
order consistency,metered_k1e-09,0.26,,,500,,UNUSABLE
order consistency,anchor_k0,0.244,,,500,,UNUSABLE
