prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.802,0.8901,0.3127,0.3911,0.5571,0,234,0.2921,59,0.4493,0.2921,0.4493,0.3911,63,0.5552,0.3911,0.5571,0.3911,63,0.5552,0.3911,0.5571,0.3911,63,0.5552,0.3911,0.5571
bookmia.00.26,1984,0.7014,0.8675,0.2794,0.3602,0.5347,0,238,0.1991,42,0.3611,0.1991,0.3611,0.3602,76,0.5296,0.3602,0.5296,0.3602,76,0.5296,0.3602,0.5296,0.3602,76,0.5296,0.3602,0.5347
bookmia.00.31,1984,0.0,0.0985,0.3039,0.3789,0.5475,0,238,0.1421,27,0.2761,0.1421,0.2761,0.3789,72,0.5475,0.3789,0.5475,0.3789,72,0.5475,0.3789,0.5475,0.3789,72,0.5475,0.3789,0.5475
bookmia.00.40,1984,0.2892,0.4266,0.296,0.3725,0.5429,0,227,0.3725,76,0.5429,0.3725,0.5429,0.3725,76,0.5429,0.3725,0.5429,0.3725,76,0.5429,0.3725,0.5429,0.3725,76,0.5429,0.3725,0.5429
bookmia.00.46,1984,0.0,0.1605,0.2913,0.3551,0.519,0,233,0.3505,75,0.519,0.3505,0.519,0.3505,75,0.519,0.3505,0.519,0.3505,75,0.519,0.3505,0.519,0.3505,75,0.519,0.3551,0.519
bookmia.00.48,1984,0.77,0.8372,0.2789,0.3568,0.5157,0,228,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3568,0.5157
bookmia.00.64,1984,0.0,0.1449,0.277,0.3641,0.522,0,224,0.0,10,0.1966,0.0,0.1966,0.3548,77,0.522,0.3548,0.522,0.3548,77,0.522,0.3548,0.522,0.3548,77,0.522,0.3641,0.522
bookmia.00.71,1984,0.3897,0.5291,0.1392,0.3474,0.5157,0,121,0.0,4,0.1206,0.0,0.1206,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157
bookmia.01.00,a_game_of_thrones,0.0,0.1848,0.2775,0.3427,0.5157,0,238,0.3427,73,0.5157,0.3427,0.5157,0.3427,73,0.5157,0.3427,0.5157,0.3427,73,0.5157,0.3427,0.5157,0.3427,73,0.5157,0.3427,0.5157
bookmia.01.01,a_game_of_thrones,0.2488,0.3827,0.2283,0.3134,0.4772,0,217,0.3088,67,0.4718,0.3088,0.4718,0.3088,67,0.4718,0.3088,0.4718,0.3088,67,0.4718,0.3088,0.4718,0.3134,41,0.4772,0.3134,0.4772
bookmia.01.02,a_game_of_thrones,0.7424,0.8464,0.2858,0.3586,0.5204,0,233,0.2677,53,0.427,0.2677,0.427,0.3535,70,0.5204,0.3535,0.5204,0.3535,70,0.5204,0.3535,0.5204,0.3535,70,0.5204,0.3586,0.5204
bookmia.01.03,a_game_of_thrones,0.2778,0.3631,0.2802,0.3636,0.5259,0,221,0.3586,71,0.5259,0.3586,0.5259,0.3586,71,0.5259,0.3586,0.5259,0.3586,71,0.5259,0.3586,0.5259,0.3586,71,0.5259,0.3636,0.5259
bookmia.01.04,a_game_of_thrones,0.2754,0.4132,0.2843,0.3671,0.53,0,227,0.1981,41,0.439,0.1981,0.439,0.3623,75,0.53,0.3623,0.53,0.3623,75,0.53,0.3623,0.53,0.3623,75,0.53,0.3671,0.53
bookmia.01.07,a_game_of_thrones,0.5352,0.6508,0.2731,0.3286,0.4947,0,235,0.3286,70,0.4947,0.3286,0.4947,0.3286,70,0.4947,0.3286,0.4947,0.3286,70,0.4947,0.3286,0.4947,0.3286,70,0.4947,0.3286,0.4947
bookmia.01.10,a_game_of_thrones,0.0,0.2222,0.2548,0.3663,0.5362,0,203,0.0,2,0.1377,0.0,0.1377,0.3663,74,0.5362,0.3663,0.5362,0.3663,74,0.5362,0.3663,0.5362,0.3663,74,0.5362,0.3663,0.5362
bookmia.01.11,a_game_of_thrones,0.7642,0.861,0.3167,0.3821,0.543,0,243,0.1651,35,0.2768,0.1651,0.2768,0.3726,79,0.543,0.3726,0.543,0.3821,72,0.5411,0.3821,0.543,0.3821,72,0.5411,0.3821,0.543
bookmia.01.12,a_game_of_thrones,0.1033,0.2818,0.267,0.3709,0.5411,0,222,0.3005,64,0.4605,0.3005,0.4605,0.3709,79,0.5411,0.3709,0.5411,0.3709,79,0.5411,0.3709,0.5411,0.3709,79,0.5411,0.3709,0.5411
bookmia.01.14,a_game_of_thrones,0.7487,0.8539,0.272,0.3618,0.5314,0,218,0.3618,72,0.5314,0.3618,0.5314,0.3618,72,0.5314,0.3618,0.5314,0.3618,72,0.5314,0.3618,0.5314,0.3618,72,0.5314,0.3618,0.5314
bookmia.01.20,a_game_of_thrones,0.1281,0.3529,0.2632,0.33,0.4945,0,227,0.33,67,0.4945,0.33,0.4945,0.33,67,0.4945,0.33,0.4945,0.33,67,0.4945,0.33,0.4945,0.33,67,0.4945,0.33,0.4945
bookmia.01.22,a_game_of_thrones,0.6965,0.8046,0.2684,0.3532,0.5092,0,226,0.3433,69,0.5092,0.3433,0.5092,0.3433,69,0.5092,0.3433,0.5092,0.3433,69,0.5092,0.3433,0.5092,0.3433,69,0.5092,0.3532,0.5092
bookmia.01.23,a_game_of_thrones,0.2663,0.3853,0.2813,0.3641,0.5221,0,229,0.163,30,0.3137,0.163,0.3137,0.3533,65,0.5221,0.3533,0.5221,0.3533,65,0.5221,0.3533,0.5221,0.3533,65,0.5221,0.3641,0.5221
bookmia.01.26,a_game_of_thrones,0.285,0.4478,0.2897,0.355,0.5185,0,234,0.35,70,0.5185,0.35,0.5185,0.35,70,0.5185,0.35,0.5185,0.35,70,0.5185,0.35,0.5185,0.355,37,0.5111,0.355,0.5185
bookmia.01.27,a_game_of_thrones,0.6649,0.7439,0.3257,0.3946,0.5637,0,238,0.3946,73,0.5637,0.3946,0.5637,0.3946,73,0.5637,0.3946,0.5637,0.3946,73,0.5637,0.3946,0.5637,0.3946,73,0.5637,0.3946,0.5637
bookmia.01.31,a_game_of_thrones,0.2359,0.3561,0.3196,0.359,0.5283,0,238,0.359,70,0.5283,0.359,0.5283,0.359,70,0.5283,0.359,0.5283,0.359,70,0.5283,0.359,0.5283,0.359,70,0.5283,0.359,0.5283
bookmia.01.32,a_game_of_thrones,0.0,0.1808,0.2788,0.3743,0.5447,0,225,0.3743,70,0.5447,0.3743,0.5447,0.3743,70,0.5447,0.3743,0.5447,0.3743,70,0.5447,0.3743,0.5447,0.3743,70,0.5447,0.3743,0.5447
bookmia.01.33,a_game_of_thrones,0.7158,0.8257,0.2838,0.3684,0.5308,0,225,0.3632,69,0.5308,0.3632,0.5308,0.3632,69,0.5308,0.3632,0.5308,0.3632,69,0.5308,0.3632,0.5308,0.3632,69,0.5308,0.3684,0.5308
bookmia.01.36,a_game_of_thrones,0.6946,0.7933,0.2418,0.3695,0.5396,0,232,0.3596,38,0.5271,0.3596,0.5271,0.3596,38,0.5271,0.3596,0.5271,0.3596,38,0.5271,0.3596,0.5271,0.3695,75,0.5396,0.3695,0.5396
bookmia.01.37,a_game_of_thrones,0.6649,0.7602,0.3105,0.383,0.5538,0,235,0.3564,44,0.5134,0.3564,0.5134,0.383,72,0.5538,0.383,0.5538,0.383,72,0.5538,0.383,0.5538,0.3777,71,0.5517,0.383,0.5538
bookmia.01.39,a_game_of_thrones,0.24,0.3429,0.2701,0.35,0.513,0,237,0.34,68,0.5075,0.34,0.5075,0.34,68,0.5075,0.34,0.5075,0.34,68,0.5075,0.34,0.5075,0.34,68,0.5075,0.35,0.513
bookmia.01.41,a_game_of_thrones,0.0,0.1453,0.2973,0.3689,0.5338,0,223,0.3641,75,0.5338,0.3641,0.5338,0.3641,75,0.5338,0.3641,0.5338,0.3641,75,0.5338,0.3641,0.5338,0.3641,75,0.5338,0.3689,0.5338
bookmia.01.42,a_game_of_thrones,0.0,0.1862,0.2929,0.3463,0.5145,0,235,0.2293,47,0.4043,0.2293,0.4043,0.3268,67,0.5126,0.3463,0.5145,0.3268,67,0.5126,0.3463,0.5145,0.3463,38,0.5054,0.3463,0.5145
bookmia.01.43,a_game_of_thrones,0.0,0.1448,0.2409,0.3143,0.4783,0,226,0.3143,66,0.4783,0.3143,0.4783,0.3143,66,0.4783,0.3143,0.4783,0.3143,66,0.4783,0.3143,0.4783,0.3143,66,0.4783,0.3143,0.4783
bookmia.01.44,a_game_of_thrones,0.1923,0.337,0.2173,0.3221,0.4873,0,209,0.2019,42,0.3286,0.2019,0.3286,0.3221,67,0.4873,0.3221,0.4873,0.3221,67,0.4873,0.3221,0.4873,0.3221,67,0.4873,0.3221,0.4873
bookmia.01.46,a_game_of_thrones,0.1465,0.2727,0.2793,0.3535,0.5204,0,236,0.3535,70,0.5204,0.3535,0.5204,0.3535,70,0.5204,0.3535,0.5204,0.3535,70,0.5204,0.3535,0.5204,0.3535,70,0.5204,0.3535,0.5204
bookmia.01.49,a_game_of_thrones,0.3366,0.468,0.31,0.361,0.5305,0,233,0.361,74,0.5305,0.361,0.5305,0.361,74,0.5305,0.361,0.5305,0.361,74,0.5305,0.361,0.5305,0.361,74,0.5305,0.361,0.5305
bookmia.01.51,a_game_of_thrones,0.75,0.8464,0.2794,0.3679,0.5392,0,221,0.0,18,0.2123,0.0,0.2123,0.3679,78,0.5361,0.3679,0.5361,0.3679,78,0.5361,0.3679,0.5361,0.3679,78,0.5361,0.3679,0.5392
bookmia.01.52,a_game_of_thrones,0.6812,0.8103,0.2602,0.3382,0.5054,0,221,0.3382,70,0.5054,0.3382,0.5054,0.3382,70,0.5054,0.3382,0.5054,0.3382,70,0.5054,0.3382,0.5054,0.3382,70,0.5054,0.3382,0.5054
bookmia.01.58,a_game_of_thrones,0.0,0.1468,0.2722,0.3842,0.5496,0,210,0.3789,72,0.5496,0.3789,0.5496,0.3789,72,0.5496,0.3789,0.5496,0.3789,72,0.5496,0.3842,0.5496,0.3789,72,0.5496,0.3842,0.5496
bookmia.01.59,a_game_of_thrones,0.3615,0.5108,0.2775,0.3474,0.5157,0,235,0.2207,47,0.3724,0.2207,0.3724,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157
bookmia.01.60,a_game_of_thrones,0.0,0.1616,0.252,0.3173,0.4762,0,233,0.125,26,0.2878,0.125,0.2878,0.3125,65,0.4762,0.3125,0.4762,0.3125,65,0.4762,0.3125,0.4762,0.3173,53,0.4745,0.3173,0.4762
bookmia.01.62,a_game_of_thrones,0.6543,0.7576,0.3069,0.3723,0.5426,0,228,0.3723,70,0.5426,0.3723,0.5426,0.3723,70,0.5426,0.3723,0.5426,0.3723,70,0.5426,0.3723,0.5426,0.3723,70,0.5426,0.3723,0.5426
bookmia.01.69,a_game_of_thrones,0.4975,0.6067,0.3018,0.3582,0.5255,0,236,0.3582,72,0.5255,0.3582,0.5255,0.3582,72,0.5255,0.3582,0.5255,0.3582,72,0.5255,0.3582,0.5255,0.3582,49,0.5182,0.3582,0.5255
