n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,100,0.6666,0.8148,134.51,0.7815,96.0,90.0,99.0
8,1.2044,100,0.7286,0.8186,148.91,0.8393,99.0,99.0,99.0
64,3.1745,100,0.73,0.8186,148.39,0.8395,99.0,99.0,99.0
256,4.5491,100,0.7354,0.8186,149.02,0.8464,100.0,100.0,100.0
-1,,100,0.3925,0.8154,,0.5195,71.0,47.0,78.0
