prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,s_first,k_crit,k_crit_eta,k_crit_argmax,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,524,0.0,1751.41,3.3424,5.2607,31.606,10.99,14.626,14.626,12.4702,0,0,0,0.0,0.5229,3,,0,0,0.0,0.5897,3,,0,0,0.0,0.6317,3,,0,0,0.6031,0.9237,2,,0,0,0.9905,0.9943,2,,0,0,0.9962,0.9962,2,,1,1,1.0,1.0,0,
bookmia.00.26,1984,578,0.0,1945.44,3.3658,5.3488,32.892,10.718,0.0,5.3379,4.111,3,0,0,0.0,0.5225,0,,0,0,0.0,0.5744,0,,0,0,0.0,0.6315,0,,0,0,0.673,0.9308,0,,0,1,0.9931,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,522,0.0,2006.79,3.8444,5.3857,26.1,11.728,7.881,8.8129,7.2384,6,0,0,0.0,0.4655,1,,0,0,0.0,0.5249,1,,0,0,0.0,0.5805,1,,0,0,0.4732,0.8429,1,,0,0,0.9617,0.9866,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,580,0.0,2191.45,3.7784,5.8727,43.777,12.288,0.286,6.8886,5.5066,4,0,0,0.0,0.4966,1,,0,0,0.0,0.5586,0,,0,0,0.0,0.5948,0,,0,0,0.3586,0.8741,0,,0,0,0.9914,0.9948,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,591,0.0,2247.1,3.8022,5.5782,32.344,12.679,0.004,4.772,3.6017,67,0,0,0.0,0.4975,0,,0,0,0.0,0.5516,0,,0,0,0.0,0.6074,0,,0,0,0.3773,0.8596,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,595,0.0,2241.66,3.7675,5.9217,37.437,12.405,2.319,5.394,4.1615,11,0,0,0.0,0.5059,1,,0,0,0.0,0.5714,1,,0,0,0.0,0.6286,1,,0,0,0.6303,0.884,0,,0,1,0.9714,0.995,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,601,0.0,2068.03,3.441,5.4062,31.562,11.094,0.0,6.5501,5.202,1,0,0,0.0,0.5324,0,,0,0,0.0,0.5774,0,,0,0,0.0,0.619,0,,0,0,0.594,0.9168,0,,0,0,0.9967,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,605,0.0,2315.16,3.8267,5.7875,34.606,12.91,0.044,4.8799,3.6987,30,0,0,0.0,0.481,0,,0,0,0.0,0.5355,0,,0,0,0.0,0.5868,0,,0,0,0.4331,0.8496,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,612,0.0,2747.85,4.4899,6.4965,33.75,15.17,0.001,9.0833,7.4818,1,0,0,0.0,0.4869,0,,0,0,0.0,0.5245,0,,0,0,0.0,0.5605,0,,0,0,0.2222,0.7908,0,,0,0,0.9853,0.9951,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,649,0.0,2828.53,4.3583,6.563,36.605,13.956,6.427,7.3182,5.8932,6,0,0,0.0,0.4807,8,,0,0,0.0,0.5408,8,,0,0,0.057,0.5871,1,,0,0,0.379,0.8105,1,,0,0,0.8937,0.9784,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
