prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,k_crit,k_crit_eta,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,524,0.0,959.77,1.8316,2.382,14.144,5.376,6.3945,5.0619,0,0,0.0,0.3721,3,,0,0,0.0,0.5191,3,,0,0,0.0,0.6431,3,,0,0,0.9905,0.9943,2,,0,0,0.9962,0.9962,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,578,0.0,1091.44,1.8883,2.4746,11.77,5.581,3.3659,2.3362,0,0,0.0,0.3997,0,,0,0,0.0,0.5329,0,,0,0,0.0,0.6557,0,,0,1,0.9931,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,522,0.0,1165.1,2.232,2.6013,11.805,6.226,3.6371,2.5803,0,0,0.0,0.2989,1,,0,0,0.0,0.4502,1,,0,0,0.0,0.5575,1,,0,1,0.9617,0.9923,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,580,0.0,1242.51,2.1423,2.6886,12.561,6.343,4.5336,3.3871,0,0,0.0,0.3672,1,,0,0,0.0,0.4983,1,,0,0,0.0,0.6034,1,,0,0,0.9914,0.9966,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,591,0.0,1222.13,2.0679,2.6108,11.974,6.104,2.5907,1.6385,0,0,0.0,0.3672,1,,0,0,0.0,0.5144,0,,0,0,0.0,0.6328,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,595,0.0,1239.43,2.0831,2.6827,15.803,6.102,2.9372,1.9503,0,0,0.0,0.3916,1,,0,0,0.0,0.4992,1,,0,0,0.0555,0.6235,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,601,0.0,1142.89,1.9016,2.4685,12.851,5.649,3.904,2.8204,0,0,0.0,0.396,0,,0,0,0.0,0.5275,0,,0,0,0.0,0.6572,0,,0,1,0.9967,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,605,0.0,1324.16,2.1887,2.7815,13.26,6.376,2.8236,1.8481,0,0,0.0,0.3405,1,,0,0,0.0,0.4843,1,,0,0,0.0,0.6099,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,612,0.0,1450.52,2.3701,2.8745,13.5,6.723,4.2949,3.1723,0,0,0.0,0.3399,0,,0,0,0.0,0.4804,0,,0,0,0.0,0.567,0,,0,0,0.9967,0.9984,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,649,0.0,1487.06,2.2913,2.8399,12.927,6.807,4.7931,3.6207,0,0,0.0,0.3344,15,,0,0,0.0,0.4653,12,,0,0,0.057,0.5932,1,,0,0,0.9831,0.9892,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.02,a_game_of_thrones,574,0.0,1420.31,2.4744,2.8596,14.523,6.86,3.4529,2.4145,0,0,0.0,0.3066,0,,0,0,0.0,0.4303,0,,0,0,0.0,0.5436,0,,0,1,0.9582,0.9965,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.03,a_game_of_thrones,563,0.0,1257.32,2.2332,2.5849,13.866,6.107,2.5793,1.6283,0,0,0.0,0.3357,0,,0,0,0.0,0.4423,0,,0,0,0.0,0.5631,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.04,a_game_of_thrones,580,0.0,1247.29,2.1505,2.7822,14.826,6.511,3.815,2.7403,0,0,0.0,0.35,0,,0,0,0.0,0.4931,0,,0,0,0.0,0.6155,0,,0,1,0.9862,0.9931,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.07,a_game_of_thrones,628,0.0,1385.37,2.206,2.6268,12.37,6.299,3.2702,2.25,0,0,0.0,0.3455,2,,0,0,0.0,0.4395,0,,0,0,0.0,0.5653,0,,0,1,0.9475,0.9952,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.10,a_game_of_thrones,551,0.0,1247.28,2.2637,2.7769,12.113,6.545,3.105,2.1014,0,0,0.0,0.3539,2,,0,0,0.0,0.4955,0,,0,0,0.0,0.5917,0,,0,1,0.9964,0.9982,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.11,a_game_of_thrones,556,0.0,1123.25,2.0202,2.7517,13.685,6.243,2.4015,1.4682,0,0,0.0,0.3921,1,,0,0,0.0,0.5198,1,,0,0,0.045,0.6421,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.12,a_game_of_thrones,597,0.0,1375.63,2.3042,2.7374,13.771,6.509,3.7009,2.6377,0,0,0.0,0.3199,1,,0,0,0.0,0.4405,1,,0,0,0.0,0.5628,1,,0,1,0.995,0.9966,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.14,a_game_of_thrones,548,0.0,1296.64,2.3661,2.7416,11.074,6.434,4.17,3.0598,0,0,0.0,0.3139,3,,0,0,0.0,0.4526,0,,0,0,0.0,0.5712,0,,0,0,0.8996,0.9799,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.20,a_game_of_thrones,597,0.0,1378.61,2.3092,2.693,11.649,6.355,6.5938,5.2413,0,0,0.0,0.3216,1,,0,0,0.0,0.4405,1,,0,0,0.0,0.5494,1,,0,0,0.9916,0.9966,1,,0,0,0.9983,0.9983,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.22,a_game_of_thrones,579,0.0,1328.52,2.2945,2.6699,10.641,6.556,8.2534,6.7349,0,0,0.0,0.304,1,,0,0,0.0,0.4456,1,,0,0,0.0,0.5579,1,,0,0,0.9983,0.9983,1,,0,0,0.9983,0.9983,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.23,a_game_of_thrones,548,0.0,1225.96,2.2371,2.6915,12.9,6.304,5.862,4.5826,0,0,0.0,0.3248,2,,0,0,0.0,0.4672,2,,0,0,0.0,0.5748,2,,0,0,0.9964,0.9964,2,,0,1,0.9964,0.9982,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.26,a_game_of_thrones,579,0.0,1331.67,2.3,2.8283,14.153,6.548,4.9097,3.7256,0,0,0.0,0.3299,4,,0,0,0.0,0.468,4,,0,0,0.0,0.5889,2,,0,0,0.9741,0.9862,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.27,a_game_of_thrones,532,0.0,1307.51,2.4577,2.7984,13.779,6.706,3.4888,2.4468,0,0,0.0,0.2782,0,,0,0,0.0,0.4154,0,,0,0,0.0,0.5338,0,,0,1,0.9925,0.9981,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.31,a_game_of_thrones,559,0.0,1277.0,2.2844,2.7423,12.516,6.811,5.3861,4.1543,0,0,0.0,0.3202,2,,0,0,0.0,0.4651,1,,0,0,0.0,0.5975,1,,0,0,0.9982,0.9982,1,,0,1,0.9982,0.9982,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.32,a_game_of_thrones,549,0.0,1324.04,2.4117,2.7623,11.105,6.592,3.8315,2.7552,0,0,0.0,0.3078,5,,0,0,0.0,0.4372,3,,0,0,0.0,0.5501,2,,0,1,0.9964,0.9982,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.33,a_game_of_thrones,556,0.0,1525.21,2.7432,2.9045,11.085,7.046,5.9832,4.6917,0,0,0.0,0.2842,0,,0,0,0.0,0.3903,0,,0,0,0.0,0.4982,0,,0,0,0.9263,0.973,0,,0,1,0.9874,0.9946,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.36,a_game_of_thrones,593,0.0,1390.04,2.3441,2.8227,12.863,6.339,2.9917,1.9994,0,0,0.0,0.3204,0,,0,0,0.0,0.4503,0,,0,0,0.0,0.57,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.37,a_game_of_thrones,545,0.0,1255.82,2.3043,2.7699,11.888,6.593,4.2662,3.1464,0,0,0.0,0.3229,0,,0,0,0.0,0.4422,0,,0,0,0.0,0.5798,0,,0,0,0.9706,0.9908,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.39,a_game_of_thrones,582,0.0,1336.44,2.2963,2.7083,14.18,6.185,2.6883,1.7263,0,0,0.0,0.3144,0,,0,0,0.0,0.4485,0,,0,0,0.0,0.543,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.41,a_game_of_thrones,580,0.0,1282.69,2.2115,2.8816,13.397,6.686,2.7904,1.8182,0,0,0.0,0.3672,2,,0,0,0.0,0.5086,0,,0,0,0.0,0.6259,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.42,a_game_of_thrones,599,0.0,1241.56,2.0727,2.6115,14.142,5.957,3.6022,2.5488,0,0,0.0,0.3406,11,,0,0,0.0,0.4875,0,,0,0,0.0,0.6077,0,,0,1,0.9967,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.43,a_game_of_thrones,641,0.0,1668.26,2.6026,2.8805,11.74,6.928,2.9069,1.923,0,0,0.0,0.3167,2,,0,0,0.0,0.4275,1,,0,0,0.0,0.5179,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.44,a_game_of_thrones,611,0.0,1474.71,2.4136,2.9699,13.528,7.124,3.2019,2.1886,0,0,0.0,0.329,0,,0,0,0.0,0.4714,0,,0,0,0.0,0.5974,0,,0,1,0.9787,0.9967,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.46,a_game_of_thrones,563,0.0,1421.02,2.524,2.7887,11.316,6.524,10.8372,9.0603,0,0,0.0,0.2895,7,,0,0,0.0,0.4192,5,,0,0,0.0,0.5098,1,,0,0,0.9414,0.984,1,,0,0,0.9982,0.9982,1,,0,1,0.9982,0.9982,1,,1,1,1.0,1.0,0,
bookmia.01.49,a_game_of_thrones,609,0.0,1427.58,2.3441,2.7457,12.157,6.75,8.4497,6.9116,0,0,0.0,0.3383,13,,0,0,0.0,0.4581,7,,0,0,0.0,0.5583,2,,0,0,0.9787,0.9885,2,,0,0,0.9967,0.9967,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.51,a_game_of_thrones,573,0.0,1295.28,2.2605,2.6958,11.057,6.649,7.5777,6.1268,0,0,0.0,0.3333,2,,0,0,0.0,0.4607,1,,0,0,0.0,0.5777,1,,0,0,0.9983,0.9983,1,,0,0,0.9983,0.9983,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.52,a_game_of_thrones,613,0.0,1375.84,2.2444,2.7738,13.303,6.616,7.5549,6.1063,0,0,0.0,0.354,10,,0,0,0.0,0.4796,5,,0,0,0.0,0.6052,3,,0,0,0.9967,0.9967,2,,0,0,0.9967,0.9967,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.58,a_game_of_thrones,534,0.0,1148.55,2.1509,2.6008,13.571,6.188,4.1468,3.0389,0,0,0.0,0.3371,0,,0,0,0.0,0.4607,0,,0,0,0.0,0.5861,0,,0,0,0.9494,0.9869,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
