prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
neutral_qa_000,,160,1.0,108.8404,108.8404,179.4206,187.8203,217.763,1.0468,0.8239,0.8625,0.7434,0.3993,50.63,0.0,5.4965,1.952,0.542591
neutral_qa_001,,160,1.0,124.6678,124.6678,199.495,208.5878,242.461,1.0456,0.8228,0.8603,0.6869,0.3856,43.13,0.0,6.9772,1.975,0.534096
neutral_qa_002,,160,1.0,114.7533,114.7533,215.0672,225.8766,277.2659,1.0503,0.7757,0.8147,0.6874,0.3158,46.88,0.0,6.679,1.861,0.657377
neutral_qa_003,,160,1.0,112.3509,112.3509,195.0739,206.4253,247.2148,1.0582,0.7891,0.835,0.7036,0.337,46.88,0.0,6.6274,2.013,0.601595
neutral_qa_004,,160,1.0,118.4789,118.4789,211.4048,220.6666,265.6033,1.0438,0.7959,0.8308,0.6707,0.3526,41.25,0.0,7.3955,2.086,0.623565
neutral_qa_005,,160,1.0,126.7545,126.7545,231.2196,243.9585,299.2538,1.0551,0.7727,0.8152,0.6278,0.3385,35.63,0.0,8.088,2.025,0.650582
neutral_qa_006,,160,1.0,125.789,125.789,248.8553,264.3011,334.9075,1.0621,0.7431,0.7892,0.596,0.3084,33.75,0.0,8.7267,2.109,0.715452
neutral_qa_007,,160,1.0,107.8478,107.8478,176.6994,184.3785,211.6628,1.0435,0.8348,0.8711,0.7576,0.4218,53.75,0.0,4.6142,1.943,0.509053
neutral_qa_008,,160,1.0,124.1785,124.1785,214.1497,224.9222,263.0577,1.0503,0.8141,0.855,0.6849,0.4138,40.0,0.0,6.1136,2.193,0.566587
neutral_qa_009,,160,1.0,120.796,120.796,189.7658,197.1675,226.0384,1.039,0.8395,0.8723,0.7223,0.4211,44.37,0.0,5.6625,1.88,0.522833
neutral_qa_010,,160,1.0,128.8607,128.8607,249.7559,259.9888,321.5054,1.041,0.7768,0.8087,0.5891,0.321,31.87,0.0,8.545,2.069,0.644804
neutral_qa_011,,160,1.0,120.9254,120.9254,222.5546,233.7142,289.9797,1.0501,0.7675,0.806,0.6289,0.3,39.38,0.0,8.0323,1.894,0.648691
neutral_qa_012,,160,1.0,116.6406,116.716,196.5194,206.3695,244.541,1.0501,0.8036,0.8439,0.6895,0.3423,46.88,0.0,7.0019,1.973,0.582024
neutral_qa_013,,160,1.0,50.8929,50.8929,90.1698,95.6866,113.9109,1.0612,0.7916,0.84,0.8846,0.2914,78.75,0.0,0.7712,2.099,0.606222
neutral_qa_014,,160,1.0,119.6551,119.6551,251.7622,268.0298,343.3428,1.0646,0.7333,0.7806,0.6274,0.2742,41.25,0.0,8.9829,2.044,0.726978
neutral_qa_015,,160,1.0,124.9609,124.9609,232.2547,244.5719,295.5052,1.053,0.786,0.8276,0.6238,0.3318,36.88,0.0,7.8023,1.68,0.604748
neutral_qa_016,,160,1.0,105.5502,105.5502,187.2338,197.1599,234.1509,1.053,0.7996,0.842,0.7119,0.3372,47.5,0.0,6.1881,2.364,0.590972
neutral_qa_017,,160,1.0,115.6045,115.6045,216.0762,226.0753,271.0285,1.0463,0.7972,0.8341,0.7018,0.3686,44.37,0.0,6.0157,1.98,0.597123
neutral_qa_018,,160,1.0,132.3027,132.3027,258.3211,270.3403,335.8012,1.0465,0.7693,0.8051,0.6023,0.3232,33.13,0.0,8.8691,1.912,0.666034
neutral_qa_019,,160,1.0,119.2739,119.2739,217.8561,229.477,278.9679,1.0533,0.7809,0.8226,0.6605,0.3315,41.25,0.0,7.2199,2.184,0.620385
neutral_qa_020,,160,1.0,108.1308,108.1308,184.1485,194.3885,229.5125,1.0556,0.8023,0.847,0.7384,0.3494,55.63,0.0,5.9101,2.378,0.559784
neutral_qa_021,,160,1.0,128.2621,128.2621,209.6709,218.0926,254.0601,1.0402,0.8253,0.8584,0.6645,0.3835,39.38,0.0,7.0532,1.848,0.548899
neutral_qa_022,,160,1.0,99.2259,99.2259,182.7887,192.6389,224.58,1.0539,0.8139,0.8578,0.7945,0.4335,54.37,0.0,3.5125,2.346,0.565116
neutral_qa_023,,160,1.0,128.7591,128.7591,240.9338,253.1462,310.8987,1.0507,0.775,0.8142,0.6203,0.3377,36.88,0.0,8.3802,1.834,0.656232
neutral_qa_024,,160,1.0,126.4819,126.4819,267.791,283.9805,364.5473,1.0605,0.7346,0.779,0.5767,0.3112,30.63,0.0,9.3095,2.012,0.759514
neutral_qa_025,,160,1.0,114.1574,114.1574,195.5545,206.5746,242.6884,1.0564,0.8058,0.8512,0.7266,0.3511,50.63,0.0,6.6118,1.995,0.550435
neutral_qa_026,,160,1.0,115.1479,115.1479,181.3901,189.9403,220.6103,1.0471,0.8222,0.861,0.7152,0.3648,48.13,0.0,6.3275,2.072,0.544848
neutral_qa_027,,160,1.0,130.4828,130.3493,252.4291,263.0555,328.0918,1.0421,0.7694,0.8018,0.5954,0.3295,31.87,0.0,8.7351,1.887,0.686082
neutral_qa_028,,160,1.0,133.1496,133.1496,244.8591,255.4919,309.8155,1.0434,0.7903,0.8247,0.5983,0.3568,30.63,0.0,8.6797,2.091,0.625218
neutral_qa_029,,160,1.0,115.8263,115.8263,200.3748,210.6638,253.507,1.0513,0.7904,0.831,0.6624,0.357,41.88,0.0,7.0753,1.953,0.608769
