prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64
bookmia.17.00,harry_potter_and_the_sorcerer's_stone,0.0,0.1129,0.0,0.0,0.127,0,0,0.0,2,0.0898,0.0,0.0898,0.0,2,0.0775,0.0,0.127,0.0,2,0.0806,0.0,0.127
bookmia.17.03,harry_potter_and_the_sorcerer's_stone,0.0,0.1283,0.0,0.0,0.1515,0,0,0.0,2,0.1081,0.0,0.1081,0.0,2,0.1077,0.0,0.1353,0.0,1,0.0661,0.0,0.1515
bookmia.17.04,harry_potter_and_the_sorcerer's_stone,0.0,0.1453,0.0,0.0,0.146,0,0,0.0,2,0.1241,0.0,0.1241,0.0,2,0.0963,0.0,0.146,0.0,2,0.0526,0.0,0.146
bookmia.17.06,harry_potter_and_the_sorcerer's_stone,0.0,0.0647,0.0,0.0,0.145,0,0,0.0,2,0.0346,0.0,0.0346,0.0,2,0.0346,0.0,0.1217,0.0,2,0.0806,0.0,0.145
bookmia.17.08,harry_potter_and_the_sorcerer's_stone,0.0,0.1729,0.0,0.0,0.1333,0,0,0.0,2,0.0635,0.0,0.0635,0.0,2,0.0913,0.0,0.1158,0.0,2,0.1333,0.0,0.1333
bookmia.17.11,harry_potter_and_the_sorcerer's_stone,0.0,0.1404,0.0,0.0,0.1527,0,0,0.0,2,0.062,0.0,0.062,0.0,2,0.062,0.0,0.1226,0.0,1,0.0156,0.0,0.1527
bookmia.17.12,harry_potter_and_the_sorcerer's_stone,0.0,0.1154,0.0,0.0,0.1221,0,0,0.0,1,0.0891,0.0,0.0891,0.0,1,0.0891,0.0,0.1124,0.0,1,0.088,0.0,0.1221
bookmia.17.13,harry_potter_and_the_sorcerer's_stone,0.0,0.1307,0.0,0.0,0.1479,0,0,0.0,2,0.1358,0.0,0.1358,0.0,2,0.1358,0.0,0.1479,0.0,2,0.0656,0.0,0.1479
bookmia.17.14,harry_potter_and_the_sorcerer's_stone,0.0,0.0897,0.0,0.0,0.1181,0,0,0.0,2,0.0711,0.0,0.0711,0.0,2,0.0711,0.0,0.1181,0.0,2,0.0816,0.0,0.1181
bookmia.17.16,harry_potter_and_the_sorcerer's_stone,0.0,0.1412,0.0,0.0,0.1369,0,0,0.0,2,0.1057,0.0,0.1057,0.0,3,0.1369,0.0,0.1369,0.0,2,0.1021,0.0,0.1369
