n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,100,0.3279,0.4145,66.53,0.4957,91.0,76.0,96.0
8,1.2044,100,0.3476,0.4145,70.42,0.5149,97.0,84.0,98.0
64,3.1745,100,0.3563,0.4145,71.68,0.5245,100.0,86.0,100.0
256,4.5491,100,0.3527,0.4145,68.81,0.5235,100.0,86.0,100.0
-1,,100,0.3925,0.8154,,0.5195,71.0,47.0,78.0
