n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,100,0.6958,0.8148,141.17,0.8103,98.0,94.0,98.0
8,1.2044,100,0.7241,0.8186,147.56,0.8345,99.0,98.0,99.0
64,3.1745,100,0.7304,0.8186,147.86,0.8407,99.0,99.0,99.0
256,4.5491,100,0.7302,0.8186,147.41,0.8406,99.0,99.0,99.0
-1,,100,0.3925,0.8154,,0.5195,71.0,47.0,78.0
