n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,100,0.2435,0.4145,51.1,0.4071,73.0,51.0,79.0
8,1.2044,100,0.3469,0.4145,70.63,0.5134,97.0,84.0,98.0
64,3.1745,100,0.3518,0.4145,71.69,0.5191,98.0,86.0,99.0
256,4.5491,100,0.3549,0.4145,71.49,0.5231,100.0,86.0,100.0
-1,,100,0.4209,0.8307,,0.5533,75.0,55.0,81.0
