arm,n_passages,blocked_steps,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_count,rouge_ge_0p5_count,ge_0p01_pct
tokenswap,100,5892,0.0,0.0,2.92,0.1379,0,0,0.0
