alpha,k,split,n_protected,n_ordinary,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,2732.027,0.5607,-9462.902,-0.9961,9500,-75.42,-21394.609
1.0,0.75,attack_train,25,25,3196.66,0.656,-7593.136,-0.7993,9500,-75.42,-21394.609
1.0,1.0,attack_train,25,25,3536.407,0.7257,-6256.477,-0.6586,9500,-75.42,-21394.609
1.0,1.5,attack_train,25,25,3997.247,0.8203,-4444.153,-0.4678,9500,-75.42,-21394.609
1.0,2.0,attack_train,25,25,4288.598,0.8801,-3266.646,-0.3439,9500,-75.42,-21394.609
1.0,2.5,attack_train,25,25,4480.77,0.9195,-2454.188,-0.2583,9500,-75.42,-21394.609
1.0,3.0,attack_train,25,25,4613.079,0.9467,-1863.729,-0.1962,9500,-75.42,-21394.609
1.0,4.0,attack_train,25,25,4765.227,0.9779,-1084.23,-0.1141,9500,-75.42,-21394.609
1.0,5.5,attack_train,25,25,4848.936,0.9951,-483.747,-0.0509,9500,-75.42,-21394.609
1.0,7.5,attack_train,25,25,4870.528,0.9995,-174.577,-0.0184,9500,-75.42,-21394.609
1.0,10.0,attack_train,25,25,4872.907,1.0,-87.41,-0.0092,9500,-75.42,-21394.609
1.0,14.0,attack_train,25,25,4872.91,1.0,-75.434,-0.0079,9500,-75.42,-21394.609
2.0,0.5,attack_train,25,25,2213.006,0.4541,-12304.158,-1.2952,9500,-75.42,-21394.609
2.0,0.75,attack_train,25,25,2648.961,0.5436,-10716.105,-1.128,9500,-75.42,-21394.609
2.0,1.0,attack_train,25,25,2986.283,0.6128,-9504.079,-1.0004,9500,-75.42,-21394.609
2.0,1.5,attack_train,25,25,3481.589,0.7145,-7682.06,-0.8086,9500,-75.42,-21394.609
2.0,2.0,attack_train,25,25,3835.063,0.787,-6306.098,-0.6638,9500,-75.42,-21394.609
2.0,2.5,attack_train,25,25,4097.667,0.8409,-5209.589,-0.5484,9500,-75.42,-21394.609
2.0,3.0,attack_train,25,25,4300.311,0.8825,-4303.098,-0.453,9500,-75.42,-21394.609
2.0,4.0,attack_train,25,25,4575.609,0.939,-2872.212,-0.3023,9500,-75.42,-21394.609
2.0,5.5,attack_train,25,25,4780.726,0.9811,-1457.016,-0.1534,9500,-75.42,-21394.609
2.0,7.5,attack_train,25,25,4858.88,0.9971,-496.642,-0.0523,9500,-75.42,-21394.609
2.0,10.0,attack_train,25,25,4872.62,0.9999,-141.397,-0.0149,9500,-75.42,-21394.609
2.0,14.0,attack_train,25,25,4872.91,1.0,-75.928,-0.008,9500,-75.42,-21394.609
4.0,0.5,attack_train,25,25,1804.97,0.3704,-14556.366,-1.5322,9500,-75.42,-21394.609
4.0,0.75,attack_train,25,25,2210.038,0.4535,-13227.65,-1.3924,9500,-75.42,-21394.609
4.0,1.0,attack_train,25,25,2538.951,0.521,-12128.872,-1.2767,9500,-75.42,-21394.609
4.0,1.5,attack_train,25,25,3054.448,0.6268,-10287.514,-1.0829,9500,-75.42,-21394.609
4.0,2.0,attack_train,25,25,3455.512,0.7091,-8717.531,-0.9176,9500,-75.42,-21394.609
4.0,2.5,attack_train,25,25,3775.577,0.7748,-7355.525,-0.7743,9500,-75.42,-21394.609
4.0,3.0,attack_train,25,25,4036.043,0.8283,-6163.609,-0.6488,9500,-75.42,-21394.609
4.0,4.0,attack_train,25,25,4413.683,0.9058,-4180.418,-0.44,9500,-75.42,-21394.609
4.0,5.5,attack_train,25,25,4722.168,0.9691,-2130.412,-0.2243,9500,-75.42,-21394.609
4.0,7.5,attack_train,25,25,4848.491,0.995,-707.087,-0.0744,9500,-75.42,-21394.609
4.0,10.0,attack_train,25,25,4872.089,0.9998,-174.783,-0.0184,9500,-75.42,-21394.609
4.0,14.0,attack_train,25,25,4872.91,1.0,-76.425,-0.008,9500,-75.42,-21394.609
8.0,0.5,attack_train,25,25,1512.614,0.3104,-16152.898,-1.7003,9500,-75.42,-21394.609
8.0,0.75,attack_train,25,25,1900.597,0.39,-14937.154,-1.5723,9500,-75.42,-21394.609
8.0,1.0,attack_train,25,25,2229.241,0.4575,-13845.328,-1.4574,9500,-75.42,-21394.609
8.0,1.5,attack_train,25,25,2769.53,0.5684,-11876.723,-1.2502,9500,-75.42,-21394.609
8.0,2.0,attack_train,25,25,3210.442,0.6588,-10113.144,-1.0645,9500,-75.42,-21394.609
8.0,2.5,attack_train,25,25,3572.435,0.7331,-8551.141,-0.9001,9500,-75.42,-21394.609
8.0,3.0,attack_train,25,25,3872.421,0.7947,-7172.225,-0.755,9500,-75.42,-21394.609
8.0,4.0,attack_train,25,25,4316.668,0.8859,-4864.815,-0.5121,9500,-75.42,-21394.609
8.0,5.5,attack_train,25,25,4687.344,0.9619,-2474.216,-0.2604,9500,-75.42,-21394.609
8.0,7.5,attack_train,25,25,4842.547,0.9938,-813.192,-0.0856,9500,-75.42,-21394.609
8.0,10.0,attack_train,25,25,4871.777,0.9998,-191.535,-0.0202,9500,-75.42,-21394.609
8.0,14.0,attack_train,25,25,4872.91,1.0,-76.673,-0.0081,9500,-75.42,-21394.609
