prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,-1,1984,0,0.2353,32,0.3813
bookmia.00.26,-1,1984,0,1.0,139,0.8968
bookmia.00.31,-1,1984,0,1.0,80,0.8707
bookmia.00.40,-1,1984,0,0.7985,77,0.7751
bookmia.00.46,-1,1984,0,0.7379,107,0.6959
bookmia.00.48,-1,1984,0,0.2057,29,0.2984
bookmia.00.64,-1,1984,0,0.4138,60,0.5048
bookmia.00.71,-1,1984,0,0.3264,26,0.4252
bookmia.01.00,-1,a_game_of_thrones,0,0.0,17,0.231
bookmia.01.01,-1,a_game_of_thrones,0,1.0,104,0.987
bookmia.01.02,-1,a_game_of_thrones,0,1.0,136,0.9444
bookmia.01.03,-1,a_game_of_thrones,0,0.0,9,0.1979
bookmia.01.04,-1,a_game_of_thrones,0,0.6383,90,0.6361
bookmia.01.07,-1,a_game_of_thrones,0,0.3241,47,0.483
bookmia.01.10,-1,a_game_of_thrones,0,0.5,41,0.5567
bookmia.01.11,-1,a_game_of_thrones,0,1.0,143,0.9346
bookmia.01.12,-1,a_game_of_thrones,0,0.0,8,0.1443
bookmia.01.14,-1,a_game_of_thrones,0,0.3942,27,0.4514
bookmia.01.20,-1,a_game_of_thrones,0,0.0,18,0.2381
bookmia.01.22,-1,a_game_of_thrones,0,0.8951,94,0.8552
bookmia.01.23,-1,a_game_of_thrones,0,0.9375,120,0.8794
bookmia.01.26,-1,a_game_of_thrones,0,0.4891,63,0.6875
bookmia.01.27,-1,a_game_of_thrones,0,1.0,75,0.9208
bookmia.01.31,-1,a_game_of_thrones,0,0.9926,124,0.9273
bookmia.01.32,-1,a_game_of_thrones,0,0.1938,25,0.3043
bookmia.01.33,-1,a_game_of_thrones,0,0.9398,81,0.8881
bookmia.01.36,-1,a_game_of_thrones,0,0.4361,58,0.676
bookmia.01.37,-1,a_game_of_thrones,0,0.8898,64,0.8727
bookmia.01.39,-1,a_game_of_thrones,0,0.0,3,0.1254
bookmia.01.41,-1,a_game_of_thrones,0,1.0,93,0.9161
bookmia.01.42,-1,a_game_of_thrones,0,0.7299,55,0.8067
bookmia.01.43,-1,a_game_of_thrones,0,0.366,29,0.5284
bookmia.01.44,-1,a_game_of_thrones,0,0.7397,108,0.7818
bookmia.01.46,-1,a_game_of_thrones,0,0.4173,58,0.5137
bookmia.01.49,-1,a_game_of_thrones,0,0.0,16,0.2316
bookmia.01.51,-1,a_game_of_thrones,0,1.0,142,0.9498
bookmia.01.52,-1,a_game_of_thrones,0,0.974,101,0.977
bookmia.01.58,-1,a_game_of_thrones,0,1.0,128,0.9275
bookmia.01.59,-1,a_game_of_thrones,0,0.9474,116,0.9359
bookmia.01.60,-1,a_game_of_thrones,0,0.0,7,0.2508
bookmia.01.62,-1,a_game_of_thrones,0,0.5725,75,0.6081
bookmia.01.69,-1,a_game_of_thrones,0,0.3206,40,0.3796
bookmia.01.71,-1,a_game_of_thrones,0,0.0,17,0.3737
bookmia.01.73,-1,a_game_of_thrones,0,0.0,6,0.1592
bookmia.01.74,-1,a_game_of_thrones,0,0.4135,55,0.4354
