prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.3168,0.4213,0.7193,0.7673,0.8683,0,253,0.7673,155,0.8683,0.7673,0.8683,0.7673,155,0.8683,0.7673,0.8683,0.7673,155,0.8683,0.7673,0.8683,0.7673,155,0.8683,0.7673,0.8683
bookmia.00.26,1984,0.8246,0.8779,0.7154,0.7867,0.8806,0,251,0.7867,166,0.8806,0.7867,0.8806,0.7867,166,0.8806,0.7867,0.8806,0.7867,166,0.8806,0.7867,0.8806,0.7867,166,0.8806,0.7867,0.8806
bookmia.00.31,1984,0.1211,0.2156,0.7264,0.7895,0.8791,0,254,0.7842,149,0.8791,0.7842,0.8791,0.7842,149,0.8791,0.7842,0.8791,0.7842,149,0.8791,0.7842,0.8791,0.7842,149,0.8791,0.7895,0.8791
bookmia.00.40,1984,0.2892,0.4247,0.6651,0.7402,0.8475,0,250,0.7353,150,0.8475,0.7353,0.8475,0.7353,150,0.8475,0.7353,0.8475,0.7353,150,0.8475,0.7353,0.8475,0.7353,150,0.8475,0.7402,0.8475
bookmia.00.46,1984,0.7383,0.8564,0.5027,0.729,0.8413,0,250,0.0,2,0.1062,0.0,0.1062,0.729,122,0.8338,0.729,0.8338,0.729,156,0.8413,0.729,0.8413,0.5421,116,0.7009,0.729,0.8413
bookmia.00.48,1984,0.1643,0.3194,0.6644,0.7653,0.864,0,242,0.7606,162,0.8617,0.7606,0.8617,0.7606,162,0.8617,0.7606,0.8617,0.7606,162,0.8617,0.7606,0.8617,0.7606,162,0.8617,0.7653,0.864
bookmia.00.64,1984,0.0,0.1755,0.7194,0.7742,0.8698,0,251,0.7696,167,0.8698,0.7696,0.8698,0.7696,167,0.8698,0.7696,0.8698,0.7696,167,0.8698,0.7742,0.8698,0.7696,167,0.8698,0.7742,0.8698
bookmia.00.71,1984,0.2911,0.4831,0.6193,0.7089,0.8264,0,247,0.6995,149,0.8232,0.6995,0.8232,0.6995,149,0.8232,0.6995,0.8232,0.6995,149,0.8232,0.7042,0.8232,0.6995,149,0.8232,0.7089,0.8264
bookmia.01.00,a_game_of_thrones,0.0,0.224,0.647,0.7183,0.8361,0,246,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7183,0.8361
bookmia.01.01,a_game_of_thrones,0.7005,0.8076,0.5959,0.6544,0.7911,0,250,0.6544,142,0.7911,0.6544,0.7911,0.6544,142,0.7911,0.6544,0.7911,0.6544,142,0.7911,0.6544,0.7911,0.6544,142,0.7911,0.6544,0.7911
bookmia.01.02,a_game_of_thrones,0.1364,0.2493,0.6604,0.7172,0.8328,0,255,0.7172,142,0.8328,0.7172,0.8328,0.7172,142,0.8328,0.7172,0.8328,0.7172,142,0.8328,0.7172,0.8328,0.7172,142,0.8328,0.7172,0.8328
bookmia.01.03,a_game_of_thrones,0.7828,0.8669,0.5679,0.6364,0.7701,0,252,0.6162,122,0.738,0.6162,0.738,0.6162,122,0.7407,0.6162,0.755,0.6162,122,0.7701,0.6162,0.7701,0.6162,122,0.7521,0.6364,0.7701
bookmia.01.04,a_game_of_thrones,0.2415,0.3887,0.6794,0.7778,0.8719,0,242,0.7729,160,0.8719,0.7729,0.8719,0.7729,160,0.8719,0.7729,0.8719,0.7729,160,0.8719,0.7729,0.8719,0.7729,160,0.8719,0.7778,0.8719
bookmia.01.07,a_game_of_thrones,0.5822,0.6827,0.6757,0.7418,0.8518,0,244,0.7418,158,0.8518,0.7418,0.8518,0.7418,158,0.8518,0.7418,0.8518,0.7418,158,0.8518,0.7418,0.8518,0.7418,158,0.8518,0.7418,0.8518
bookmia.01.10,a_game_of_thrones,0.7327,0.84,0.6712,0.7129,0.8324,0,254,0.7129,144,0.8324,0.7129,0.8324,0.7129,144,0.8324,0.7129,0.8324,0.7129,144,0.8324,0.7129,0.8324,0.7129,144,0.8324,0.7129,0.8324
bookmia.01.11,a_game_of_thrones,0.7642,0.8663,0.7143,0.7594,0.8633,0,256,0.7594,161,0.861,0.7594,0.861,0.7594,161,0.861,0.7594,0.861,0.7594,161,0.861,0.7594,0.8633,0.7594,161,0.861,0.7594,0.8633
bookmia.01.12,a_game_of_thrones,0.0,0.1084,0.5222,0.6854,0.8101,0,251,0.5446,116,0.6835,0.5446,0.6835,0.6808,145,0.8101,0.6808,0.8101,0.6808,145,0.8101,0.6854,0.8101,0.6808,145,0.8101,0.6854,0.8101
bookmia.01.14,a_game_of_thrones,0.7487,0.8539,0.6502,0.7337,0.8464,0,244,0.7337,146,0.8464,0.7337,0.8464,0.7337,146,0.8464,0.7337,0.8464,0.7337,146,0.8464,0.7337,0.8464,0.7337,146,0.8464,0.7337,0.8464
bookmia.01.20,a_game_of_thrones,0.0,0.1923,0.6653,0.7094,0.8266,0,253,0.7044,143,0.8266,0.7044,0.8266,0.7044,143,0.8266,0.7044,0.8266,0.7044,143,0.8266,0.7094,0.8266,0.7044,143,0.8266,0.7094,0.8266
bookmia.01.22,a_game_of_thrones,0.6169,0.7544,0.6403,0.6866,0.8142,0,250,0.6866,138,0.8142,0.6866,0.8142,0.6866,138,0.8142,0.6866,0.8142,0.6866,138,0.8142,0.6866,0.8142,0.6866,138,0.8142,0.6866,0.8142
bookmia.01.23,a_game_of_thrones,0.0,0.1445,0.6758,0.7391,0.8474,0,251,0.7391,136,0.8474,0.7391,0.8474,0.7391,136,0.8474,0.7391,0.8474,0.7391,136,0.8474,0.7391,0.8474,0.7391,136,0.8474,0.7391,0.8474
bookmia.01.26,a_game_of_thrones,0.615,0.7813,0.6262,0.69,0.8095,0,244,0.68,136,0.8095,0.68,0.8095,0.68,136,0.8095,0.68,0.8095,0.68,136,0.8095,0.68,0.8095,0.68,136,0.8095,0.69,0.8095
bookmia.01.27,a_game_of_thrones,0.0,0.1785,0.7016,0.7405,0.8509,0,253,0.7405,137,0.8509,0.7405,0.8509,0.7405,137,0.8509,0.7405,0.8509,0.7405,137,0.8509,0.7405,0.8509,0.7405,137,0.8509,0.7405,0.8509
bookmia.01.31,a_game_of_thrones,0.7538,0.8596,0.6917,0.7487,0.8504,0,249,0.7436,145,0.8504,0.7436,0.8504,0.7436,145,0.8504,0.7436,0.8504,0.7436,145,0.8504,0.7487,0.8504,0.7436,145,0.8504,0.7487,0.8504
bookmia.01.32,a_game_of_thrones,0.4278,0.541,0.6884,0.7326,0.8431,0,246,0.7326,137,0.8431,0.7326,0.8431,0.7326,137,0.8431,0.7326,0.8431,0.7326,137,0.8431,0.7326,0.8431,0.7326,137,0.8431,0.7326,0.8431
bookmia.01.33,a_game_of_thrones,0.6895,0.8049,0.6157,0.6789,0.8025,0,252,0.6737,128,0.8025,0.6737,0.8025,0.6737,128,0.8025,0.6737,0.8025,0.6737,128,0.8025,0.6737,0.8025,0.6737,128,0.8025,0.6789,0.8025
bookmia.01.36,a_game_of_thrones,0.7537,0.8571,0.6915,0.734,0.8466,0,253,0.734,149,0.8466,0.734,0.8466,0.734,149,0.8466,0.734,0.8466,0.734,149,0.8466,0.734,0.8466,0.734,149,0.8466,0.734,0.8466
bookmia.01.37,a_game_of_thrones,0.3777,0.5841,0.7207,0.7606,0.864,0,252,0.7606,143,0.864,0.7606,0.864,0.7606,143,0.864,0.7606,0.864,0.7606,143,0.864,0.7606,0.864,0.7606,143,0.864,0.7606,0.864
bookmia.01.39,a_game_of_thrones,0.24,0.3458,0.6828,0.75,0.8539,0,247,0.745,149,0.8539,0.745,0.8539,0.745,149,0.8539,0.745,0.8539,0.745,149,0.8539,0.75,0.8539,0.745,149,0.8539,0.75,0.8539
bookmia.01.41,a_game_of_thrones,0.0,0.196,0.4479,0.7621,0.865,0,221,0.0,16,0.2442,0.0,0.2442,0.5631,116,0.6908,0.5631,0.6908,0.7621,157,0.865,0.7621,0.865,0.7621,157,0.865,0.7621,0.865
bookmia.01.42,a_game_of_thrones,0.3902,0.5886,0.5314,0.7463,0.8515,0,240,0.5659,116,0.6813,0.5659,0.6813,0.7415,152,0.8515,0.7415,0.8515,0.7415,152,0.8515,0.7463,0.8515,0.7415,152,0.8515,0.7463,0.8515
bookmia.01.43,a_game_of_thrones,0.0,0.1778,0.5598,0.6524,0.7861,0,242,0.1048,13,0.212,0.1048,0.212,0.6476,136,0.7861,0.6476,0.7861,0.6476,136,0.7861,0.6476,0.7861,0.6476,136,0.7861,0.6524,0.7861
bookmia.01.44,a_game_of_thrones,0.625,0.7577,0.6284,0.6779,0.8046,0,251,0.3269,68,0.4669,0.3269,0.4669,0.6683,139,0.8046,0.6683,0.8046,0.6683,139,0.8046,0.6683,0.8046,0.6683,139,0.8046,0.6779,0.8046
bookmia.01.46,a_game_of_thrones,0.1465,0.2543,0.6076,0.6869,0.8119,0,243,0.6869,136,0.8119,0.6869,0.8119,0.6869,136,0.8119,0.6869,0.8119,0.6869,136,0.8119,0.6869,0.8119,0.6869,136,0.8119,0.6869,0.8119
bookmia.01.49,a_game_of_thrones,0.4146,0.5506,0.6281,0.6634,0.7953,0,255,0.6634,136,0.7953,0.6634,0.7953,0.6634,136,0.7953,0.6634,0.7953,0.6634,136,0.7953,0.6634,0.7953,0.6634,136,0.7953,0.6634,0.7953
