alpha,k,split,n_protected,n_ordinary,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,3513.749,0.6967,-6996.344,-0.8745,8000,-21.081,-19177.195
1.0,0.75,attack_train,25,25,3960.847,0.7853,-5595.331,-0.6994,8000,-21.081,-19177.195
1.0,1.0,attack_train,25,25,4261.191,0.8449,-4629.565,-0.5787,8000,-21.081,-19177.195
1.0,1.5,attack_train,25,25,4624.353,0.9169,-3338.661,-0.4173,8000,-21.081,-19177.195
1.0,2.0,attack_train,25,25,4812.64,0.9542,-2496.526,-0.3121,8000,-21.081,-19177.195
1.0,2.5,attack_train,25,25,4911.706,0.9739,-1900.931,-0.2376,8000,-21.081,-19177.195
1.0,3.0,attack_train,25,25,4964.465,0.9843,-1459.241,-0.1824,8000,-21.081,-19177.195
1.0,4.0,attack_train,25,25,5010.074,0.9934,-861.673,-0.1077,8000,-21.081,-19177.195
1.0,5.5,attack_train,25,25,5032.223,0.9978,-382.486,-0.0478,8000,-21.081,-19177.195
1.0,7.5,attack_train,25,25,5040.855,0.9995,-122.412,-0.0153,8000,-21.081,-19177.195
1.0,10.0,attack_train,25,25,5043.33,1.0,-38.935,-0.0049,8000,-21.081,-19177.195
1.0,14.0,attack_train,25,25,5043.461,1.0,-22.268,-0.0028,8000,-21.081,-19177.195
2.0,0.5,attack_train,25,25,2780.001,0.5512,-10207.542,-1.2759,8000,-21.081,-19177.195
2.0,0.75,attack_train,25,25,3215.586,0.6376,-9015.543,-1.1269,8000,-21.081,-19177.195
2.0,1.0,attack_train,25,25,3538.425,0.7016,-8111.431,-1.0139,8000,-21.081,-19177.195
2.0,1.5,attack_train,25,25,3996.023,0.7923,-6717.782,-0.8397,8000,-21.081,-19177.195
2.0,2.0,attack_train,25,25,4302.005,0.853,-5625.959,-0.7032,8000,-21.081,-19177.195
2.0,2.5,attack_train,25,25,4517.101,0.8956,-4722.365,-0.5903,8000,-21.081,-19177.195
2.0,3.0,attack_train,25,25,4670.368,0.926,-3951.378,-0.4939,8000,-21.081,-19177.195
2.0,4.0,attack_train,25,25,4856.043,0.9628,-2702.51,-0.3378,8000,-21.081,-19177.195
2.0,5.5,attack_train,25,25,4973.085,0.986,-1418.08,-0.1773,8000,-21.081,-19177.195
2.0,7.5,attack_train,25,25,5024.366,0.9962,-504.507,-0.0631,8000,-21.081,-19177.195
2.0,10.0,attack_train,25,25,5040.701,0.9995,-125.983,-0.0157,8000,-21.081,-19177.195
2.0,14.0,attack_train,25,25,5043.433,1.0,-29.184,-0.0036,8000,-21.081,-19177.195
4.0,0.5,attack_train,25,25,2167.988,0.4299,-12800.197,-1.6,8000,-21.081,-19177.195
4.0,0.75,attack_train,25,25,2565.239,0.5086,-11782.829,-1.4729,8000,-21.081,-19177.195
4.0,1.0,attack_train,25,25,2879.326,0.5709,-10916.149,-1.3645,8000,-21.081,-19177.195
4.0,1.5,attack_train,25,25,3365.843,0.6674,-9394.012,-1.1743,8000,-21.081,-19177.195
4.0,2.0,attack_train,25,25,3731.916,0.74,-8051.429,-1.0064,8000,-21.081,-19177.195
4.0,2.5,attack_train,25,25,4021.614,0.7974,-6858.533,-0.8573,8000,-21.081,-19177.195
4.0,3.0,attack_train,25,25,4254.236,0.8435,-5794.472,-0.7243,8000,-21.081,-19177.195
4.0,4.0,attack_train,25,25,4587.795,0.9097,-4004.672,-0.5006,8000,-21.081,-19177.195
4.0,5.5,attack_train,25,25,4861.235,0.9639,-2111.504,-0.2639,8000,-21.081,-19177.195
4.0,7.5,attack_train,25,25,4999.07,0.9912,-746.936,-0.0934,8000,-21.081,-19177.195
4.0,10.0,attack_train,25,25,5037.252,0.9988,-178.776,-0.0223,8000,-21.081,-19177.195
4.0,14.0,attack_train,25,25,5043.317,1.0,-33.264,-0.0042,8000,-21.081,-19177.195
8.0,0.5,attack_train,25,25,1709.789,0.339,-14537.896,-1.8172,8000,-21.081,-19177.195
8.0,0.75,attack_train,25,25,2072.397,0.4109,-13546.417,-1.6933,8000,-21.081,-19177.195
8.0,1.0,attack_train,25,25,2372.482,0.4704,-12629.956,-1.5787,8000,-21.081,-19177.195
8.0,1.5,attack_train,25,25,2859.793,0.567,-10929.034,-1.3661,8000,-21.081,-19177.195
8.0,2.0,attack_train,25,25,3249.969,0.6444,-9384.698,-1.1731,8000,-21.081,-19177.195
8.0,2.5,attack_train,25,25,3576.364,0.7091,-8000.958,-1.0001,8000,-21.081,-19177.195
8.0,3.0,attack_train,25,25,3853.708,0.7641,-6762.011,-0.8453,8000,-21.081,-19177.195
8.0,4.0,attack_train,25,25,4286.192,0.8499,-4673.367,-0.5842,8000,-21.081,-19177.195
8.0,5.5,attack_train,25,25,4698.754,0.9317,-2462.53,-0.3078,8000,-21.081,-19177.195
8.0,7.5,attack_train,25,25,4950.255,0.9815,-868.815,-0.1086,8000,-21.081,-19177.195
8.0,10.0,attack_train,25,25,5029.253,0.9972,-205.226,-0.0257,8000,-21.081,-19177.195
8.0,14.0,attack_train,25,25,5043.027,0.9999,-35.305,-0.0044,8000,-21.081,-19177.195
