prompt_id,u_sel_n64,u_sel_n1,u_metered_k10,u_anchor_k0,gain_sel,gain_metered,diff
bookmia100unseen.83.013,0.0,0.5,0.5,0.5,-0.5,0.0,-0.5
bookmia100unseen.83.014,0.75,0.25,0.5,0.25,0.5,0.25,0.25
bookmia100unseen.83.015,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.83.016,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.83.017,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.85.000,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.85.001,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.85.002,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.85.003,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.85.004,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.85.005,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.85.006,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.85.007,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.85.008,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.85.009,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.85.010,0.75,0.25,0.5,0.25,0.5,0.25,0.25
bookmia100unseen.85.011,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.85.012,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.85.013,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.85.014,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.85.015,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.85.016,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.85.017,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.87.000,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.87.001,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.87.002,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.87.003,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.87.004,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.87.005,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.87.006,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.87.007,0.5,0.75,0.5,0.75,-0.25,-0.25,0.0
bookmia100unseen.87.008,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.87.009,0.75,0.25,0.5,0.25,0.5,0.25,0.25
bookmia100unseen.87.010,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.87.011,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.87.012,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.87.013,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.87.014,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.87.015,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.87.016,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.87.017,0.25,0.5,0.5,0.5,-0.25,0.0,-0.25
bookmia100unseen.90.000,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.90.001,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.90.002,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.90.003,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.90.004,0.5,0.75,0.5,0.75,-0.25,-0.25,0.0
bookmia100unseen.90.005,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.90.006,0.25,0.5,0.5,0.5,-0.25,0.0,-0.25
bookmia100unseen.90.007,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.90.008,0.75,0.25,0.5,0.25,0.5,0.25,0.25
bookmia100unseen.90.009,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.90.010,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.90.011,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.90.012,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.90.013,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.90.014,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.90.015,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.90.016,0.75,0.25,0.5,0.25,0.5,0.25,0.25
bookmia100unseen.90.017,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.92.000,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.92.001,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.92.002,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.92.003,0.5,0.75,0.5,0.75,-0.25,-0.25,0.0
bookmia100unseen.92.004,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.92.005,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.92.006,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.92.007,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.92.008,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.92.009,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.92.010,0.5,0.75,0.5,0.75,-0.25,-0.25,0.0
bookmia100unseen.92.011,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.92.012,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.92.013,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.92.014,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.92.015,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.92.016,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.92.017,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.93.000,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.93.001,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.93.002,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.93.003,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.93.004,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.93.005,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.93.006,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.93.007,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.93.008,0.5,0.75,0.5,0.75,-0.25,-0.25,0.0
bookmia100unseen.93.010,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.93.011,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.93.013,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.93.014,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.93.015,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.93.016,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.93.017,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.93.018,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.93.019,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.96.000,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.96.001,0.5,0.75,0.5,0.75,-0.25,-0.25,0.0
bookmia100unseen.96.002,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.96.003,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.96.004,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.96.005,1.0,0.75,0.5,0.75,0.25,-0.25,0.5
bookmia100unseen.96.006,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.96.007,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.96.008,0.25,0.5,0.5,0.5,-0.25,0.0,-0.25
bookmia100unseen.96.009,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.96.010,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.96.011,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.96.012,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.96.013,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.96.014,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.96.015,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.96.016,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.96.017,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.97.000,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.97.001,0.25,0.0,0.5,0.0,0.25,0.5,-0.25
bookmia100unseen.97.002,0.25,0.5,0.5,0.5,-0.25,0.0,-0.25
bookmia100unseen.97.003,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.97.004,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.97.005,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.97.006,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.97.007,0.75,0.25,0.5,0.25,0.5,0.25,0.25
bookmia100unseen.97.008,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.97.009,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.97.010,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.97.011,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.97.012,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.97.013,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.97.014,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.97.015,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.97.018,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.97.019,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.98.000,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.98.001,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.98.002,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.98.003,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.98.004,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.98.005,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.98.006,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.98.007,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.98.008,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.98.009,0.5,0.75,0.5,0.75,-0.25,-0.25,0.0
bookmia100unseen.98.010,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.98.011,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.98.012,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.98.013,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.98.015,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.98.016,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.98.017,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.98.018,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.99.000,0.5,0.75,0.5,0.75,-0.25,-0.25,0.0
bookmia100unseen.99.001,0.5,0.25,0.5,0.25,0.25,0.25,0.0
bookmia100unseen.99.002,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.99.003,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.99.004,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.99.005,0.75,0.5,0.5,0.5,0.25,0.0,0.25
bookmia100unseen.99.006,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.99.007,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.99.008,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.99.009,0.75,0.75,0.5,0.75,0.0,-0.25,0.25
bookmia100unseen.99.010,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.99.011,0.25,0.5,0.5,0.5,-0.25,0.0,-0.25
bookmia100unseen.99.012,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.99.013,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.99.014,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
bookmia100unseen.99.015,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.99.016,0.5,0.5,0.5,0.5,0.0,0.0,0.0
bookmia100unseen.99.017,0.25,0.25,0.5,0.25,0.0,0.25,-0.25
