prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.00.11,1984,0.9109,0.0,0.0,0.0,2,0.0,3,0.0,2
bookmia.00.26,1984,0.8768,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.00.31,1984,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.00.40,1984,0.2892,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.00.46,1984,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.00.48,1984,0.77,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.00.64,1984,0.0,0.0,0.0,0.0,2,0.0,2,0.0,4
bookmia.00.71,1984,0.3897,0.0,0.0,0.0,1,0.0,2,0.0,1
bookmia.01.00,a_game_of_thrones,0.0,0.0,0.0,0.0,3,0.0,2,0.0,2
bookmia.01.01,a_game_of_thrones,0.2488,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.02,a_game_of_thrones,1.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.03,a_game_of_thrones,0.2778,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.04,a_game_of_thrones,0.2754,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.07,a_game_of_thrones,0.5352,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.10,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.11,a_game_of_thrones,1.0,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.01.12,a_game_of_thrones,0.1033,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.14,a_game_of_thrones,1.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.20,a_game_of_thrones,0.1281,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.22,a_game_of_thrones,0.8905,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.23,a_game_of_thrones,0.2663,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.26,a_game_of_thrones,0.285,0.0,0.0,0.0,2,0.0,3,0.0,2
bookmia.01.27,a_game_of_thrones,0.9297,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.31,a_game_of_thrones,0.2359,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.32,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.33,a_game_of_thrones,0.9842,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.36,a_game_of_thrones,0.9113,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.37,a_game_of_thrones,0.6649,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.39,a_game_of_thrones,0.24,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.01.41,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.42,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.43,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.44,a_game_of_thrones,0.9087,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.01.46,a_game_of_thrones,0.2222,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.01.49,a_game_of_thrones,0.1366,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.51,a_game_of_thrones,1.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.52,a_game_of_thrones,1.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.58,a_game_of_thrones,0.1211,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.59,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.60,a_game_of_thrones,0.1106,0.0,0.0,0.0,0,0.0,1,0.0,2
bookmia.01.62,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.69,a_game_of_thrones,0.7363,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.01.71,a_game_of_thrones,0.9763,0.0,0.0,0.0,1,0.0,2,0.0,1
bookmia.01.73,a_game_of_thrones,0.5728,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.74,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,3,0.0,1
bookmia.01.75,a_game_of_thrones,0.1632,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.76,a_game_of_thrones,0.1106,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.77,a_game_of_thrones,0.9716,0.0,0.0,0.0,2,0.0,1,0.0,1
bookmia.01.78,a_game_of_thrones,1.0,0.0,0.0,0.0,3,0.0,4,0.0,4
bookmia.01.79,a_game_of_thrones,0.3165,0.0,0.0,0.0,0,0.0,3,0.0,3
bookmia.01.81,a_game_of_thrones,1.0,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.01.82,a_game_of_thrones,0.9904,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.83,a_game_of_thrones,0.2886,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.87,a_game_of_thrones,0.2991,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.88,a_game_of_thrones,0.7385,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.89,a_game_of_thrones,1.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.90,a_game_of_thrones,0.9948,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.97,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.07.02,casino_royale,1.0,0.0,0.0,0.0,0,0.0,2,0.0,2
bookmia.07.03,casino_royale,0.2275,0.0,0.0,0.0,1,0.0,1,0.0,2
bookmia.07.04,casino_royale,0.684,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.07.05,casino_royale,0.7895,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.06,casino_royale,0.9692,0.0,0.0,0.0,0,0.0,2,0.0,2
bookmia.07.07,casino_royale,0.0,0.0,0.0,0.0,0,0.0,2,0.0,3
bookmia.07.08,casino_royale,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.07.09,casino_royale,0.0,0.0,0.0,0.0,1,0.0,3,0.0,3
bookmia.07.15,casino_royale,0.2383,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.07.16,casino_royale,0.9628,0.0,0.0,0.0,0,0.0,2,0.0,2
bookmia.07.17,casino_royale,0.302,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.07.20,casino_royale,0.8732,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.07.24,casino_royale,0.2902,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.25,casino_royale,0.7056,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.26,casino_royale,0.2009,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.28,casino_royale,0.4047,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.29,casino_royale,0.1627,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.30,casino_royale,0.3713,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.07.31,casino_royale,0.9903,0.0,0.0,0.0,1,0.0,1,0.0,2
bookmia.07.32,casino_royale,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.37,casino_royale,0.1415,0.0,0.0,0.0,1,0.0,2,0.0,1
bookmia.07.40,casino_royale,0.0,0.0,0.0,0.0,2,0.0,3,0.0,3
bookmia.07.41,casino_royale,0.1262,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.07.43,casino_royale,0.7725,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.07.44,casino_royale,0.0,0.0,0.0,0.0,2,0.0,3,0.0,2
bookmia.07.47,casino_royale,0.467,0.0,0.0,0.0,3,0.0,3,0.0,2
bookmia.07.49,casino_royale,0.0,0.0,0.0,0.0,3,0.0,3,0.0,2
bookmia.07.53,casino_royale,0.7358,0.0,0.0,0.0,2,0.0,3,0.0,3
bookmia.07.54,casino_royale,1.0,0.0,0.0,0.0,0,0.0,2,0.0,2
bookmia.07.55,casino_royale,0.8333,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.56,casino_royale,0.6418,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.07.57,casino_royale,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.07.59,casino_royale,0.3575,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.61,casino_royale,0.2239,0.0,0.0,0.0,2,0.0,3,0.0,3
bookmia.07.62,casino_royale,0.2333,0.0,0.0,0.0,3,0.0,2,0.0,3
bookmia.07.63,casino_royale,0.2222,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.66,casino_royale,0.277,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.70,casino_royale,0.5408,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.07.72,casino_royale,0.2245,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.07.73,casino_royale,0.4417,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.07.77,casino_royale,0.0,0.0,0.0,0.0,1,0.0,1,0.0,2
bookmia.07.80,casino_royale,1.0,0.0,0.0,0.0,3,0.0,3,0.0,3
