arm,k,prompt_class,n,risky_unchanged_pct,active_pct,forced_anchor_pct,distinct3
kl,3.0,neutral,60,92.76666666666667,0.38333333333333336,0.25833333333333336,0.9939303327946196
renyi_1_0,3.0,neutral,60,92.76666666666667,0.38333333333333336,0.25833333333333336,0.9939303327946196
renyi_2,3.0,neutral,60,88.875,2.6166666666666667,0.26666666666666666,0.9904121372468127
renyi_8,3.0,neutral,60,0.058333333333333334,88.15,0.31666666666666665,0.9880698648838788
