prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.802,0.8901,0.4806,0.7376,0.849,0,253,0.7129,88,0.8011,0.7129,0.8011,0.7376,88,0.8319,0.7376,0.8319,0.7376,149,0.849,0.7376,0.849,0.7376,149,0.849,0.7376,0.849
bookmia.00.26,1984,0.7014,0.8675,0.6483,0.7156,0.8287,0,252,0.7014,148,0.8245,0.7014,0.8245,0.7014,148,0.8245,0.7014,0.8245,0.7014,148,0.8245,0.7156,0.8255,0.7014,148,0.8245,0.7156,0.8287
bookmia.00.31,1984,0.0,0.0985,0.1819,0.7263,0.8373,0,116,0.0,3,0.1429,0.0,0.1429,0.0,3,0.1046,0.1947,0.3385,0.7105,135,0.8364,0.7263,0.8373,0.7105,135,0.8364,0.7263,0.8373
bookmia.00.40,1984,0.2892,0.4266,0.6292,0.7108,0.8229,0,255,0.6961,142,0.8184,0.6961,0.8184,0.6961,142,0.8184,0.701,0.8184,0.6961,142,0.8184,0.7108,0.8229,0.6961,142,0.8184,0.7108,0.8229
bookmia.00.46,1984,0.0,0.1605,0.6736,0.729,0.8401,0,253,0.7056,125,0.8251,0.7056,0.8251,0.7243,155,0.8401,0.7243,0.8401,0.7243,155,0.8401,0.729,0.8401,0.7243,155,0.8401,0.729,0.8401
bookmia.00.48,1984,0.77,0.8372,0.6008,0.7183,0.8361,0,245,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7183,0.8361
bookmia.00.64,1984,0.0,0.1449,0.6473,0.7143,0.8248,0,251,0.682,78,0.7967,0.682,0.7967,0.7005,152,0.8238,0.7005,0.8238,0.7005,152,0.8238,0.7005,0.8238,0.7005,152,0.8238,0.7143,0.8248
bookmia.00.71,1984,0.3897,0.5291,0.1877,0.4225,0.5641,0,228,0.2207,47,0.3506,0.2207,0.3506,0.2207,47,0.3662,0.2207,0.4116,0.2207,47,0.3989,0.3146,0.4162,0.4225,63,0.5641,0.4225,0.5641
bookmia.01.00,a_game_of_thrones,0.0,0.1848,0.3999,0.6761,0.8034,0,221,0.5962,97,0.7155,0.5962,0.7155,0.662,129,0.7831,0.662,0.7831,0.6714,143,0.8034,0.6761,0.8034,0.6714,143,0.8034,0.6761,0.8034
bookmia.01.01,a_game_of_thrones,0.2488,0.3827,0.0126,0.576,0.7251,0,7,0.0,15,0.2017,0.0,0.2017,0.0,12,0.2597,0.0,0.2597,0.0,15,0.2753,0.0,0.2757,0.5714,94,0.7251,0.576,0.7251
