quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.1065,0.0855,0.128,500,0.136,SURVIVES
"D2 metered gain, order-averaged",metered_k10,0.0615,0.0345,0.0885,500,0.053,SURVIVES
"D3 difference of gains, paired",sel_n64 - metered_k10,0.045,0.011,0.079,500,0.083,REVERSAL CONFIRMED
order consistency,sel_n64,0.33,,,500,,UNUSABLE
order consistency,sel_n1,0.3,,,500,,UNUSABLE
order consistency,metered_k10,0.298,,,500,,UNUSABLE
order consistency,anchor_k0,0.328,,,500,,UNUSABLE
