published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,2768.313,-3816.512,0.0,False
1.0,2.0,2.1585,2768.313,-4373.358,4.274,False
1.0,4.0,3.6074,2768.313,-3821.443,0.038,False
1.0,8.0,5.0211,2768.313,-2684.6,-8.688,False
3.0,1.0,3.0,3049.583,-1186.599,0.0,False
3.0,2.0,6.0408,3049.583,-1088.932,-0.75,False
3.0,4.0,8.0483,3049.583,-736.722,-3.453,False
3.0,8.0,9.6149,3049.583,-458.397,-5.59,False
