prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64
bookmia.17.00,harry_potter_and_the_sorcerer's_stone,0.0,0.0656,0.0,0.0,0.1163,0,0,0.0,2,0.0952,0.0,0.0952,0.0,2,0.0606,0.0,0.0952,0.0,1,0.0943,0.0,0.1163
bookmia.17.03,harry_potter_and_the_sorcerer's_stone,0.0,0.1364,0.0,0.0,0.1449,0,0,0.0,2,0.1033,0.0,0.1033,0.0,2,0.0966,0.0,0.1033,0.0,3,0.1408,0.0,0.1449
bookmia.17.04,harry_potter_and_the_sorcerer's_stone,0.0,0.1166,0.0,0.0,0.1513,0,0,0.0,2,0.1053,0.0,0.1053,0.0,2,0.1121,0.0,0.129,0.0,2,0.1062,0.0,0.1513
bookmia.17.06,harry_potter_and_the_sorcerer's_stone,0.0,0.0822,0.0,0.0,0.141,0,0,0.0,1,0.0862,0.0,0.0862,0.0,1,0.1101,0.0,0.1209,0.0,1,0.0939,0.0,0.141
bookmia.17.08,harry_potter_and_the_sorcerer's_stone,0.0,0.066,0.0,0.0,0.1154,0,0,0.0,3,0.0837,0.0,0.0837,0.0,2,0.1005,0.0,0.1019,0.0,2,0.0935,0.0,0.1154
bookmia.17.11,harry_potter_and_the_sorcerer's_stone,0.0,0.0939,0.0,0.0,0.1395,0,0,0.0,2,0.0758,0.0,0.0758,0.0,2,0.0758,0.0,0.1084,0.0,2,0.1148,0.0,0.1395
bookmia.17.12,harry_potter_and_the_sorcerer's_stone,0.0,0.0881,0.0,0.0,0.1197,0,0,0.0,2,0.1091,0.0,0.1091,0.0,2,0.1159,0.0,0.1159,0.0,1,0.0918,0.0,0.1197
bookmia.17.13,harry_potter_and_the_sorcerer's_stone,0.0,0.1063,0.0,0.0,0.1346,0,0,0.0,2,0.1116,0.0,0.1116,0.0,2,0.0841,0.0,0.1116,0.0,1,0.0891,0.0,0.1346
bookmia.17.14,harry_potter_and_the_sorcerer's_stone,0.0,0.1117,0.0,0.0,0.1361,0,0,0.0,2,0.0853,0.0,0.0853,0.0,2,0.0957,0.0,0.1146,0.0,2,0.0943,0.0,0.1361
bookmia.17.16,harry_potter_and_the_sorcerer's_stone,0.0,0.1357,0.0,0.0,0.1382,0,0,0.0,2,0.115,0.0,0.115,0.0,2,0.1076,0.0,0.115,0.0,3,0.1009,0.0,0.1382
