prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1
bookmia.17.00,harry_potter_and_the_sorcerer's_stone,0.6235,0.7163,0.0,0.0,0.1173,0,0,0.0,2,0.1173,0.0,0.1173
bookmia.17.03,harry_potter_and_the_sorcerer's_stone,0.0,0.2112,0.0,0.0,0.1173,0,0,0.0,2,0.1173,0.0,0.1173
bookmia.17.04,harry_potter_and_the_sorcerer's_stone,0.0,0.0619,0.0,0.0,0.1159,0,0,0.0,2,0.1159,0.0,0.1159
bookmia.17.06,harry_potter_and_the_sorcerer's_stone,0.0,0.1148,0.0,0.0,0.1341,0,0,0.0,3,0.1341,0.0,0.1341
bookmia.17.08,harry_potter_and_the_sorcerer's_stone,0.0,0.142,0.0,0.0,0.1254,0,0,0.0,2,0.1254,0.0,0.1254
bookmia.17.11,harry_potter_and_the_sorcerer's_stone,0.0,0.1358,0.0,0.0,0.1108,0,0,0.0,2,0.1108,0.0,0.1108
bookmia.17.12,harry_potter_and_the_sorcerer's_stone,0.0,0.1131,0.0,0.0,0.1238,0,0,0.0,2,0.1238,0.0,0.1238
bookmia.17.13,harry_potter_and_the_sorcerer's_stone,0.0,0.1224,0.0,0.0,0.1358,0,0,0.0,2,0.1358,0.0,0.1358
bookmia.17.14,harry_potter_and_the_sorcerer's_stone,0.0,0.1154,0.0,0.0,0.0603,0,0,0.0,2,0.0603,0.0,0.0603
bookmia.17.16,harry_potter_and_the_sorcerer's_stone,0.0,0.2035,0.0,0.0,0.1264,0,0,0.0,2,0.1264,0.0,0.1264
bookmia.17.18,harry_potter_and_the_sorcerer's_stone,0.0,0.2794,0.0,0.0,0.1125,0,0,0.0,2,0.1125,0.0,0.1125
bookmia.17.22,harry_potter_and_the_sorcerer's_stone,0.0,0.13,0.0,0.0,0.1287,0,0,0.0,2,0.1287,0.0,0.1287
bookmia.17.24,harry_potter_and_the_sorcerer's_stone,0.0,0.1459,0.0,0.0,0.1299,0,0,0.0,1,0.1299,0.0,0.1299
bookmia.17.26,harry_potter_and_the_sorcerer's_stone,0.0,0.2382,0.0,0.0,0.0985,0,0,0.0,2,0.0985,0.0,0.0985
bookmia.17.28,harry_potter_and_the_sorcerer's_stone,0.0,0.136,0.0,0.0,0.1068,0,0,0.0,2,0.1068,0.0,0.1068
bookmia.17.31,harry_potter_and_the_sorcerer's_stone,0.4011,0.5484,0.0,0.0,0.1662,0,0,0.0,3,0.1662,0.0,0.1662
bookmia.17.32,harry_potter_and_the_sorcerer's_stone,0.0,0.0328,0.0,0.0,0.0635,0,0,0.0,1,0.0635,0.0,0.0635
bookmia.17.33,harry_potter_and_the_sorcerer's_stone,0.142,0.2572,0.0,0.0,0.1062,0,0,0.0,2,0.1062,0.0,0.1062
bookmia.17.35,harry_potter_and_the_sorcerer's_stone,0.129,0.2145,0.0,0.0,0.1095,0,0,0.0,2,0.1095,0.0,0.1095
bookmia.17.38,harry_potter_and_the_sorcerer's_stone,0.0,0.1429,0.0,0.0,0.0912,0,0,0.0,1,0.0912,0.0,0.0912
bookmia.17.41,harry_potter_and_the_sorcerer's_stone,0.1744,0.2659,0.0,0.0,0.1346,0,0,0.0,2,0.1346,0.0,0.1346
bookmia.17.42,harry_potter_and_the_sorcerer's_stone,0.0,0.1424,0.0,0.0,0.0912,0,0,0.0,2,0.0912,0.0,0.0912
bookmia.17.45,harry_potter_and_the_sorcerer's_stone,0.0,0.1259,0.0,0.0,0.1284,0,0,0.0,2,0.1284,0.0,0.1284
bookmia.17.49,harry_potter_and_the_sorcerer's_stone,0.1143,0.1938,0.0,0.0,0.0994,0,0,0.0,1,0.0994,0.0,0.0994
bookmia.17.51,harry_potter_and_the_sorcerer's_stone,0.0,0.1306,0.0,0.0,0.104,0,0,0.0,2,0.104,0.0,0.104
bookmia.17.55,harry_potter_and_the_sorcerer's_stone,0.0,0.2059,0.0,0.0,0.0889,0,0,0.0,1,0.0889,0.0,0.0889
bookmia.17.58,harry_potter_and_the_sorcerer's_stone,0.5376,0.6353,0.0,0.0,0.1006,0,0,0.0,3,0.1006,0.0,0.1006
bookmia.17.62,harry_potter_and_the_sorcerer's_stone,0.0,0.1125,0.0,0.0,0.1086,0,0,0.0,1,0.1086,0.0,0.1086
bookmia.17.64,harry_potter_and_the_sorcerer's_stone,0.0,0.2387,0.0,0.0,0.1227,0,0,0.0,1,0.1227,0.0,0.1227
bookmia.17.65,harry_potter_and_the_sorcerer's_stone,0.0,0.1265,0.0,0.0,0.117,0,0,0.0,2,0.117,0.0,0.117
bookmia.17.66,harry_potter_and_the_sorcerer's_stone,0.0,0.1495,0.0,0.0,0.1287,0,0,0.0,2,0.1287,0.0,0.1287
bookmia.17.67,harry_potter_and_the_sorcerer's_stone,0.125,0.2426,0.0,0.0,0.1681,0,0,0.0,2,0.1681,0.0,0.1681
bookmia.17.68,harry_potter_and_the_sorcerer's_stone,0.0,0.1207,0.0,0.0,0.1022,0,0,0.0,2,0.1022,0.0,0.1022
bookmia.17.69,harry_potter_and_the_sorcerer's_stone,0.0,0.0882,0.0,0.0,0.1369,0,0,0.0,2,0.1369,0.0,0.1369
bookmia.17.73,harry_potter_and_the_sorcerer's_stone,0.0,0.0812,0.0,0.0,0.0721,0,0,0.0,1,0.0721,0.0,0.0721
bookmia.17.76,harry_potter_and_the_sorcerer's_stone,0.0,0.1,0.0,0.0,0.1053,0,0,0.0,2,0.1053,0.0,0.1053
bookmia.17.77,harry_potter_and_the_sorcerer's_stone,0.5202,0.6038,0.0,0.0,0.1076,0,0,0.0,2,0.1076,0.0,0.1076
bookmia.17.79,harry_potter_and_the_sorcerer's_stone,0.0,0.1954,0.0,0.0,0.0798,0,0,0.0,1,0.0798,0.0,0.0798
bookmia.17.80,harry_potter_and_the_sorcerer's_stone,0.0,0.1545,0.0,0.0,0.0949,0,0,0.0,2,0.0949,0.0,0.0949
bookmia.17.82,harry_potter_and_the_sorcerer's_stone,0.2323,0.3551,0.0,0.0,0.1009,0,0,0.0,2,0.1009,0.0,0.1009
bookmia.17.84,harry_potter_and_the_sorcerer's_stone,0.0,0.1757,0.0,0.0,0.1238,0,0,0.0,3,0.1238,0.0,0.1238
bookmia.17.85,harry_potter_and_the_sorcerer's_stone,0.0,0.1752,0.0,0.0,0.0721,0,0,0.0,2,0.0721,0.0,0.0721
bookmia.17.86,harry_potter_and_the_sorcerer's_stone,0.0,0.1506,0.0,0.0,0.0915,0,0,0.0,2,0.0915,0.0,0.0915
bookmia.17.88,harry_potter_and_the_sorcerer's_stone,0.0,0.0357,0.0,0.0,0.1462,0,0,0.0,2,0.1462,0.0,0.1462
bookmia.17.89,harry_potter_and_the_sorcerer's_stone,0.0,0.1623,0.0,0.0,0.1394,0,0,0.0,3,0.1394,0.0,0.1394
bookmia.17.91,harry_potter_and_the_sorcerer's_stone,0.9408,0.9573,0.0,0.0,0.1273,0,0,0.0,2,0.1273,0.0,0.1273
bookmia.17.94,harry_potter_and_the_sorcerer's_stone,0.0,0.0865,0.0,0.0,0.0903,0,0,0.0,2,0.0903,0.0,0.0903
bookmia.17.95,harry_potter_and_the_sorcerer's_stone,0.0,0.1946,0.0,0.0,0.1242,0,0,0.0,2,0.1242,0.0,0.1242
bookmia.17.97,harry_potter_and_the_sorcerer's_stone,0.0,0.1003,0.0,0.0,0.1158,0,0,0.0,2,0.1158,0.0,0.1158
bookmia.17.98,harry_potter_and_the_sorcerer's_stone,0.0,0.0884,0.0,0.0,0.0836,0,0,0.0,2,0.0836,0.0,0.0836
