published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,4563.224,-4988.868,0.0,False
1.0,2.0,1.5906,4563.224,-6285.015,10.125,False
1.0,4.0,2.1479,4563.224,-7102.643,16.511,False
1.0,8.0,2.4996,4563.224,-7258.715,17.73,False
3.0,1.0,3.0,5418.967,-1448.964,0.0,False
3.0,2.0,4.6642,5418.967,-1958.019,3.976,False
3.0,4.0,5.4287,5418.967,-2003.433,4.331,False
3.0,8.0,6.1188,5418.967,-1815.28,2.861,False
