prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,tokenswap,1984,32,0.0,2,0.1041
bookmia.00.26,tokenswap,1984,22,0.0,2,0.1044
bookmia.00.31,tokenswap,1984,17,0.0,5,0.1111
bookmia.00.40,tokenswap,1984,31,0.0,2,0.1433
bookmia.00.46,tokenswap,1984,24,0.0,8,0.1684
bookmia.00.48,tokenswap,1984,22,0.0,2,0.112
bookmia.00.64,tokenswap,1984,21,0.0,2,0.1061
bookmia.00.71,tokenswap,1984,21,0.0,8,0.1935
bookmia.01.00,tokenswap,a_game_of_thrones,32,0.0,2,0.117
bookmia.01.01,tokenswap,a_game_of_thrones,22,0.0,18,0.2642
bookmia.01.02,tokenswap,a_game_of_thrones,34,0.0,5,0.129
bookmia.01.03,tokenswap,a_game_of_thrones,19,0.0,10,0.1623
bookmia.01.04,tokenswap,a_game_of_thrones,35,0.0,3,0.1475
bookmia.01.07,tokenswap,a_game_of_thrones,39,0.0,4,0.1915
bookmia.01.10,tokenswap,a_game_of_thrones,35,0.0,3,0.1101
bookmia.01.11,tokenswap,a_game_of_thrones,19,0.0,5,0.1352
bookmia.01.12,tokenswap,a_game_of_thrones,28,0.0,2,0.1278
bookmia.01.14,tokenswap,a_game_of_thrones,25,0.0,6,0.1507
bookmia.01.20,tokenswap,a_game_of_thrones,24,0.0,2,0.0874
bookmia.01.22,tokenswap,a_game_of_thrones,30,0.0,6,0.1915
bookmia.01.23,tokenswap,a_game_of_thrones,23,0.0,4,0.117
bookmia.01.26,tokenswap,a_game_of_thrones,28,0.0,4,0.15
bookmia.01.27,tokenswap,a_game_of_thrones,32,0.0,3,0.1289
bookmia.01.31,tokenswap,a_game_of_thrones,26,0.1128,22,0.2145
bookmia.01.32,tokenswap,a_game_of_thrones,25,0.0,2,0.1333
bookmia.01.33,tokenswap,a_game_of_thrones,24,0.0,16,0.2108
bookmia.01.36,tokenswap,a_game_of_thrones,19,0.0,6,0.2039
bookmia.01.37,tokenswap,a_game_of_thrones,27,0.0,3,0.1012
bookmia.01.39,tokenswap,a_game_of_thrones,29,0.0,3,0.1564
bookmia.01.41,tokenswap,a_game_of_thrones,26,0.0,2,0.1187
bookmia.01.42,tokenswap,a_game_of_thrones,27,0.0,2,0.158
bookmia.01.43,tokenswap,a_game_of_thrones,29,0.0,5,0.1433
bookmia.01.44,tokenswap,a_game_of_thrones,31,0.0,6,0.1602
bookmia.01.46,tokenswap,a_game_of_thrones,26,0.0,2,0.1232
bookmia.01.49,tokenswap,a_game_of_thrones,30,0.0,2,0.1078
bookmia.01.51,tokenswap,a_game_of_thrones,35,0.0,5,0.1849
bookmia.01.52,tokenswap,a_game_of_thrones,25,0.1546,32,0.2994
bookmia.01.58,tokenswap,a_game_of_thrones,30,0.0,2,0.1092
bookmia.01.59,tokenswap,a_game_of_thrones,41,0.0,2,0.1362
bookmia.01.60,tokenswap,a_game_of_thrones,27,0.0,14,0.1939
bookmia.01.62,tokenswap,a_game_of_thrones,30,0.0,5,0.1543
bookmia.01.69,tokenswap,a_game_of_thrones,27,0.0,2,0.125
bookmia.01.71,tokenswap,a_game_of_thrones,37,0.0,4,0.1555
bookmia.01.73,tokenswap,a_game_of_thrones,22,0.0,2,0.1534
bookmia.01.74,tokenswap,a_game_of_thrones,42,0.0,3,0.142
bookmia.01.75,tokenswap,a_game_of_thrones,18,0.0,7,0.1696
bookmia.01.76,tokenswap,a_game_of_thrones,29,0.0,12,0.2075
bookmia.01.77,tokenswap,a_game_of_thrones,29,0.0,3,0.1838
bookmia.01.78,tokenswap,a_game_of_thrones,25,0.1082,18,0.2336
bookmia.01.79,tokenswap,a_game_of_thrones,32,0.0,3,0.1632
bookmia.01.81,tokenswap,a_game_of_thrones,28,0.0,2,0.1383
bookmia.01.82,tokenswap,a_game_of_thrones,27,0.0,3,0.168
