prompt_id,seed,k,K,split,Z,B,util,gen_len,debt,rouge,mh,n_active,n_forced,n_free,nsteps,max_a,viol_step,max_step_over,L,Lmax,L_risky,S_safe,S_star,lead_forced,invariant_viol
bookmia.00.26,2513,3.0,600.0,attack_train,147.50388,595.8031,0.24757,200,4.19688,0.09259,0.0,0,1,199,200,3.66979,0,0.0,186.42992,7.71962,187.35962,676.38723,489.95731,1,0
bookmia.00.26,2514,3.0,600.0,attack_train,121.02356,595.8031,0.20313,200,4.19688,0.10427,0.0,0,1,199,200,3.70152,0,0.0,120.11489,6.78423,119.10708,665.48891,545.37403,1,0
bookmia.00.26,2515,3.0,600.0,attack_train,102.28339,595.8031,0.17167,200,4.19688,0.0625,0.0,0,1,199,200,2.00549,0,0.0,92.61234,5.146,91.79203,829.34169,736.72935,1,0
bookmia.00.26,2516,3.0,600.0,attack_train,150.62993,595.8031,0.25282,200,4.19688,0.10427,0.0,0,1,199,200,6.07607,0,0.0,160.40241,9.56627,159.39461,589.95048,429.54806,1,0
bookmia.00.26,2517,3.0,600.0,attack_train,213.71129,595.8031,0.35869,200,4.19688,0.08571,0.0,0,1,199,200,18.25542,0,0.0,187.78761,19.29451,188.7173,433.88176,246.09415,1,0
bookmia.00.26,2518,3.0,600.0,attack_train,116.07569,595.8031,0.19482,200,4.19688,0.12264,0.0,0,1,199,200,2.76775,0,0.0,97.74951,4.2771,98.0542,689.13903,591.38953,1,0
bookmia.00.26,2519,3.0,600.0,attack_train,167.2728,595.8031,0.28075,200,4.19688,0.0829,0.0,0,1,199,200,4.2352,0,0.0,151.0425,8.1018,151.2847,1001.64498,850.60248,1,0
bookmia.00.26,2520,3.0,600.0,attack_train,142.26285,595.8031,0.23877,200,4.19688,0.09132,0.0,0,1,199,200,3.7506,0,0.0,171.77168,5.24327,170.76388,636.22846,464.45678,1,0
bookmia.00.26,2521,3.0,600.0,attack_train,151.06696,595.8031,0.25355,200,4.19688,0.11982,0.0,0,1,199,200,3.68444,0,0.0,131.03348,6.28468,131.96318,623.74245,492.70897,1,0
bookmia.07.77,3586,3.0,600.0,attack_train,217.11745,594.52185,0.3652,200,5.47813,0.10945,0.0,0,1,199,200,10.50385,0,0.0,211.53359,11.11878,211.15869,663.45255,451.91895,1,0
bookmia.07.77,3588,3.0,600.0,attack_train,150.11128,594.52185,0.25249,200,5.47813,0.10909,0.0,0,1,199,200,2.66235,0,0.0,143.25255,4.91232,143.69014,1260.70183,1117.44928,1,0
bookmia.07.77,3589,3.0,600.0,attack_train,130.993,594.52185,0.22033,200,5.47813,0.08531,0.0,0,1,199,200,6.64487,0,0.0,132.78006,9.7101,133.21765,711.46386,578.6838,1,0
bookmia.07.77,3590,3.0,600.0,attack_train,200.95233,594.52185,0.33801,200,5.47813,0.11168,0.0,0,1,199,200,8.02767,0,0.0,208.8434,10.44262,209.281,810.75213,601.90873,1,0
bookmia.07.77,3591,3.0,600.0,attack_train,149.79094,594.52185,0.25195,200,5.47813,0.09174,0.0,0,1,199,200,3.88243,0,0.0,148.9571,5.19337,149.3947,1185.88693,1036.92983,1,0
bookmia.07.77,3592,3.0,600.0,attack_train,210.62143,594.52185,0.35427,200,5.47813,0.08081,0.0,0,1,199,200,4.11829,0,0.0,214.97088,5.70676,215.40847,1796.18464,1581.21375,1,0
bookmia.07.77,3593,3.0,600.0,attack_train,142.98686,594.52185,0.24051,200,5.47813,0.11518,0.0,0,1,199,200,4.77186,0,0.0,195.38502,6.86129,195.82261,697.87375,502.48873,1,0
bookmia.07.77,3594,3.0,600.0,attack_train,94.29366,594.52185,0.1586,200,5.47813,0.11,0.0,0,1,199,200,3.71085,0,0.0,100.02967,6.12096,99.65477,477.82771,377.79804,1,0
bookmia.07.77,3595,3.0,600.0,attack_train,175.60864,594.52185,0.29538,200,5.47813,0.0939,0.0,0,1,199,200,4.24177,0,0.0,193.47072,9.00821,193.90831,1242.99777,1049.52705,1,0
bookmia.07.77,3596,3.0,600.0,attack_train,164.08057,594.52185,0.27599,200,5.47813,0.07921,0.0,0,1,199,200,3.34265,0,0.0,140.89364,9.23693,141.33123,1174.19596,1033.30233,1,0
bookmia.01.78,3893,3.0,600.0,attack_train,124.6124,593.78748,0.20986,200,6.2125,0.09574,0.0,0,2,198,200,3.83514,0,0.0,110.00289,8.57775,110.8345,473.02558,363.02269,2,0
bookmia.01.78,3895,3.0,600.0,attack_train,211.92998,593.78748,0.35691,200,6.2125,0.08955,0.0,0,2,198,200,5.73074,0,0.0,203.99664,8.0129,204.45325,813.66182,609.66517,2,0
bookmia.01.78,3896,3.0,600.0,attack_train,194.36342,593.78748,0.32733,200,6.2125,0.09375,0.0,0,2,198,200,10.84633,0,0.0,171.07454,11.73224,170.53114,704.16108,533.08655,2,0
bookmia.01.78,3897,3.0,600.0,attack_train,204.4184,593.78748,0.34426,200,6.2125,0.10989,0.0,0,2,198,200,4.38529,0,0.0,172.19111,6.96256,172.64771,882.91407,710.72296,2,0
bookmia.01.78,3898,3.0,600.0,attack_train,119.57089,593.78748,0.20137,200,6.2125,0.09137,0.0,0,2,198,200,5.24263,0,0.0,134.86243,14.2906,131.81904,323.00752,188.14509,2,0
bookmia.01.78,3899,3.0,600.0,attack_train,89.92409,593.78748,0.15144,200,6.2125,0.10628,0.0,0,2,198,200,3.687,0,0.0,94.93883,7.39666,95.77044,341.40595,246.46712,2,0
bookmia.01.78,3900,3.0,600.0,attack_train,165.34332,593.78748,0.27846,200,6.2125,0.125,0.0,0,2,198,200,3.86965,0,0.0,148.4196,5.99222,147.8762,684.18104,535.76144,2,0
bookmia.01.78,3901,3.0,600.0,attack_train,218.2574,593.78748,0.36757,200,6.2125,0.07,0.0,0,2,198,200,5.2536,0,0.0,203.56697,6.38659,203.02358,1734.16502,1530.59805,2,0
bookmia.01.78,3902,3.0,600.0,attack_train,352.6694,593.78748,0.59393,200,6.2125,0.10145,0.0,0,2,198,200,9.40592,0,0.0,344.88882,11.21059,345.72043,1191.17094,846.28212,2,0
bookmia.01.78,3903,3.0,600.0,attack_train,203.13591,593.78748,0.3421,200,6.2125,0.02791,0.0,0,2,198,200,6.18416,0,0.0,218.28709,6.15302,217.7437,2000.18657,1781.89948,2,0
bookmia.07.32,5213,3.0,600.0,attack_train,169.80148,594.43127,0.28565,200,5.56875,0.13333,0.0,1,1,198,200,5.81051,0,0.0,159.3449,10.75238,158.16351,793.41407,634.06917,1,0
bookmia.07.32,5215,3.0,600.0,attack_train,184.97577,594.43127,0.31118,200,5.56875,0.11823,0.0,1,1,198,200,7.93636,0,0.0,180.1562,7.95409,178.39,719.95803,539.80183,1,0
bookmia.07.32,5216,3.0,600.0,attack_train,165.02092,594.43127,0.27761,200,5.56875,0.05825,0.0,1,1,198,200,2.42836,0,0.0,155.82855,6.21415,154.92701,1591.0988,1435.27026,1,0
bookmia.07.32,5217,3.0,600.0,attack_train,213.06645,594.43127,0.35844,200,5.56875,0.03371,0.0,2,1,197,200,4.51415,0,0.0,209.16395,7.85235,207.76451,2133.87862,1924.71467,1,0
bookmia.07.32,5218,3.0,600.0,attack_train,156.12112,594.43127,0.26264,200,5.56875,0.07512,0.0,1,1,198,200,4.67888,0,0.0,140.78724,6.2641,138.15014,986.90315,846.11591,1,0
bookmia.07.32,5219,3.0,600.0,attack_train,158.50085,594.43127,0.26664,200,5.56875,0.08247,0.0,1,1,198,200,3.36684,0,0.0,158.30561,6.06402,155.67096,1156.30813,998.00252,1,0
bookmia.07.32,5220,3.0,600.0,attack_train,124.60494,594.43127,0.20962,200,5.56875,0.10092,0.0,1,1,198,200,3.76034,0,0.0,130.40879,7.19044,129.72325,622.25248,491.84369,1,0
bookmia.07.32,5221,3.0,600.0,attack_train,193.51184,594.43127,0.32554,200,5.56875,0.06863,0.0,1,1,198,200,5.25425,0,0.0,214.92181,5.68441,214.00987,1399.83694,1184.91514,1,0
bookmia.07.32,5222,3.0,600.0,attack_train,193.94373,594.43127,0.32627,200,5.56875,0.1087,0.0,0,1,199,200,6.16146,0,0.0,200.06681,8.26798,201.54958,750.23732,550.17051,1,0
bookmia.07.32,5223,3.0,600.0,attack_train,145.88486,594.43127,0.24542,200,5.56875,0.11823,0.0,1,1,198,200,4.18576,0,0.0,114.17056,6.63035,114.06175,1011.3677,897.19714,1,0
bookmia.01.71,5322,3.0,600.0,attack_train,141.15833,593.01721,0.23803,200,6.98281,0.08867,0.0,0,2,198,200,3.89135,0,0.0,129.74204,6.45487,129.60703,756.42725,626.6852,2,0
bookmia.01.71,5324,3.0,600.0,attack_train,215.47665,593.01721,0.36336,200,6.98281,0.07643,0.0,0,2,198,200,5.07757,0,0.0,187.07169,9.57473,185.9635,780.23017,593.15849,2,0
bookmia.01.71,5325,3.0,600.0,attack_train,180.20029,593.01721,0.30387,200,6.98281,0.07767,0.0,2,2,196,200,6.51131,0,0.0,231.26154,11.62402,227.43612,905.65732,674.39578,2,0
bookmia.01.71,5326,3.0,600.0,attack_train,156.24106,593.01721,0.26347,200,6.98281,0.09,0.0,0,2,198,200,4.33825,0,0.0,134.23409,6.56982,134.4269,698.11391,563.87981,2,0
bookmia.01.71,5327,3.0,600.0,attack_train,180.8349,593.01721,0.30494,200,6.98281,0.04785,0.0,1,2,197,200,4.87107,0,0.0,213.12338,9.62166,208.62729,1772.51639,1559.39301,2,0
bookmia.01.71,5328,3.0,600.0,attack_train,202.08923,593.01721,0.34078,200,6.98281,0.06335,0.0,0,2,198,200,11.75033,0,0.0,225.1333,14.68105,220.15012,618.06481,392.93151,2,0
bookmia.01.71,5329,3.0,600.0,attack_train,186.71236,593.01721,0.31485,200,6.98281,0.0765,0.0,0,2,198,200,5.79481,0,0.0,213.82161,11.25885,214.01441,1253.15849,1039.33688,2,0
bookmia.01.71,5330,3.0,600.0,attack_train,234.80467,593.01721,0.39595,200,6.98281,0.07254,0.0,1,2,197,200,5.74938,0,0.0,263.17504,8.76604,252.32773,1316.75332,1053.57828,2,0
bookmia.01.71,5331,3.0,600.0,attack_train,176.29205,593.01721,0.29728,200,6.98281,0.03883,0.0,0,2,198,200,5.39891,0,0.0,175.15359,6.81853,172.20217,1462.36846,1287.21487,2,0
bookmia.01.71,5332,3.0,600.0,attack_train,178.05792,593.01721,0.30026,200,6.98281,0.03,0.0,0,2,198,200,3.09864,0,0.0,174.5549,5.63168,173.44672,1608.01796,1433.46306,2,0
bookmia.07.06,7546,3.0,600.0,attack_train,164.73053,595.97815,0.2764,200,4.02187,0.08824,0.0,0,1,199,200,6.60673,0,0.0,166.89954,12.02767,167.05651,1014.56894,847.66939,1,0
bookmia.07.06,7548,3.0,600.0,attack_train,153.62711,595.97815,0.25777,200,4.02187,0.13592,0.0,0,1,199,200,5.92227,0,0.0,157.4571,8.23091,157.61407,619.4651,462.008,1,0
bookmia.07.06,7549,3.0,600.0,attack_train,159.39798,595.97815,0.26746,200,4.02187,0.0995,0.0,0,1,199,200,3.79927,0,0.0,150.71399,5.84304,146.99595,1567.26031,1416.54633,1,0
bookmia.07.06,7550,3.0,600.0,attack_train,179.27264,595.97815,0.3008,200,4.02187,0.12121,0.0,0,1,199,200,5.57035,0,0.0,173.68694,7.02027,175.78141,737.87005,564.18311,1,0
bookmia.07.06,7551,3.0,600.0,attack_train,179.937,595.97815,0.30192,200,4.02187,0.09479,0.0,0,1,199,200,3.25648,0,0.0,175.83162,6.46257,175.98858,1138.00828,962.17667,1,0
bookmia.07.06,7552,3.0,600.0,attack_train,132.8896,595.97815,0.22298,200,4.02187,0.07216,0.0,0,1,199,200,6.41362,0,0.0,132.58463,7.24062,131.0541,638.82516,506.24052,1,0
bookmia.07.06,7553,3.0,600.0,attack_train,175.42122,595.97815,0.29434,200,4.02187,0.11282,0.0,0,1,199,200,6.86056,0,0.0,171.88616,8.32385,172.04312,958.66567,786.77951,1,0
bookmia.07.06,7554,3.0,600.0,attack_train,149.4823,595.97815,0.25082,200,4.02187,0.10204,0.0,0,1,199,200,5.32771,0,0.0,126.02528,5.49463,122.36975,1050.71095,924.68567,1,0
bookmia.07.06,7555,3.0,600.0,attack_train,148.60681,595.97815,0.24935,200,4.02187,0.13,0.0,0,1,199,200,3.82489,0,0.0,152.90922,5.72165,153.06619,604.4772,451.56798,1,0
bookmia.07.06,7556,3.0,600.0,attack_train,178.93167,595.97815,0.30023,200,4.02187,0.07843,0.0,0,1,199,200,4.82942,0,0.0,214.88541,7.55953,215.04237,1838.36248,1623.47707,1,0
bookmia.01.01,8601,3.0,600.0,attack_train,200.44794,593.91876,0.3375,200,6.08125,0.05455,0.0,0,2,198,200,3.69568,0,0.0,218.51326,6.09381,216.82858,1853.685,1635.17174,2,0
bookmia.01.01,8603,3.0,600.0,attack_train,216.09854,593.91876,0.36385,200,6.08125,0.10526,0.0,0,2,198,200,5.92983,0,0.0,211.32775,8.3445,208.03983,1398.9041,1187.57635,2,0
bookmia.01.01,8604,3.0,600.0,attack_train,229.93987,593.91876,0.38716,200,6.08125,0.10945,0.0,0,2,198,200,7.7053,0,0.0,227.79608,12.15891,227.2364,1235.3346,1007.53851,2,0
bookmia.01.01,8605,3.0,600.0,attack_train,198.00687,593.91876,0.33339,200,6.08125,0.06699,0.0,0,2,198,200,3.19005,0,0.0,198.08421,7.23632,196.02452,1840.45618,1642.37198,2,0
bookmia.01.01,8606,3.0,600.0,attack_train,216.72815,593.91876,0.36491,200,6.08125,0.10417,0.0,0,2,198,200,3.47942,0,0.0,200.46353,5.49807,199.90384,1720.2195,1519.75597,2,0
bookmia.01.01,8607,3.0,600.0,attack_train,161.97719,593.91876,0.27273,200,6.08125,0.14,0.0,0,2,198,200,3.89425,0,0.0,162.15374,5.75081,161.59405,654.35402,492.20028,2,0
bookmia.01.01,8608,3.0,600.0,attack_train,251.97617,593.91876,0.42426,200,6.08125,0.0989,0.0,0,2,198,200,7.59229,0,0.0,232.44781,12.32113,233.76312,1159.58282,927.13501,2,0
bookmia.01.01,8609,3.0,600.0,attack_train,228.29037,593.91876,0.38438,200,6.08125,0.09804,0.0,0,2,198,200,6.28153,0,0.0,224.34022,6.81347,220.74038,1110.12093,885.7807,2,0
bookmia.01.01,8610,3.0,600.0,attack_train,170.36575,593.91876,0.28685,200,6.08125,0.06195,0.0,0,2,198,200,3.87834,0,0.0,207.72626,7.07926,205.29157,1807.15308,1599.42682,2,0
bookmia.01.01,8611,3.0,600.0,attack_train,164.25478,593.91876,0.27656,200,6.08125,0.07339,0.0,0,2,198,200,3.80655,0,0.0,150.18076,5.77067,147.39049,1481.95871,1331.77795,2,0
bookmia.07.47,8777,3.0,600.0,attack_train,172.78236,593.2326,0.29126,200,6.76738,0.11518,0.0,0,2,198,200,3.10692,0,0.0,152.19862,6.22053,145.13663,897.4376,745.23898,2,0
bookmia.07.47,8779,3.0,600.0,attack_train,174.92125,593.2326,0.29486,200,6.76738,0.10185,0.0,0,2,198,200,3.591,0,0.0,158.43804,7.52139,150.56354,1457.56671,1299.12868,2,0
bookmia.07.47,8780,3.0,600.0,attack_train,148.03886,593.2326,0.24955,200,6.76738,0.09901,0.0,0,2,198,200,4.37535,0,0.0,106.23529,7.36493,99.05882,825.37528,719.13999,2,0
bookmia.07.47,8781,3.0,600.0,attack_train,165.87601,593.2326,0.27961,200,6.76738,0.08929,0.0,0,2,198,200,3.71778,0,0.0,181.3254,7.39476,176.99346,1357.22789,1175.9025,2,0
bookmia.07.47,8782,3.0,600.0,attack_train,211.23279,593.2326,0.35607,200,6.76738,0.08649,0.0,0,2,198,200,4.30321,0,0.0,186.23259,7.32451,179.92184,1369.45239,1183.2198,2,0
bookmia.07.47,8783,3.0,600.0,attack_train,150.11282,593.2326,0.25304,200,6.76738,0.11881,0.0,0,2,198,200,7.34117,0,0.0,162.01872,8.8324,156.89035,737.97375,575.95504,2,0
bookmia.07.47,8784,3.0,600.0,attack_train,101.99735,593.2326,0.17193,200,6.76738,0.10476,0.0,0,2,198,200,4.68717,0,0.0,91.96135,5.47638,86.54399,568.74485,476.7835,2,0
bookmia.07.47,8785,3.0,600.0,attack_train,133.79105,593.2326,0.22553,200,6.76738,0.09955,0.0,0,2,198,200,6.29896,0,0.0,155.19988,8.32805,157.90862,814.88659,659.68671,2,0
bookmia.07.47,8786,3.0,600.0,attack_train,169.46994,593.2326,0.28567,200,6.76738,0.01794,0.0,0,2,198,200,3.47125,0,0.0,176.25942,7.73509,170.91618,2065.99863,1889.7392,2,0
bookmia.07.47,8787,3.0,600.0,attack_train,158.36487,593.2326,0.26695,200,6.76738,0.11429,0.0,0,2,198,200,5.56421,0,0.0,182.59065,6.26659,176.65366,568.30266,385.71201,2,0
bookmia.01.69,10607,3.0,600.0,attack_train,198.95764,593.9328,0.33498,200,6.06719,0.07729,0.0,0,2,198,200,5.29909,0,0.0,175.27163,5.89794,174.57025,1526.76418,1351.49254,2,0
bookmia.01.69,10609,3.0,600.0,attack_train,199.46025,593.9328,0.33583,200,6.06719,0.03,0.0,0,2,198,200,7.27089,0,0.0,209.79765,8.39662,208.11643,1778.62273,1568.82508,2,0
bookmia.01.69,10610,3.0,600.0,attack_train,210.20811,593.9328,0.35393,200,6.06719,0.05051,0.0,0,2,198,200,10.06295,0,0.0,224.07764,10.06436,218.67552,1789.77363,1565.69599,2,0
bookmia.01.69,10611,3.0,600.0,attack_train,175.94858,593.9328,0.29624,200,6.06719,0.09137,0.0,0,2,198,200,6.21071,0,0.0,205.6894,9.10419,204.07799,749.31324,543.62384,2,0
bookmia.01.69,10612,3.0,600.0,attack_train,189.32741,593.9328,0.31877,200,6.06719,0.10101,0.0,0,2,198,200,6.03621,0,0.0,200.18631,6.61781,194.78419,577.36378,377.17746,2,0
bookmia.01.69,10613,3.0,600.0,attack_train,199.5562,593.9328,0.33599,200,6.06719,0.04566,0.0,0,2,198,200,4.33017,0,0.0,204.57685,7.41646,202.23139,1695.81882,1491.24197,2,0
bookmia.01.69,10614,3.0,600.0,attack_train,182.1559,593.9328,0.30669,200,6.06719,0.09045,0.0,0,2,198,200,5.8242,0,0.0,200.39419,11.23072,196.93326,667.77646,467.38227,2,0
bookmia.01.69,10615,3.0,600.0,attack_train,204.25786,593.9328,0.34391,200,6.06719,0.07619,0.0,0,2,198,200,7.04407,0,0.0,223.35134,10.59052,217.94921,1195.09821,971.74687,2,0
bookmia.01.69,10616,3.0,600.0,attack_train,188.0845,593.9328,0.31668,200,6.06719,0.08491,0.0,0,2,198,200,3.72163,0,0.0,200.15205,10.8118,197.68742,1199.62361,999.47157,2,0
bookmia.01.69,10617,3.0,600.0,attack_train,179.36353,593.9328,0.30199,200,6.06719,0.09662,0.0,0,2,198,200,4.29338,0,0.0,150.64189,7.87593,145.23976,583.71265,433.07076,2,0
bookmia.07.61,11729,3.0,600.0,attack_train,140.83493,593.8219,0.23717,200,6.17812,0.10427,0.0,0,2,198,200,4.31376,0,0.0,142.15097,7.20099,140.00863,853.52703,711.37607,2,0
bookmia.07.61,11731,3.0,600.0,attack_train,0.0,-0.17812,-0.0,2,6.17812,0.0,0.0,0,2,0,2,0.0,0,0.0,-0.0,0.0,-8.45306,6.22547,6.22547,2,0
bookmia.07.61,11732,3.0,600.0,attack_train,133.31375,593.8219,0.2245,200,6.17812,0.07442,0.0,1,2,197,200,3.62318,0,0.0,139.31934,8.01581,140.22452,653.03435,513.715,2,0
bookmia.07.61,11733,3.0,600.0,attack_train,175.26233,593.8219,0.29514,200,6.17812,0.08295,0.0,0,2,198,200,8.05368,0,0.0,157.02458,8.0541,157.10276,1288.24067,1131.21609,2,0
bookmia.07.61,11734,3.0,600.0,attack_train,133.10001,593.8219,0.22414,200,6.17812,0.07583,0.0,0,2,198,200,3.5568,0,0.0,142.69425,9.51933,142.7789,713.70836,571.0141,2,0
bookmia.07.61,11735,3.0,600.0,attack_train,172.73993,593.8219,0.2909,200,6.17812,0.06512,0.0,0,2,198,200,5.92557,0,0.0,136.48194,13.26151,134.09058,748.3403,611.85836,2,0
bookmia.07.61,11736,3.0,600.0,attack_train,182.53084,593.8219,0.30738,200,6.17812,0.07442,0.0,0,2,198,200,5.2764,0,0.0,185.03954,6.70049,186.33142,1407.21481,1222.17528,2,0
bookmia.07.61,11737,3.0,600.0,attack_train,0.0,-0.17812,-0.0,2,6.17812,0.0,0.0,0,2,0,2,0.0,0,0.0,-0.0,0.0,-8.45306,6.22547,6.22547,2,0
bookmia.07.61,11738,3.0,600.0,attack_train,128.60738,593.8219,0.21658,200,6.17812,0.125,0.0,0,2,198,200,4.31386,0,0.0,120.2748,5.87663,120.28942,650.45874,530.18393,2,0
bookmia.07.61,11739,3.0,600.0,attack_train,155.81602,593.8219,0.2624,200,6.17812,0.09852,0.0,0,2,198,200,4.38905,0,0.0,141.71888,5.43029,142.546,1296.74392,1155.02503,2,0
bookmia.01.26,11838,3.0,600.0,attack_train,243.60634,591.79688,0.41164,200,8.20312,0.05882,0.0,0,2,198,200,9.01197,0,0.0,275.14295,11.82308,270.00855,1076.91479,801.77184,2,0
bookmia.01.26,11840,3.0,600.0,attack_train,160.52007,591.79688,0.27124,200,8.20312,0.10377,0.0,0,2,198,200,2.37,0,0.0,166.91614,6.94889,158.66507,1140.83133,973.91518,2,0
bookmia.01.26,11841,3.0,600.0,attack_train,141.6272,591.79688,0.23932,200,8.20312,0.09804,0.0,1,2,197,200,3.26452,0,0.0,140.00451,7.22769,132.00285,1159.6029,1019.59838,2,0
bookmia.01.26,11842,3.0,600.0,attack_train,190.20317,591.79688,0.3214,200,8.20312,0.07453,0.0,0,2,198,200,5.48297,0,0.0,174.40089,8.05013,168.54349,982.09522,807.69433,2,0
bookmia.01.26,11843,3.0,600.0,attack_train,190.48831,591.79688,0.32188,200,8.20312,0.09184,0.0,0,2,198,200,5.35084,0,0.0,180.99534,8.20083,172.92345,729.53281,548.53747,2,0
bookmia.01.26,11844,3.0,600.0,attack_train,185.68303,591.79688,0.31376,200,8.20312,0.01724,0.0,3,2,195,200,4.6689,0,0.0,143.32914,7.54578,127.99908,2040.75307,1897.42393,2,0
bookmia.01.26,11845,3.0,600.0,attack_train,256.64902,591.79688,0.43368,200,8.20312,0.05814,0.0,0,2,198,200,5.62677,0,0.0,290.82052,10.74049,285.68613,1320.92356,1030.10304,2,0
bookmia.01.26,11846,3.0,600.0,attack_train,177.9364,591.79688,0.30067,200,8.20312,0.11168,0.0,0,2,198,200,3.87449,0,0.0,176.23863,10.23212,170.8409,554.4775,378.23887,2,0
bookmia.01.26,11847,3.0,600.0,attack_train,125.52173,591.79688,0.2121,200,8.20312,0.08955,0.0,0,2,198,200,8.29994,0,0.0,100.53691,9.6483,95.40252,337.98807,237.45116,2,0
bookmia.01.26,11848,3.0,600.0,attack_train,181.78415,591.79688,0.30717,200,8.20312,0.1,0.0,0,2,198,200,4.4905,0,0.0,176.32886,7.27711,171.19447,1046.46274,870.13388,2,0
bookmia.01.82,12964,3.0,600.0,attack_train,244.74899,593.31873,0.41251,200,6.68125,0.07583,0.0,0,2,198,200,6.21806,0,0.0,256.31261,9.50027,250.4991,698.76128,442.44867,2,0
bookmia.01.82,12966,3.0,600.0,attack_train,192.33572,593.31873,0.32417,200,6.68125,0.07,0.0,0,2,198,200,4.67023,0,0.0,203.58029,7.95492,198.92347,752.05848,548.47819,2,0
bookmia.01.82,12967,3.0,600.0,attack_train,199.75331,593.31873,0.33667,200,6.68125,0.04762,0.0,0,2,198,200,4.70435,0,0.0,193.8018,10.40579,190.51998,1444.84161,1251.03981,2,0
bookmia.01.82,12968,3.0,600.0,attack_train,208.04735,593.31873,0.35065,200,6.68125,0.02941,0.0,0,2,198,200,4.17534,0,0.0,201.41514,10.71783,196.44582,1519.79237,1318.37722,2,0
bookmia.01.82,12969,3.0,600.0,attack_train,198.97612,593.31873,0.33536,200,6.68125,0.07767,0.0,0,2,198,200,3.94246,0,0.0,209.85944,7.05156,200.73714,714.92113,505.06169,2,0
bookmia.01.82,12970,3.0,600.0,attack_train,182.27969,593.31873,0.30722,200,6.68125,0.06699,0.0,1,2,197,200,4.44198,0,0.0,131.0056,6.40529,121.99906,1086.04168,955.03608,2,0
bookmia.01.82,12971,3.0,600.0,attack_train,179.47787,593.31873,0.3025,200,6.68125,0.10152,0.0,0,2,198,200,7.30239,0,0.0,193.41558,10.47836,192.28769,546.49331,353.07772,2,0
bookmia.01.82,12972,3.0,600.0,attack_train,231.11263,593.31873,0.38953,200,6.68125,0.0398,0.0,0,2,198,200,4.53433,0,0.0,253.33889,9.47087,248.93207,2264.23586,2010.89697,2,0
bookmia.01.82,12973,3.0,600.0,attack_train,230.26909,593.31873,0.3881,200,6.68125,0.07407,0.0,0,2,198,200,13.32764,0,0.0,241.07411,13.60764,236.11014,548.21571,307.14159,2,0
bookmia.01.82,12974,3.0,600.0,attack_train,214.56459,593.31873,0.36163,200,6.68125,0.09569,0.0,0,2,198,200,6.77213,0,0.0,237.89681,8.73692,229.62468,597.90912,360.0123,2,0
bookmia.07.26,13356,3.0,600.0,attack_train,180.71446,594.37811,0.30404,200,5.62187,0.07583,0.0,0,1,199,200,5.86955,0,0.0,192.7266,7.60479,192.1797,1562.52694,1369.80033,1,0
bookmia.07.26,13358,3.0,600.0,attack_train,171.47768,594.37811,0.2885,200,5.62187,0.0362,0.0,0,1,199,200,4.38793,0,0.0,172.35557,4.73982,171.18367,2012.20057,1839.845,1,0
bookmia.07.26,13359,3.0,600.0,attack_train,115.57802,594.37811,0.19445,200,5.62187,0.12207,0.0,0,1,199,200,3.45136,0,0.0,116.61523,5.71644,116.31832,613.98803,497.3728,1,0
bookmia.07.26,13360,3.0,600.0,attack_train,189.61241,594.37811,0.31901,200,5.62187,0.05025,0.0,1,1,198,200,3.79774,0,0.0,194.90563,7.07547,192.35782,1871.52952,1676.62389,1,0
bookmia.07.26,13361,3.0,600.0,attack_train,124.48482,594.37811,0.20944,200,5.62187,0.10476,0.0,1,1,198,200,3.27925,0,0.0,117.78515,5.70804,116.51862,956.44137,838.65622,1,0
bookmia.07.26,13362,3.0,600.0,attack_train,142.99751,594.37811,0.24058,200,5.62187,0.06604,0.0,1,1,198,200,3.95987,0,0.0,153.29854,5.25442,152.45061,1416.42007,1263.12153,1,0
bookmia.07.26,13363,3.0,600.0,attack_train,175.61603,594.37811,0.29546,200,5.62187,0.11881,0.0,0,1,199,200,4.77933,0,0.0,131.20973,7.63566,130.03783,1067.90171,936.69198,1,0
bookmia.07.26,13364,3.0,600.0,attack_train,147.3511,594.37811,0.24791,200,5.62187,0.0597,0.0,1,1,198,200,2.63935,0,0.0,122.45706,5.44062,122.65367,1174.87084,1052.41378,1,0
bookmia.07.26,13365,3.0,600.0,attack_train,151.22037,594.37811,0.25442,200,5.62187,0.07767,0.0,1,1,198,200,5.46336,0,0.0,148.69791,6.78136,149.12258,960.02798,811.33007,1,0
bookmia.07.26,13366,3.0,600.0,attack_train,161.09204,594.37811,0.27103,200,5.62187,0.05957,0.0,0,1,199,200,3.86217,0,0.0,178.2873,7.56227,177.7404,1830.07618,1651.78888,1,0
bookmia.07.73,14062,3.0,600.0,attack_train,142.10657,594.08435,0.2392,200,5.91563,0.09137,0.0,1,1,198,200,3.38374,0,0.0,126.46093,6.36673,125.39545,1013.38351,886.92257,1,0
bookmia.07.73,14064,3.0,600.0,attack_train,178.02121,594.08435,0.29966,200,5.91563,0.125,0.0,1,1,198,200,7.03455,0,0.0,188.74375,7.08265,188.06026,628.06445,439.32071,1,0
bookmia.07.73,14065,3.0,600.0,attack_train,162.77498,594.08435,0.27399,200,5.91563,0.04505,0.0,1,1,198,200,3.51623,0,0.0,166.77637,7.56888,165.85779,2012.67699,1845.90062,1,0
