alpha,k,split,n_protected,n_ordinary,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,4244.454,0.6611,-9535.014,-1.0037,9500,-52.887,-24753.201
1.0,0.75,attack_train,25,25,4832.14,0.7526,-7665.035,-0.8068,9500,-52.887,-24753.201
1.0,1.0,attack_train,25,25,5241.405,0.8163,-6369.334,-0.6705,9500,-52.887,-24753.201
1.0,1.5,attack_train,25,25,5761.329,0.8973,-4637.162,-0.4881,9500,-52.887,-24753.201
1.0,2.0,attack_train,25,25,6053.043,0.9427,-3506.473,-0.3691,9500,-52.887,-24753.201
1.0,2.5,attack_train,25,25,6215.921,0.9681,-2704.06,-0.2846,9500,-52.887,-24753.201
1.0,3.0,attack_train,25,25,6303.714,0.9818,-2107.035,-0.2218,9500,-52.887,-24753.201
1.0,4.0,attack_train,25,25,6376.388,0.9931,-1289.207,-0.1357,9500,-52.887,-24753.201
1.0,5.5,attack_train,25,25,6407.759,0.998,-612.031,-0.0644,9500,-52.887,-24753.201
1.0,7.5,attack_train,25,25,6418.062,0.9996,-222.937,-0.0235,9500,-52.887,-24753.201
1.0,10.0,attack_train,25,25,6420.446,1.0,-81.261,-0.0086,9500,-52.887,-24753.201
1.0,14.0,attack_train,25,25,6420.725,1.0,-53.985,-0.0057,9500,-52.887,-24753.201
2.0,0.5,attack_train,25,25,3313.508,0.5161,-13525.298,-1.4237,9500,-52.887,-24753.201
2.0,0.75,attack_train,25,25,3864.636,0.6019,-11969.329,-1.2599,9500,-52.887,-24753.201
2.0,1.0,attack_train,25,25,4284.585,0.6673,-10797.252,-1.1366,9500,-52.887,-24753.201
2.0,1.5,attack_train,25,25,4897.806,0.7628,-9013.121,-0.9487,9500,-52.887,-24753.201
2.0,2.0,attack_train,25,25,5327.065,0.8297,-7630.017,-0.8032,9500,-52.887,-24753.201
2.0,2.5,attack_train,25,25,5641.732,0.8787,-6481.551,-0.6823,9500,-52.887,-24753.201
2.0,3.0,attack_train,25,25,5872.896,0.9147,-5496.772,-0.5786,9500,-52.887,-24753.201
2.0,4.0,attack_train,25,25,6154.643,0.9586,-3877.555,-0.4082,9500,-52.887,-24753.201
2.0,5.5,attack_train,25,25,6326.165,0.9853,-2148.005,-0.2261,9500,-52.887,-24753.201
2.0,7.5,attack_train,25,25,6394.658,0.9959,-846.989,-0.0892,9500,-52.887,-24753.201
2.0,10.0,attack_train,25,25,6415.28,0.9992,-226.966,-0.0239,9500,-52.887,-24753.201
2.0,14.0,attack_train,25,25,6420.681,1.0,-60.705,-0.0064,9500,-52.887,-24753.201
4.0,0.5,attack_train,25,25,2547.691,0.3968,-16742.396,-1.7624,9500,-52.887,-24753.201
4.0,0.75,attack_train,25,25,3036.352,0.4729,-15455.723,-1.6269,9500,-52.887,-24753.201
4.0,1.0,attack_train,25,25,3432.9,0.5347,-14373.515,-1.513,9500,-52.887,-24753.201
4.0,1.5,attack_train,25,25,4063.114,0.6328,-12494.339,-1.3152,9500,-52.887,-24753.201
4.0,2.0,attack_train,25,25,4556.313,0.7096,-10843.668,-1.1414,9500,-52.887,-24753.201
4.0,2.5,attack_train,25,25,4960.447,0.7726,-9360.089,-0.9853,9500,-52.887,-24753.201
4.0,3.0,attack_train,25,25,5293.993,0.8245,-8022.084,-0.8444,9500,-52.887,-24753.201
4.0,4.0,attack_train,25,25,5787.309,0.9013,-5725.444,-0.6027,9500,-52.887,-24753.201
4.0,5.5,attack_train,25,25,6188.489,0.9638,-3188.403,-0.3356,9500,-52.887,-24753.201
4.0,7.5,attack_train,25,25,6364.297,0.9912,-1249.51,-0.1315,9500,-52.887,-24753.201
4.0,10.0,attack_train,25,25,6409.334,0.9982,-318.432,-0.0335,9500,-52.887,-24753.201
4.0,14.0,attack_train,25,25,6420.504,1.0,-64.76,-0.0068,9500,-52.887,-24753.201
8.0,0.5,attack_train,25,25,1979.242,0.3083,-18932.507,-1.9929,9500,-52.887,-24753.201
8.0,0.75,attack_train,25,25,2417.989,0.3766,-17713.127,-1.8645,9500,-52.887,-24753.201
8.0,1.0,attack_train,25,25,2792.738,0.435,-16592.605,-1.7466,9500,-52.887,-24753.201
8.0,1.5,attack_train,25,25,3424.782,0.5334,-14517.599,-1.5282,9500,-52.887,-24753.201
8.0,2.0,attack_train,25,25,3952.934,0.6157,-12629.001,-1.3294,9500,-52.887,-24753.201
8.0,2.5,attack_train,25,25,4410.803,0.687,-10910.977,-1.1485,9500,-52.887,-24753.201
8.0,3.0,attack_train,25,25,4808.543,0.7489,-9354.313,-0.9847,9500,-52.887,-24753.201
8.0,4.0,attack_train,25,25,5444.595,0.848,-6676.597,-0.7028,9500,-52.887,-24753.201
8.0,5.5,attack_train,25,25,6040.946,0.9409,-3716.681,-0.3912,9500,-52.887,-24753.201
8.0,7.5,attack_train,25,25,6335.542,0.9867,-1454.985,-0.1532,9500,-52.887,-24753.201
8.0,10.0,attack_train,25,25,6405.175,0.9976,-365.334,-0.0385,9500,-52.887,-24753.201
8.0,14.0,attack_train,25,25,6420.347,0.9999,-66.843,-0.007,9500,-52.887,-24753.201
