prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.00.11,1984,0.802,0.2561,0.4703,0.3366,68,0.4703,95,0.4406,89
bookmia.00.26,1984,0.7014,0.2932,0.4882,0.3981,84,0.4882,103,0.4882,103
bookmia.00.31,1984,0.0,0.2473,0.5053,0.2105,40,0.4158,79,0.5053,96
bookmia.00.40,1984,0.2892,0.238,0.4706,0.4706,96,0.4706,96,0.4706,96
bookmia.00.46,1984,0.0,0.3173,0.486,0.2196,47,0.472,101,0.486,97
bookmia.00.48,1984,0.77,0.2529,0.5117,0.0,18,0.5117,109,0.5117,109
bookmia.00.64,1984,0.0,0.3014,0.4977,0.4332,94,0.4977,108,0.4562,99
bookmia.00.71,1984,0.3897,0.0081,0.3005,0.1221,26,0.0,12,0.3005,64
bookmia.01.00,a_game_of_thrones,0.0,0.0573,0.1502,0.1268,27,0.1502,32,0.1502,32
bookmia.01.01,a_game_of_thrones,0.2488,0.3432,0.4424,0.3963,86,0.4424,96,0.4424,96
bookmia.01.02,a_game_of_thrones,0.7424,0.1409,0.4646,0.1566,31,0.1566,31,0.4646,54
bookmia.01.03,a_game_of_thrones,0.2778,0.1634,0.5707,0.5707,113,0.5707,113,0.5707,113
bookmia.01.04,a_game_of_thrones,0.2754,0.1969,0.5459,0.5362,88,0.5362,88,0.5362,88
bookmia.01.07,a_game_of_thrones,0.5352,0.0,0.0,0.0,12,0.0,12,0.0,12
bookmia.01.10,a_game_of_thrones,0.0,0.3907,0.5545,0.5545,112,0.5545,112,0.5545,112
bookmia.01.11,a_game_of_thrones,0.7642,0.3441,0.533,0.0,2,0.533,113,0.533,113
bookmia.01.12,a_game_of_thrones,0.1033,0.0214,0.4366,0.0,7,0.4366,93,0.4366,93
bookmia.01.14,a_game_of_thrones,0.7487,0.2871,0.4623,0.4623,92,0.4623,92,0.4623,92
bookmia.01.20,a_game_of_thrones,0.1281,0.1811,0.4631,0.0,10,0.399,81,0.4631,94
bookmia.01.22,a_game_of_thrones,0.6965,0.2359,0.4776,0.1741,35,0.3383,65,0.4776,96
bookmia.01.23,a_game_of_thrones,0.2663,0.0814,0.5272,0.0,7,0.1087,20,0.5272,97
bookmia.01.26,a_game_of_thrones,0.285,0.0058,0.22,0.0,2,0.0,17,0.22,19
bookmia.01.27,a_game_of_thrones,0.6649,0.0461,0.5135,0.0,6,0.0,13,0.5135,95
bookmia.01.31,a_game_of_thrones,0.2359,0.2572,0.5128,0.4513,88,0.5077,99,0.5077,99
bookmia.01.32,a_game_of_thrones,0.0,0.0341,0.2888,0.0,15,0.1872,35,0.2888,54
bookmia.01.33,a_game_of_thrones,0.7158,0.3106,0.4789,0.3211,61,0.4789,91,0.4789,91
bookmia.01.36,a_game_of_thrones,0.6946,0.3757,0.5025,0.0985,20,0.5025,102,0.5025,102
bookmia.01.37,a_game_of_thrones,0.6649,0.3083,0.4574,0.1117,16,0.4574,83,0.4574,83
bookmia.01.39,a_game_of_thrones,0.24,0.0905,0.155,0.12,24,0.12,24,0.12,24
bookmia.01.41,a_game_of_thrones,0.0,0.0369,0.3252,0.0,19,0.0971,20,0.3252,67
bookmia.01.42,a_game_of_thrones,0.0,0.2053,0.4732,0.3073,63,0.3073,63,0.4732,49
bookmia.01.43,a_game_of_thrones,0.0,0.2036,0.4095,0.0,15,0.2857,60,0.4095,51
bookmia.01.44,a_game_of_thrones,0.1923,0.2592,0.4808,0.4808,100,0.4808,100,0.4808,100
bookmia.01.46,a_game_of_thrones,0.1465,0.241,0.4949,0.1667,33,0.4192,83,0.4949,83
bookmia.01.49,a_game_of_thrones,0.3366,0.2823,0.478,0.3024,55,0.3756,77,0.478,98
bookmia.01.51,a_game_of_thrones,0.75,0.3857,0.467,0.467,99,0.467,99,0.467,99
bookmia.01.52,a_game_of_thrones,0.6812,0.2322,0.4493,0.1836,19,0.4493,72,0.4251,88
bookmia.01.58,a_game_of_thrones,0.0,0.1679,0.4684,0.1684,32,0.2316,44,0.4684,89
bookmia.01.59,a_game_of_thrones,0.3615,0.0553,0.4507,0.0,2,0.3099,66,0.4507,96
bookmia.01.60,a_game_of_thrones,0.0,0.3102,0.3846,0.3654,76,0.3654,76,0.3654,76
bookmia.01.62,a_game_of_thrones,0.6543,0.3645,0.516,0.1809,34,0.516,97,0.516,97
bookmia.01.69,a_game_of_thrones,0.4975,0.1382,0.5373,0.1144,21,0.393,33,0.5373,108
bookmia.01.71,a_game_of_thrones,0.0,0.1014,0.4739,0.1374,29,0.1374,29,0.4739,100
bookmia.01.73,a_game_of_thrones,0.1925,0.1082,0.3803,0.23,49,0.3803,81,0.3803,81
bookmia.01.74,a_game_of_thrones,0.0,0.1668,0.4278,0.0,7,0.2577,45,0.4175,81
bookmia.01.75,a_game_of_thrones,0.1474,0.0446,0.5105,0.0,16,0.0,16,0.5105,92
bookmia.01.76,a_game_of_thrones,0.0,0.1586,0.4925,0.0,2,0.4925,98,0.4925,98
bookmia.01.77,a_game_of_thrones,0.0,0.2766,0.4645,0.3839,53,0.4265,86,0.4645,98
bookmia.01.78,a_game_of_thrones,0.768,0.2349,0.5258,0.0,8,0.5258,102,0.5,97
bookmia.01.79,a_game_of_thrones,0.2982,0.0182,0.1743,0.0,8,0.0,8,0.1743,38
bookmia.01.81,a_game_of_thrones,0.2255,0.1327,0.3824,0.1029,19,0.1225,25,0.3824,38
bookmia.01.82,a_game_of_thrones,0.7799,0.3565,0.5837,0.5359,48,0.5789,94,0.5789,94
bookmia.01.83,a_game_of_thrones,0.7512,0.0082,0.2886,0.0,15,0.0,15,0.2886,56
bookmia.01.87,a_game_of_thrones,0.2991,0.0034,0.1075,0.0,19,0.1075,14,0.1075,19
bookmia.01.88,a_game_of_thrones,0.7385,0.3597,0.5179,0.4513,88,0.5179,101,0.5179,101
bookmia.01.89,a_game_of_thrones,0.7317,0.1758,0.4829,0.0,6,0.4829,99,0.4829,99
bookmia.01.90,a_game_of_thrones,0.3782,0.0112,0.399,0.0,15,0.399,70,0.399,70
bookmia.01.97,a_game_of_thrones,0.0,0.2525,0.4286,0.0,15,0.3968,75,0.4286,54
bookmia.07.02,casino_royale,0.803,0.0092,0.0985,0.0,7,0.0,7,0.0985,20
bookmia.07.03,casino_royale,0.5735,0.0238,0.5118,0.0,16,0.0,16,0.4787,101
bookmia.07.04,casino_royale,0.684,0.0643,0.434,0.0,2,0.434,65,0.434,65
bookmia.07.05,casino_royale,0.0,0.2741,0.5072,0.1244,24,0.4115,76,0.5072,106
bookmia.07.06,casino_royale,0.8154,0.42,0.5487,0.5077,64,0.5436,106,0.5436,106
bookmia.07.07,casino_royale,0.1435,0.0237,0.2824,0.0,7,0.2824,61,0.2824,61
bookmia.07.08,casino_royale,0.0,0.1546,0.4686,0.1594,33,0.2319,48,0.4251,88
bookmia.07.09,casino_royale,0.7799,0.2447,0.4067,0.0,3,0.3828,48,0.3923,48
bookmia.07.15,casino_royale,0.7897,0.1837,0.3037,0.1308,28,0.3037,65,0.3037,65
bookmia.07.16,casino_royale,0.7767,0.1774,0.6093,0.0,6,0.2791,37,0.5907,90
bookmia.07.17,casino_royale,0.302,0.1849,0.5446,0.0,3,0.5297,97,0.5446,102
bookmia.07.20,casino_royale,0.5681,0.2583,0.3052,0.3052,63,0.2958,63,0.2958,63
bookmia.07.24,casino_royale,0.5959,0.0811,0.5078,0.0,2,0.285,55,0.5078,98
bookmia.07.25,casino_royale,0.743,0.2344,0.4486,0.2617,56,0.3505,75,0.3505,75
bookmia.07.26,casino_royale,0.2009,0.1773,0.4533,0.1028,22,0.3224,42,0.4533,97
bookmia.07.28,casino_royale,0.493,0.1624,0.4744,0.0,15,0.2186,47,0.4047,87
bookmia.07.29,casino_royale,0.1866,0.3296,0.5072,0.1292,27,0.3876,81,0.5024,81
bookmia.07.30,casino_royale,0.1238,0.2894,0.5545,0.1089,22,0.3267,64,0.5545,112
bookmia.07.31,casino_royale,0.1359,0.2524,0.4757,0.4757,98,0.4757,98,0.4757,98
bookmia.07.32,casino_royale,0.0,0.0468,0.1394,0.0,2,0.1394,29,0.1394,29
bookmia.07.37,casino_royale,0.0,0.0511,0.4764,0.0,18,0.0,18,0.4764,101
bookmia.07.40,casino_royale,0.7474,0.237,0.5206,0.0,3,0.5206,101,0.5206,101
bookmia.07.41,casino_royale,0.1019,0.0203,0.4903,0.0,4,0.0,8,0.4903,94
bookmia.07.43,casino_royale,0.7725,0.3502,0.5714,0.3122,59,0.4497,85,0.5714,108
bookmia.07.44,casino_royale,0.7048,0.2223,0.2524,0.2524,53,0.2524,53,0.2524,53
bookmia.07.47,casino_royale,0.4569,0.1827,0.4416,0.3553,51,0.4416,87,0.4416,87
bookmia.07.49,casino_royale,0.0,0.0036,0.1148,0.0,6,0.1148,24,0.1148,15
bookmia.07.53,casino_royale,0.75,0.3366,0.4481,0.0,15,0.4481,95,0.4481,95
bookmia.07.54,casino_royale,0.7854,0.0632,0.5068,0.411,85,0.3881,85,0.4932,85
bookmia.07.55,casino_royale,0.2598,0.1939,0.5931,0.5882,120,0.5882,120,0.5931,121
bookmia.07.56,casino_royale,0.7612,0.427,0.5274,0.5224,105,0.5174,104,0.5274,106
bookmia.07.57,casino_royale,0.7295,0.3238,0.4928,0.3671,76,0.3671,76,0.4928,102
bookmia.07.59,casino_royale,0.5837,0.1746,0.2805,0.0,15,0.276,59,0.2805,62
bookmia.07.61,casino_royale,0.0,0.1542,0.4428,0.1891,36,0.2985,60,0.4428,89
bookmia.07.62,casino_royale,0.4524,0.2603,0.4667,0.2667,56,0.3143,66,0.4667,98
bookmia.07.63,casino_royale,0.2222,0.1789,0.5606,0.303,60,0.303,60,0.5556,110
bookmia.07.66,casino_royale,0.2817,0.3683,0.5023,0.1315,28,0.493,105,0.493,105
bookmia.07.70,casino_royale,0.2245,0.021,0.5255,0.0,16,0.0,16,0.5255,103
bookmia.07.72,casino_royale,0.7704,0.206,0.5051,0.0,9,0.4796,94,0.5051,99
bookmia.07.73,casino_royale,0.8107,0.4049,0.5583,0.0,3,0.5583,115,0.5583,115
bookmia.07.77,casino_royale,0.1699,0.0579,0.4515,0.0,14,0.4515,91,0.4515,91
bookmia.07.80,casino_royale,0.7756,0.0721,0.4829,0.0,10,0.4,82,0.4829,99
