alpha,k,split,n_protected,n_ordinary,ordinary_split,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,neutral,2473.402,0.7742,-5850.964,-0.8982,6514,-93.818,-17045.49
1.0,0.75,attack_train,25,25,neutral,2706.261,0.847,-4641.927,-0.7126,6514,-93.818,-17045.49
1.0,1.0,attack_train,25,25,neutral,2845.846,0.8907,-3812.232,-0.5852,6514,-93.818,-17045.49
1.0,1.5,attack_train,25,25,neutral,2998.02,0.9384,-2718.012,-0.4173,6514,-93.818,-17045.49
1.0,2.0,attack_train,25,25,neutral,3073.614,0.962,-2018.826,-0.3099,6514,-93.818,-17045.49
1.0,2.5,attack_train,25,25,neutral,3116.289,0.9754,-1535.288,-0.2357,6514,-93.818,-17045.49
1.0,3.0,attack_train,25,25,neutral,3142.238,0.9835,-1185.187,-0.1819,6514,-93.818,-17045.49
1.0,4.0,attack_train,25,25,neutral,3170.162,0.9922,-743.789,-0.1142,6514,-93.818,-17045.49
1.0,5.5,attack_train,25,25,neutral,3186.022,0.9972,-391.061,-0.06,6514,-93.818,-17045.49
1.0,7.5,attack_train,25,25,neutral,3191.985,0.9991,-198.467,-0.0305,6514,-93.818,-17045.49
1.0,10.0,attack_train,25,25,neutral,3193.681,0.9996,-119.822,-0.0184,6514,-93.818,-17045.49
1.0,14.0,attack_train,25,25,neutral,3194.364,0.9998,-96.199,-0.0148,6514,-93.818,-17045.49
2.0,0.5,attack_train,25,25,neutral,2005.143,0.6276,-8766.708,-1.3458,6514,-93.818,-17045.49
2.0,0.75,attack_train,25,25,neutral,2262.852,0.7083,-7674.9,-1.1782,6514,-93.818,-17045.49
2.0,1.0,attack_train,25,25,neutral,2438.88,0.7634,-6845.417,-1.0509,6514,-93.818,-17045.49
2.0,1.5,attack_train,25,25,neutral,2666.22,0.8345,-5582.259,-0.857,6514,-93.818,-17045.49
2.0,2.0,attack_train,25,25,neutral,2804.89,0.8779,-4616.594,-0.7087,6514,-93.818,-17045.49
2.0,2.5,attack_train,25,25,neutral,2898.675,0.9073,-3839.401,-0.5894,6514,-93.818,-17045.49
2.0,3.0,attack_train,25,25,neutral,2968.103,0.929,-3198.723,-0.4911,6514,-93.818,-17045.49
2.0,4.0,attack_train,25,25,neutral,3060.708,0.958,-2227.835,-0.342,6514,-93.818,-17045.49
2.0,5.5,attack_train,25,25,neutral,3131.49,0.9801,-1269.158,-0.1948,6514,-93.818,-17045.49
2.0,7.5,attack_train,25,25,neutral,3169.651,0.9921,-598.543,-0.0919,6514,-93.818,-17045.49
2.0,10.0,attack_train,25,25,neutral,3186.647,0.9974,-246.708,-0.0379,6514,-93.818,-17045.49
2.0,14.0,attack_train,25,25,neutral,3191.733,0.999,-110.896,-0.017,6514,-93.818,-17045.49
4.0,0.5,attack_train,25,25,neutral,1576.062,0.4933,-11111.057,-1.7057,6514,-93.818,-17045.49
4.0,0.75,attack_train,25,25,neutral,1827.843,0.5721,-10112.27,-1.5524,6514,-93.818,-17045.49
4.0,1.0,attack_train,25,25,neutral,2015.349,0.6308,-9269.665,-1.423,6514,-93.818,-17045.49
4.0,1.5,attack_train,25,25,neutral,2284.105,0.7149,-7830.118,-1.202,6514,-93.818,-17045.49
4.0,2.0,attack_train,25,25,neutral,2470.037,0.7731,-6609.461,-1.0147,6514,-93.818,-17045.49
4.0,2.5,attack_train,25,25,neutral,2609.954,0.8169,-5565.576,-0.8544,6514,-93.818,-17045.49
4.0,3.0,attack_train,25,25,neutral,2721.713,0.8519,-4672.17,-0.7173,6514,-93.818,-17045.49
4.0,4.0,attack_train,25,25,neutral,2886.86,0.9036,-3267.701,-0.5016,6514,-93.818,-17045.49
4.0,5.5,attack_train,25,25,neutral,3035.223,0.95,-1850.354,-0.2841,6514,-93.818,-17045.49
4.0,7.5,attack_train,25,25,neutral,3129.255,0.9794,-851.033,-0.1306,6514,-93.818,-17045.49
4.0,10.0,attack_train,25,25,neutral,3172.971,0.9931,-324.521,-0.0498,6514,-93.818,-17045.49
4.0,14.0,attack_train,25,25,neutral,3189.634,0.9983,-119.457,-0.0183,6514,-93.818,-17045.49
8.0,0.5,attack_train,25,25,neutral,1233.658,0.3861,-12650.282,-1.942,6514,-93.818,-17045.49
8.0,0.75,attack_train,25,25,neutral,1467.556,0.4593,-11640.331,-1.787,6514,-93.818,-17045.49
8.0,1.0,attack_train,25,25,neutral,1651.344,0.5169,-10732.199,-1.6476,6514,-93.818,-17045.49
8.0,1.5,attack_train,25,25,neutral,1930.228,0.6042,-9110.362,-1.3986,6514,-93.818,-17045.49
8.0,2.0,attack_train,25,25,neutral,2137.609,0.6691,-7703.74,-1.1826,6514,-93.818,-17045.49
8.0,2.5,attack_train,25,25,neutral,2305.515,0.7216,-6491.16,-0.9965,6514,-93.818,-17045.49
8.0,3.0,attack_train,25,25,neutral,2446.111,0.7656,-5450.782,-0.8368,6514,-93.818,-17045.49
8.0,4.0,attack_train,25,25,neutral,2668.604,0.8353,-3813.648,-0.5855,6514,-93.818,-17045.49
8.0,5.5,attack_train,25,25,neutral,2893.613,0.9057,-2152.401,-0.3304,6514,-93.818,-17045.49
8.0,7.5,attack_train,25,25,neutral,3063.268,0.9588,-976.873,-0.15,6514,-93.818,-17045.49
8.0,10.0,attack_train,25,25,neutral,3152.317,0.9867,-363.471,-0.0558,6514,-93.818,-17045.49
8.0,14.0,attack_train,25,25,neutral,3187.483,0.9977,-123.741,-0.019,6514,-93.818,-17045.49
