k,quantity,g,trajectories,steps,alpha_mean,alpha_median,alpha_p10,pstar_median_abs_err,best_g,tokens_per_risky_forward,speedup,selection_ratio,alpha_star,selection_ratio_at_alpha1,c_anchor,c_risky,c_meter,selection_ratio_committed
,break-even,,,,,,,,,,,,,0.900515,0.012795,0.060946,0.074185,0.2203
