quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.1425,0.12,0.1655,500,0.132,SURVIVES
"D2 metered gain, order-averaged",metered_k10,0.073,0.051,0.095,500,0.24,SURVIVES
"D3 difference of gains, paired",sel_n64 - metered_k10,0.0695,0.0385,0.0995,500,-0.108,REVERSAL CONFIRMED
order consistency,sel_n64,0.262,,,500,,UNUSABLE
order consistency,sel_n1,0.33,,,500,,UNUSABLE
order consistency,metered_k10,0.834,,,500,,STABLE
order consistency,anchor_k0,0.348,,,500,,UNUSABLE
