prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,tokenswap,1984,63,0.0,2,0.1044
bookmia.00.26,tokenswap,1984,47,0.0,2,0.0963
bookmia.00.31,tokenswap,1984,51,0.0,2,0.0896
bookmia.00.40,tokenswap,1984,53,0.0,2,0.1222
bookmia.00.46,tokenswap,1984,66,0.0,2,0.1421
bookmia.00.48,tokenswap,1984,67,0.0,3,0.1425
bookmia.00.64,tokenswap,1984,65,0.0,2,0.1392
bookmia.00.71,tokenswap,1984,66,0.0,5,0.1543
bookmia.01.00,tokenswap,a_game_of_thrones,82,0.0,3,0.1471
bookmia.01.01,tokenswap,a_game_of_thrones,59,0.0,3,0.1543
bookmia.01.02,tokenswap,a_game_of_thrones,60,0.0,4,0.1268
bookmia.01.03,tokenswap,a_game_of_thrones,44,0.0,2,0.0926
bookmia.01.04,tokenswap,a_game_of_thrones,63,0.0,2,0.123
bookmia.01.07,tokenswap,a_game_of_thrones,66,0.0,2,0.1372
bookmia.01.10,tokenswap,a_game_of_thrones,60,0.0,2,0.1337
bookmia.01.11,tokenswap,a_game_of_thrones,54,0.0,4,0.1946
bookmia.01.12,tokenswap,a_game_of_thrones,59,0.0,2,0.1362
bookmia.01.14,tokenswap,a_game_of_thrones,78,0.0,5,0.1433
bookmia.01.20,tokenswap,a_game_of_thrones,71,0.0,2,0.136
bookmia.01.22,tokenswap,a_game_of_thrones,57,0.0,2,0.1547
bookmia.01.23,tokenswap,a_game_of_thrones,43,0.0,2,0.1216
bookmia.01.26,tokenswap,a_game_of_thrones,50,0.0,2,0.0734
bookmia.01.27,tokenswap,a_game_of_thrones,58,0.0,3,0.1224
bookmia.01.31,tokenswap,a_game_of_thrones,61,0.0,2,0.1275
bookmia.01.32,tokenswap,a_game_of_thrones,48,0.0,2,0.0997
bookmia.01.33,tokenswap,a_game_of_thrones,49,0.0,13,0.1924
bookmia.01.36,tokenswap,a_game_of_thrones,47,0.0,3,0.1348
bookmia.01.37,tokenswap,a_game_of_thrones,56,0.0,3,0.1349
bookmia.01.39,tokenswap,a_game_of_thrones,52,0.0,3,0.1453
bookmia.01.41,tokenswap,a_game_of_thrones,45,0.0,2,0.1355
bookmia.01.42,tokenswap,a_game_of_thrones,48,0.0,2,0.1518
bookmia.01.43,tokenswap,a_game_of_thrones,57,0.0,3,0.0831
bookmia.01.44,tokenswap,a_game_of_thrones,42,0.0,3,0.1083
bookmia.01.46,tokenswap,a_game_of_thrones,54,0.0,2,0.1329
bookmia.01.49,tokenswap,a_game_of_thrones,72,0.0,2,0.1108
bookmia.01.51,tokenswap,a_game_of_thrones,47,0.0,4,0.1366
bookmia.01.52,tokenswap,a_game_of_thrones,58,0.0,9,0.1864
bookmia.01.58,tokenswap,a_game_of_thrones,65,0.0,2,0.1265
bookmia.01.59,tokenswap,a_game_of_thrones,54,0.0,2,0.1622
bookmia.01.60,tokenswap,a_game_of_thrones,61,0.0,3,0.1758
bookmia.01.62,tokenswap,a_game_of_thrones,61,0.0,3,0.1232
bookmia.01.69,tokenswap,a_game_of_thrones,57,0.0,4,0.1488
bookmia.01.71,tokenswap,a_game_of_thrones,50,0.0,2,0.1374
bookmia.01.73,tokenswap,a_game_of_thrones,41,0.0,3,0.1323
bookmia.01.74,tokenswap,a_game_of_thrones,60,0.0,3,0.1457
bookmia.01.75,tokenswap,a_game_of_thrones,69,0.0,2,0.1508
bookmia.01.76,tokenswap,a_game_of_thrones,62,0.0,2,0.1311
bookmia.01.77,tokenswap,a_game_of_thrones,65,0.0,2,0.139
bookmia.01.78,tokenswap,a_game_of_thrones,55,0.0,9,0.2071
bookmia.01.79,tokenswap,a_game_of_thrones,62,0.0,2,0.1333
bookmia.01.81,tokenswap,a_game_of_thrones,50,0.0,2,0.1207
bookmia.01.82,tokenswap,a_game_of_thrones,65,0.0,2,0.096
bookmia.01.83,tokenswap,a_game_of_thrones,61,0.0,4,0.1768
bookmia.01.87,tokenswap,a_game_of_thrones,76,0.0,2,0.1267
bookmia.01.88,tokenswap,a_game_of_thrones,41,0.0,3,0.1458
bookmia.01.89,tokenswap,a_game_of_thrones,49,0.0,4,0.1834
bookmia.01.90,tokenswap,a_game_of_thrones,64,0.0,2,0.0958
bookmia.01.97,tokenswap,a_game_of_thrones,73,0.0,2,0.1318
bookmia.07.02,tokenswap,casino_royale,57,0.0,2,0.127
bookmia.07.03,tokenswap,casino_royale,59,0.0,2,0.1223
