prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.3168,0.4213,0.2401,0.4703,0.6397,0,243,0.2327,47,0.375,0.2327,0.375,0.3317,67,0.5033,0.3366,0.5049,0.4703,95,0.6397,0.4703,0.6397,0.4703,95,0.6397,0.4703,0.6397
bookmia.00.26,1984,0.8246,0.8779,0.3172,0.4882,0.654,0,233,0.0,10,0.1948,0.0,0.1948,0.4882,103,0.654,0.4882,0.654,0.4882,103,0.654,0.4882,0.654,0.4882,103,0.654,0.4882,0.654
bookmia.00.31,1984,0.1211,0.2156,0.2348,0.5158,0.6713,0,251,0.2105,40,0.3423,0.2105,0.3423,0.4842,51,0.6431,0.4842,0.6431,0.4842,51,0.6431,0.4842,0.6574,0.5053,96,0.6713,0.5158,0.6713
bookmia.00.40,1984,0.2892,0.4247,0.266,0.4706,0.64,0,220,0.1324,27,0.2774,0.1324,0.2774,0.4706,96,0.64,0.4706,0.64,0.4706,96,0.64,0.4706,0.64,0.4706,96,0.64,0.4706,0.64
bookmia.00.46,1984,0.7383,0.8564,0.2923,0.4907,0.6478,0,245,0.4533,97,0.6332,0.4533,0.6332,0.4766,98,0.6392,0.4766,0.6392,0.472,101,0.6392,0.4766,0.6392,0.472,101,0.6392,0.4907,0.6478
bookmia.00.48,1984,0.1643,0.3194,0.2417,0.5117,0.677,0,150,0.23,49,0.3962,0.23,0.3962,0.5117,109,0.677,0.5117,0.677,0.5117,109,0.677,0.5117,0.677,0.5117,109,0.677,0.5117,0.677
bookmia.00.64,1984,0.0,0.1755,0.306,0.4977,0.6626,0,208,0.4977,108,0.6626,0.4977,0.6626,0.4977,108,0.6626,0.4977,0.6626,0.4977,108,0.6626,0.4977,0.6626,0.4977,108,0.6626,0.4977,0.6626
bookmia.00.71,1984,0.2911,0.4831,0.0191,0.2207,0.3883,0,38,0.1221,26,0.2632,0.1221,0.2632,0.1221,26,0.2632,0.1221,0.2632,0.2207,45,0.3883,0.2207,0.3883,0.2207,45,0.3785,0.2207,0.3883
bookmia.01.00,a_game_of_thrones,0.0,0.224,0.0787,0.1502,0.3567,0,149,0.1502,32,0.3197,0.1502,0.3197,0.1502,32,0.3232,0.1502,0.3232,0.1221,26,0.2857,0.1502,0.3313,0.1268,27,0.3104,0.1502,0.3567
bookmia.01.01,a_game_of_thrones,0.7005,0.8076,0.3436,0.4424,0.6134,0,251,0.3963,86,0.5852,0.3963,0.5852,0.3963,86,0.5852,0.3963,0.5852,0.4424,96,0.6134,0.4424,0.6134,0.4424,96,0.6134,0.4424,0.6134
bookmia.01.02,a_game_of_thrones,0.1364,0.2493,0.1317,0.4899,0.6554,0,179,0.1566,31,0.3007,0.1566,0.3007,0.303,38,0.4027,0.303,0.4027,0.404,78,0.551,0.404,0.551,0.4899,97,0.6554,0.4899,0.6554
bookmia.01.03,a_game_of_thrones,0.7828,0.8669,0.1345,0.5707,0.7267,0,209,0.0,7,0.1433,0.0,0.1433,0.2273,45,0.366,0.2273,0.3813,0.5707,113,0.7267,0.5707,0.7267,0.5707,113,0.7267,0.5707,0.7267
bookmia.01.04,a_game_of_thrones,0.2415,0.3887,0.1468,0.5459,0.7062,0,176,0.1063,22,0.2273,0.1063,0.2273,0.5362,60,0.6854,0.5362,0.6854,0.5459,90,0.7,0.5459,0.7,0.5459,113,0.7062,0.5459,0.7062
