model,id,split,novel,n_tok,n_char,total_nats,s_rate,k_crit,uncertified_width,nats_per_tok
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.11,attack_train,1984,57,225,142.18187224274152,0.6319194321899623,8.602873802185059,13.61387759887551,2.494418811276167
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.26,attack_train,1984,57,273,185.71913278102875,0.680289863666772,3.3124488830566405,4.869172774679449,3.258230399667171
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.31,attack_train,1984,57,252,185.93907351512462,0.7378534663298596,4.219979763031006,5.719265349557159,3.262089009037274
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.40,attack_train,1984,59,290,195.62221152539132,0.6745593500875563,4.68743371963501,6.948882583906948,3.315630703820192
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.46,attack_train,1984,59,312,217.51457802020013,0.697162109039103,11.742435455322266,16.84319228350898,3.6866877630542394
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.48,attack_train,1984,66,264,227.59935868834145,0.8621187829103842,7.867591857910156,9.125879187262736,3.448475131641537
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.64,attack_train,1984,60,273,197.7248451404448,0.7242668320162814,3.786135673522949,5.227542538407775,3.2954140856740803
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.71,attack_train,1984,62,271,205.00432113942225,0.7564735097395655,3.1872599919637046,4.213313421987502,3.3065213087003587
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.00,attack_train,a_game_of_thrones,60,255,157.87438835126204,0.6191152484363217,6.569838841756185,10.611657293774305,2.6312398058543676
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.01,attack_train,a_game_of_thrones,63,276,191.9319918563706,0.6954057675955456,1.2427707014446099,1.787115896006512,3.0465395532757236
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.02,attack_train,a_game_of_thrones,62,238,286.2574312626384,1.2027623162295733,8.703606605529785,7.2363479368175625,4.617055342945781
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.03,attack_train,a_game_of_thrones,61,237,236.23968514229637,0.9967919204316302,6.7341359456380205,6.755809118839977,3.8727817236442026
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.04,attack_train,a_game_of_thrones,67,232,222.19337506785814,0.9577300649476644,1.8310708378864817,1.9118861408893344,3.3163190308635544
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.07,attack_train,a_game_of_thrones,58,268,258.4533908255398,0.9643783239758948,8.35047721862793,8.658922552511305,4.456092945267928
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.10,attack_train,a_game_of_thrones,71,270,290.73624662941074,1.076800913442262,21.997329711914062,20.42840922338571,4.094876713090292
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.11,attack_train,a_game_of_thrones,66,261,234.15635932103396,0.8971508019962987,5.264664649963379,5.868204808209154,3.5478236260762723
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.12,attack_train,a_game_of_thrones,90,293,315.3199833343797,1.0761774175234802,4.516030788421631,4.196362713885975,3.5035553703819966
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.14,attack_train,a_game_of_thrones,61,253,207.487844388932,0.820110056873249,3.394846200942993,4.139500756625496,3.401440071949705
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.20,attack_train,a_game_of_thrones,64,270,223.12846481776796,0.8264017215472887,3.286494255065918,3.976872469375485,3.4863822627776244
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.22,attack_train,a_game_of_thrones,66,253,235.7796408118811,0.9319353391773957,5.006422360738118,5.372070518494563,3.572418800180017
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.23,attack_train,a_game_of_thrones,62,273,246.3327906881459,0.902317914608593,6.514650344848633,7.219905799692068,3.97310952722816
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.26,attack_train,a_game_of_thrones,66,262,224.8582045679068,0.8582374220149115,10.123421669006348,11.795595728323367,3.4069424934531334
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.27,attack_train,a_game_of_thrones,70,261,238.1332445609296,0.9123879101951325,1.0180853300027795,1.1158470192629375,3.401903493727566
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.31,attack_train,a_game_of_thrones,64,249,197.6700885441387,0.7938557772856977,4.334958076477051,5.460636806472418,3.0885951335021673
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.32,attack_train,a_game_of_thrones,64,250,216.84842006193685,0.8673936802477474,1.4020014454921086,1.616338091247869,3.3882565634677633
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.33,attack_train,a_game_of_thrones,66,284,200.99511097022878,0.7077292639796788,1.3907512823740642,1.965089410820233,3.045380469245891
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.36,attack_train,a_game_of_thrones,62,281,288.40128180754255,1.0263390811656319,4.697596549987793,4.577041482871964,4.651633577541009
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.37,attack_train,a_game_of_thrones,67,259,223.44253074938752,0.8627124739358591,3.928653335571289,4.553838566455429,3.3349631455132465
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.39,attack_train,a_game_of_thrones,69,248,229.83269353163905,0.9267447319824156,15.729055404663086,16.972370990463354,3.3309086019078125
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.41,attack_train,a_game_of_thrones,65,253,225.2066512081292,0.8901448664352932,1.2268777966248587,1.3782900322034755,3.4647177108942953
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.42,attack_train,a_game_of_thrones,59,261,244.4545980412513,0.9366076553304648,1.4666372934977214,1.5659035938375343,4.143298271885615
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.43,attack_train,a_game_of_thrones,76,281,240.35570903217013,0.8553583951322781,3.0883986155192056,3.610648627633562,3.1625751188443436
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.44,attack_train,a_game_of_thrones,68,264,236.24528177963475,0.8948684915895255,21.440135955810547,23.95897962361725,3.4741953202887466
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.46,attack_train,a_game_of_thrones,68,284,288.10781343530107,1.0144641318144403,4.059472274780274,4.001592710350067,4.236879609342663
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.49,attack_train,a_game_of_thrones,62,253,225.34704923303798,0.890699799340071,8.191286087036133,9.19646113438573,3.634629826339322
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.51,attack_train,a_game_of_thrones,64,245,205.30102627258748,0.8379633725411734,10.754826545715332,12.834482864210026,3.2078285355091793
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.52,attack_train,a_game_of_thrones,68,279,240.16573944949778,0.8608091019695261,16.40953254699707,19.062917096778087,3.531849109551438
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.58,attack_train,a_game_of_thrones,64,255,188.9386427277932,0.7409358538344831,5.180613835652669,6.9919869700487745,2.9521662926217687
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.59,attack_train,a_game_of_thrones,64,285,266.75836447882466,0.9359942613292094,18.321123123168945,19.573969499717915,4.168099444981635
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.60,attack_train,a_game_of_thrones,63,268,210.19303983697137,0.7843023874513857,12.78250789642334,16.297933170853256,3.336397457729704
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.62,attack_train,a_game_of_thrones,67,255,208.63981533134938,0.8181953542405858,16.700653076171875,20.411571624814115,3.114027094497752
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.69,attack_train,a_game_of_thrones,63,265,257.8129019588232,0.972878875316314,6.172151565551758,6.344213778457256,4.092268285060686
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.71,attack_train,a_game_of_thrones,65,244,216.72318855991762,0.8882097891799903,4.052196979522705,4.5622070696425885,3.3342029009218095
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.73,attack_train,a_game_of_thrones,67,278,250.56243312405422,0.9013037162735763,3.0460997990199496,3.3796596463775757,3.739737807821705
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.74,attack_train,a_game_of_thrones,71,263,267.64899560270715,1.0176767893639056,4.891523599624634,4.806559067424598,3.7697041634184103
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.75,attack_train,a_game_of_thrones,65,268,264.00474534905516,0.9850923333919969,3.7793362140655518,3.8365299230906147,4.061611466908541
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.76,attack_train,a_game_of_thrones,69,264,215.99996868427843,0.8181816995616608,6.597053527832031,8.063066591890761,3.1304343287576586
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.77,attack_train,a_game_of_thrones,60,268,228.2239454989176,0.8515818861899911,2.8135350545247397,3.303892555902756,3.80373242498196
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.78,attack_train,a_game_of_thrones,63,269,223.72002369034453,0.8316729505217269,6.030581156412761,7.251144999521319,3.551111487148326
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.79,attack_train,a_game_of_thrones,67,298,241.60853396523453,0.810766892500787,5.331913312276204,6.576382634261337,3.606097521869172
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.81,attack_train,a_game_of_thrones,58,253,169.14722782355238,0.6685661178796537,1.6702711582183838,2.498288671157343,2.9163315141991792
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.82,attack_train,a_game_of_thrones,68,252,236.82808454876795,0.9397939863046347,5.2221784591674805,5.556726830846849,3.4827659492465877
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.83,attack_train,a_game_of_thrones,70,269,259.5312023316983,0.9648000086680234,17.34410285949707,17.976889203641143,3.707588604738547
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.87,attack_train,a_game_of_thrones,66,281,271.0121477385983,0.9644560417743712,4.510732173919678,4.6769702076011646,4.106244662706034
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.88,attack_train,a_game_of_thrones,60,251,180.43851856750234,0.7188785600298898,5.25127633412679,7.304817010968376,3.0073086427917057
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.89,attack_train,a_game_of_thrones,64,272,229.064066631041,0.8421473037905919,5.542308807373047,6.5811631556932415,3.5791260411100154
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.90,attack_train,a_game_of_thrones,65,270,234.37928401090903,0.868071422262626,4.7820899963378904,5.5088669822505905,3.6058351386293697
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.97,attack_train,a_game_of_thrones,60,266,188.48250491567887,0.708580845547665,5.682823816935222,8.02000767116834,3.1413750819279813
