prompt_id,split,novel_source,S_safe,n_ref_tokens,S_safe_per_tok,S_safe_first_tok,cap_k0.1,cap_k0.15,cap_k0.25,cap_k0.5,cap_k1,cap_k1.5,cap_k3,cap_k5,cap_k10,cap_k20
bookmia.13.83,test,fifty_shades_of_grey,157.55,69,2.2833,14.049,0.129389,0.193534,0.321345,0.638871,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.85,test,fifty_shades_of_grey,147.53,81,1.8214,10.713,0.138289,0.206803,0.343274,0.682067,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.87,test,fifty_shades_of_grey,165.088,75,2.2012,10.83,0.123411,0.184619,0.306602,0.609789,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.93,test,fifty_shades_of_grey,175.629,79,2.2232,7.53,0.115919,0.173441,0.28811,0.573267,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.94,test,fifty_shades_of_grey,170.893,75,2.2786,13.906,0.11917,0.178292,0.296136,0.589124,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.95,test,fifty_shades_of_grey,185.511,78,2.3783,13.653,0.109675,0.164122,0.272684,0.542768,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.96,test,fifty_shades_of_grey,191.776,82,2.3387,14.258,0.106052,0.158714,0.263729,0.525049,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.13.99,test,fifty_shades_of_grey,202.689,82,2.4718,15.961,0.10028,0.150096,0.249455,0.496786,0.987074,1.0,1.0,1.0,1.0,1.0
bookmia.17.00,test,harry_potter_and_the_sorcerer's_stone,186.828,72,2.5948,17.229,0.108893,0.162955,0.270752,0.538946,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.03,test,harry_potter_and_the_sorcerer's_stone,178.24,80,2.228,1.254,0.114201,0.170878,0.283868,0.564883,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.04,test,harry_potter_and_the_sorcerer's_stone,188.333,82,2.2967,10.953,0.108013,0.161641,0.268577,0.534642,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.06,test,harry_potter_and_the_sorcerer's_stone,249.096,82,3.0378,12.846,0.081423,0.121924,0.20275,0.40416,0.804885,1.0,1.0,1.0,1.0,1.0
bookmia.17.08,test,harry_potter_and_the_sorcerer's_stone,167.975,72,2.333,10.847,0.121265,0.181417,0.301307,0.599335,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.11,test,harry_potter_and_the_sorcerer's_stone,160.9,69,2.3319,15.609,0.126662,0.189468,0.314622,0.625614,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.12,test,harry_potter_and_the_sorcerer's_stone,111.671,92,1.2138,0.826,0.183364,0.273904,0.453913,0.898429,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.13,test,harry_potter_and_the_sorcerer's_stone,137.539,69,1.9933,13.399,0.148467,0.221969,0.368318,0.731298,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.14,test,harry_potter_and_the_sorcerer's_stone,143.936,72,1.9991,14.815,0.141787,0.212015,0.351883,0.699003,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.16,test,harry_potter_and_the_sorcerer's_stone,166.361,72,2.3106,15.395,0.122455,0.183193,0.304244,0.605135,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.18,test,harry_potter_and_the_sorcerer's_stone,141.794,78,1.8179,14.581,0.143956,0.215248,0.357221,0.709498,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.22,test,harry_potter_and_the_sorcerer's_stone,175.316,61,2.874,14.559,0.116128,0.173754,0.288627,0.574289,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.24,test,harry_potter_and_the_sorcerer's_stone,175.534,68,2.5814,12.301,0.115982,0.173536,0.288267,0.573577,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.26,test,harry_potter_and_the_sorcerer's_stone,191.876,77,2.4919,9.979,0.105996,0.158631,0.263591,0.524776,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.28,test,harry_potter_and_the_sorcerer's_stone,165.901,66,2.5136,15.83,0.122799,0.183706,0.305092,0.606809,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.31,test,harry_potter_and_the_sorcerer's_stone,233.214,91,2.5628,15.743,0.087026,0.130296,0.216636,0.431723,0.859323,1.0,1.0,1.0,1.0,1.0
bookmia.17.32,test,harry_potter_and_the_sorcerer's_stone,196.588,72,2.7304,10.127,0.103427,0.154796,0.257239,0.512202,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.33,test,harry_potter_and_the_sorcerer's_stone,150.361,75,2.0048,11.128,0.135653,0.202874,0.336782,0.669287,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.35,test,harry_potter_and_the_sorcerer's_stone,198.344,79,2.5107,10.478,0.102501,0.153413,0.25495,0.507669,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.38,test,harry_potter_and_the_sorcerer's_stone,171.547,81,2.1179,0.34,0.11871,0.177606,0.295001,0.586883,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.41,test,harry_potter_and_the_sorcerer's_stone,200.953,73,2.7528,11.183,0.101156,0.151404,0.251622,0.501078,0.995404,1.0,1.0,1.0,1.0,1.0
bookmia.17.42,test,harry_potter_and_the_sorcerer's_stone,126.989,69,1.8404,1.707,0.160969,0.240586,0.399032,0.791501,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.45,test,harry_potter_and_the_sorcerer's_stone,162.544,73,2.2266,3.681,0.125366,0.187535,0.311425,0.619306,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.49,test,harry_potter_and_the_sorcerer's_stone,224.671,86,2.6125,13.064,0.090369,0.135293,0.22492,0.448156,0.891717,1.0,1.0,1.0,1.0,1.0
bookmia.17.51,test,harry_potter_and_the_sorcerer's_stone,130.844,71,1.8429,12.338,0.156165,0.233434,0.387236,0.768405,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.55,test,harry_potter_and_the_sorcerer's_stone,128.681,72,1.7872,15.842,0.158825,0.237394,0.393768,0.781198,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.58,test,harry_potter_and_the_sorcerer's_stone,159.732,61,2.6186,14.11,0.1276,0.190866,0.316934,0.630173,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.62,test,harry_potter_and_the_sorcerer's_stone,170.864,75,2.2782,13.995,0.11919,0.178322,0.296186,0.589224,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.64,test,harry_potter_and_the_sorcerer's_stone,159.454,66,2.416,14.152,0.127825,0.191202,0.317489,0.631268,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.65,test,harry_potter_and_the_sorcerer's_stone,163.393,76,2.1499,17.273,0.124707,0.186551,0.309799,0.616097,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.66,test,harry_potter_and_the_sorcerer's_stone,179.413,86,2.0862,13.387,0.113446,0.169751,0.282002,0.561195,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.67,test,harry_potter_and_the_sorcerer's_stone,176.904,75,2.3587,14.328,0.115074,0.17218,0.286023,0.569142,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.68,test,harry_potter_and_the_sorcerer's_stone,194.888,78,2.4986,12.895,0.104339,0.156158,0.259495,0.516669,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.69,test,harry_potter_and_the_sorcerer's_stone,191.898,77,2.4922,1.144,0.105984,0.158612,0.263561,0.524716,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.73,test,harry_potter_and_the_sorcerer's_stone,190.833,76,2.511,14.75,0.106582,0.159505,0.265039,0.527643,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.76,test,harry_potter_and_the_sorcerer's_stone,161.18,83,1.9419,0.306,0.12644,0.189136,0.314073,0.62453,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.77,test,harry_potter_and_the_sorcerer's_stone,171.336,77,2.2251,19.105,0.118858,0.177827,0.295366,0.587604,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.79,test,harry_potter_and_the_sorcerer's_stone,207.455,75,2.7661,14.144,0.097952,0.146619,0.243693,0.485371,0.964799,1.0,1.0,1.0,1.0,1.0
bookmia.17.80,test,harry_potter_and_the_sorcerer's_stone,112.093,64,1.7515,5.342,0.182664,0.272863,0.452201,0.895111,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.82,test,harry_potter_and_the_sorcerer's_stone,157.966,78,2.0252,14.283,0.129044,0.19302,0.320495,0.637194,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.84,test,harry_potter_and_the_sorcerer's_stone,186.689,81,2.3048,14.738,0.108975,0.163077,0.270954,0.539346,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.85,test,harry_potter_and_the_sorcerer's_stone,224.151,68,3.2963,15.5,0.090581,0.135609,0.225445,0.449197,0.893766,1.0,1.0,1.0,1.0,1.0
bookmia.17.86,test,harry_potter_and_the_sorcerer's_stone,157.334,76,2.0702,13.619,0.129569,0.193802,0.321788,0.639745,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.88,test,harry_potter_and_the_sorcerer's_stone,184.662,77,2.3982,13.594,0.110185,0.164883,0.273945,0.545261,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.89,test,harry_potter_and_the_sorcerer's_stone,140.661,77,1.8268,14.121,0.14513,0.216997,0.36011,0.715177,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.91,test,harry_potter_and_the_sorcerer's_stone,175.616,72,2.4391,9.327,0.115928,0.173454,0.288131,0.57331,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.94,test,harry_potter_and_the_sorcerer's_stone,160.536,75,2.1405,13.726,0.126953,0.189902,0.315339,0.627028,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.95,test,harry_potter_and_the_sorcerer's_stone,156.424,66,2.3701,11.524,0.130332,0.19494,0.323669,0.643452,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.17.97,test,harry_potter_and_the_sorcerer's_stone,248.116,88,2.8195,14.089,0.081748,0.122409,0.203555,0.405759,0.808046,1.0,1.0,1.0,1.0,1.0
bookmia.17.98,test,harry_potter_and_the_sorcerer's_stone,185.282,90,2.0587,2.998,0.109812,0.164327,0.273023,0.543438,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.01,test,lord_of_the_flies,203.924,81,2.5176,1.451,0.099666,0.14918,0.247936,0.493777,0.981215,1.0,1.0,1.0,1.0,1.0
bookmia.22.02,test,lord_of_the_flies,179.162,73,2.4543,15.181,0.113607,0.169991,0.282399,0.56198,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.06,test,lord_of_the_flies,193.221,71,2.7214,15.001,0.10525,0.157517,0.261746,0.521125,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.07,test,lord_of_the_flies,169.908,70,2.4273,13.132,0.119869,0.179335,0.297861,0.592532,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.08,test,lord_of_the_flies,185.001,74,2.5,0.565,0.10998,0.164578,0.27344,0.544263,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.10,test,lord_of_the_flies,209.325,76,2.7543,12.243,0.097067,0.145298,0.241504,0.481034,0.95631,1.0,1.0,1.0,1.0,1.0
bookmia.22.11,test,lord_of_the_flies,169.063,86,1.9659,8.743,0.120475,0.180239,0.299358,0.595487,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.15,test,lord_of_the_flies,215.824,82,2.632,16.563,0.094114,0.140886,0.234192,0.466542,0.927881,1.0,1.0,1.0,1.0,1.0
bookmia.22.17,test,lord_of_the_flies,171.942,76,2.2624,15.62,0.118434,0.177194,0.29432,0.585537,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.18,test,lord_of_the_flies,207.914,71,2.9284,14.541,0.097733,0.146292,0.243152,0.4843,0.962702,1.0,1.0,1.0,1.0,1.0
bookmia.22.20,test,lord_of_the_flies,211.699,81,2.6136,9.837,0.095967,0.143655,0.238781,0.475637,0.945734,1.0,1.0,1.0,1.0,1.0
bookmia.22.21,test,lord_of_the_flies,217.841,78,2.7928,17.221,0.093233,0.139571,0.232012,0.462219,0.919387,1.0,1.0,1.0,1.0,1.0
bookmia.22.26,test,lord_of_the_flies,206.771,68,3.0408,14.213,0.098279,0.147108,0.244503,0.486977,0.96794,1.0,1.0,1.0,1.0,1.0
bookmia.22.27,test,lord_of_the_flies,227.24,83,2.7378,15.604,0.089337,0.13375,0.222364,0.443085,0.881726,1.0,1.0,1.0,1.0,1.0
bookmia.22.28,test,lord_of_the_flies,193.087,74,2.6093,15.412,0.105324,0.157627,0.261929,0.521486,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.29,test,lord_of_the_flies,199.231,70,2.8462,16.044,0.10204,0.152724,0.253808,0.505409,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.32,test,lord_of_the_flies,230.334,79,2.9156,14.27,0.088125,0.131939,0.21936,0.437127,0.869982,1.0,1.0,1.0,1.0,1.0
bookmia.22.38,test,lord_of_the_flies,207.802,79,2.6304,13.075,0.097786,0.146372,0.243284,0.484561,0.963213,1.0,1.0,1.0,1.0,1.0
bookmia.22.39,test,lord_of_the_flies,157.937,67,2.3573,14.051,0.129068,0.193056,0.320554,0.637311,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.43,test,lord_of_the_flies,188.923,68,2.7783,12.185,0.107671,0.161132,0.267733,0.532974,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.44,test,lord_of_the_flies,212.617,83,2.5617,13.356,0.095548,0.143029,0.237744,0.473583,0.941704,1.0,1.0,1.0,1.0,1.0
bookmia.22.45,test,lord_of_the_flies,182.631,73,2.5018,13.542,0.111424,0.166733,0.277007,0.551319,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.46,test,lord_of_the_flies,149.173,72,2.0719,13.251,0.136747,0.204505,0.339476,0.674592,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.48,test,lord_of_the_flies,216.153,70,3.0879,13.514,0.093969,0.14067,0.233834,0.465831,0.926486,1.0,1.0,1.0,1.0,1.0
bookmia.22.52,test,lord_of_the_flies,189.819,70,2.7117,14.148,0.107158,0.160365,0.266463,0.530459,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.53,test,lord_of_the_flies,172.035,72,2.3894,10.376,0.118369,0.177097,0.29416,0.585221,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.57,test,lord_of_the_flies,244.149,74,3.2993,12.18,0.08309,0.124414,0.206881,0.412362,0.821096,1.0,1.0,1.0,1.0,1.0
bookmia.22.59,test,lord_of_the_flies,187.192,76,2.4631,12.722,0.108678,0.162635,0.270222,0.537898,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.61,test,lord_of_the_flies,175.0,75,2.3333,15.572,0.11634,0.17407,0.289151,0.575324,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.62,test,lord_of_the_flies,191.631,83,2.3088,12.989,0.106133,0.158835,0.26393,0.525447,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.66,test,lord_of_the_flies,184.194,74,2.4891,16.365,0.110468,0.165306,0.274644,0.546645,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.67,test,lord_of_the_flies,173.745,74,2.3479,11.124,0.117191,0.175339,0.29125,0.579473,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.68,test,lord_of_the_flies,230.674,74,3.1172,15.415,0.087994,0.131743,0.219035,0.436482,0.86871,1.0,1.0,1.0,1.0,1.0
bookmia.22.70,test,lord_of_the_flies,151.727,70,2.1675,16.589,0.134417,0.201031,0.333736,0.663289,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.77,test,lord_of_the_flies,136.825,70,1.9546,0.09,0.149252,0.223138,0.370247,0.735086,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.78,test,lord_of_the_flies,186.051,84,2.2149,12.332,0.109353,0.163641,0.271889,0.541194,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.79,test,lord_of_the_flies,160.365,74,2.1671,12.345,0.12709,0.190106,0.315677,0.627694,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.85,test,lord_of_the_flies,198.136,74,2.6775,5.406,0.10261,0.153576,0.255219,0.508202,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.86,test,lord_of_the_flies,198.589,67,2.964,11.942,0.102374,0.153222,0.254633,0.507042,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.88,test,lord_of_the_flies,261.629,74,3.5355,1.385,0.077486,0.116038,0.192985,0.384768,0.766518,1.0,1.0,1.0,1.0,1.0
bookmia.22.89,test,lord_of_the_flies,180.275,75,2.4037,13.613,0.112897,0.168932,0.280647,0.558515,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.90,test,lord_of_the_flies,174.625,68,2.568,8.227,0.116593,0.174447,0.289775,0.576558,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.91,test,lord_of_the_flies,193.956,85,2.2818,13.44,0.104846,0.156915,0.260749,0.519151,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.92,test,lord_of_the_flies,138.387,78,1.7742,1.747,0.147546,0.220596,0.366052,0.726848,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.94,test,lord_of_the_flies,188.386,76,2.4788,12.943,0.107982,0.161595,0.268501,0.534492,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.95,test,lord_of_the_flies,262.557,81,3.2414,19.195,0.07721,0.115625,0.192299,0.383405,0.763821,1.0,1.0,1.0,1.0,1.0
bookmia.22.96,test,lord_of_the_flies,209.439,79,2.6511,16.853,0.097014,0.145218,0.241372,0.480772,0.955797,1.0,1.0,1.0,1.0,1.0
bookmia.22.97,test,lord_of_the_flies,174.02,71,2.451,11.04,0.117003,0.175059,0.290788,0.578559,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.98,test,lord_of_the_flies,198.047,79,2.5069,17.013,0.102657,0.153645,0.255334,0.50843,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.22.99,test,lord_of_the_flies,186.168,76,2.4496,15.767,0.109283,0.163538,0.271717,0.540855,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.00,val,five_on_a_treasure_island,128.892,71,1.8154,0.213,0.158561,0.237002,0.393121,0.779932,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.07,val,five_on_a_treasure_island,139.786,64,2.1842,14.897,0.14605,0.218368,0.362374,0.719624,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.08,val,five_on_a_treasure_island,128.0,66,1.9394,11.164,0.159681,0.238668,0.39587,0.785313,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.09,val,five_on_a_treasure_island,147.358,80,1.842,12.969,0.138453,0.207047,0.343676,0.682859,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.10,val,five_on_a_treasure_island,173.099,83,2.0855,16.614,0.117633,0.175999,0.292343,0.581631,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.12,val,five_on_a_treasure_island,163.232,68,2.4005,14.221,0.124831,0.186737,0.310106,0.616703,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.13,val,five_on_a_treasure_island,129.452,86,1.5053,10.797,0.157866,0.235967,0.391414,0.77659,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.14,val,five_on_a_treasure_island,163.197,68,2.4,17.53,0.124858,0.186777,0.310173,0.616835,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.15,val,five_on_a_treasure_island,140.96,65,2.1686,13.883,0.144818,0.216533,0.359343,0.713669,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.17,val,five_on_a_treasure_island,124.875,66,1.892,1.413,0.16373,0.244696,0.405808,0.804755,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.18,val,five_on_a_treasure_island,96.692,67,1.4432,16.168,0.212188,0.316721,0.524262,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.19,val,five_on_a_treasure_island,159.977,70,2.2854,7.44,0.127402,0.190571,0.316447,0.629212,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.23,val,five_on_a_treasure_island,134.228,67,2.0034,12.017,0.152177,0.227495,0.377438,0.749197,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.24,val,five_on_a_treasure_island,148.211,76,1.9501,12.282,0.137646,0.205844,0.34169,0.678949,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.27,val,five_on_a_treasure_island,135.22,64,2.1128,14.43,0.151047,0.225811,0.374659,0.743744,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.28,val,five_on_a_treasure_island,152.824,77,1.9847,13.673,0.13344,0.199575,0.33133,0.658548,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.29,val,five_on_a_treasure_island,177.28,71,2.4969,14.781,0.114827,0.171812,0.285413,0.567937,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.33,val,five_on_a_treasure_island,135.729,74,1.8342,14.419,0.150473,0.224956,0.373249,0.740977,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.34,val,five_on_a_treasure_island,159.13,64,2.4864,16.009,0.128089,0.191595,0.318139,0.632549,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.35,val,five_on_a_treasure_island,151.66,64,2.3697,12.317,0.134477,0.201121,0.333884,0.663581,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.36,val,five_on_a_treasure_island,192.649,74,2.6034,11.905,0.105566,0.157988,0.262528,0.522671,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.38,val,five_on_a_treasure_island,167.217,71,2.3552,11.733,0.121821,0.182247,0.302679,0.602045,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.40,val,five_on_a_treasure_island,143.447,66,2.1734,12.722,0.142276,0.212745,0.353087,0.701372,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.42,val,five_on_a_treasure_island,129.359,73,1.772,12.543,0.157981,0.236138,0.391697,0.777143,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.44,val,five_on_a_treasure_island,145.032,79,1.8358,11.816,0.140702,0.210398,0.349212,0.693751,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.46,val,five_on_a_treasure_island,125.561,70,1.7937,13.973,0.162824,0.243347,0.403584,0.800406,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.47,val,five_on_a_treasure_island,145.568,74,1.9671,1.153,0.140177,0.209616,0.347921,0.69121,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.50,val,five_on_a_treasure_island,166.512,70,2.3787,12.732,0.122343,0.183026,0.303967,0.604588,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.51,val,five_on_a_treasure_island,143.481,69,2.0794,15.629,0.142242,0.212694,0.353003,0.701207,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.52,val,five_on_a_treasure_island,127.569,64,1.9933,12.341,0.160227,0.239482,0.397211,0.78794,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.54,val,five_on_a_treasure_island,124.391,69,1.8028,12.157,0.164376,0.245657,0.407392,0.80785,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.55,val,five_on_a_treasure_island,111.723,74,1.5098,3.56,0.183278,0.273775,0.453701,0.898019,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.59,val,five_on_a_treasure_island,180.849,84,2.153,13.285,0.112535,0.168391,0.279751,0.556745,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.60,val,five_on_a_treasure_island,143.445,80,1.7931,1.07,0.142278,0.212748,0.353092,0.701382,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.71,val,five_on_a_treasure_island,138.758,68,2.0406,16.896,0.147146,0.220001,0.365069,0.724919,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.72,val,five_on_a_treasure_island,144.804,64,2.2626,13.793,0.140926,0.210733,0.349765,0.694837,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.73,val,five_on_a_treasure_island,158.908,63,2.5223,16.533,0.12827,0.191865,0.318586,0.63343,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.74,val,five_on_a_treasure_island,184.801,84,2.2,13.943,0.110101,0.164758,0.273737,0.544852,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.75,val,five_on_a_treasure_island,186.845,66,2.831,16.815,0.108883,0.16294,0.270727,0.538897,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.76,val,five_on_a_treasure_island,150.916,71,2.1256,4.068,0.135148,0.202121,0.335538,0.666837,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.77,val,five_on_a_treasure_island,124.774,68,1.8349,12.747,0.163864,0.244896,0.406138,0.805399,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.81,val,five_on_a_treasure_island,148.255,64,2.3165,6.671,0.137605,0.205783,0.341588,0.678748,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.84,val,five_on_a_treasure_island,128.495,62,2.0725,16.387,0.159058,0.23774,0.394339,0.782318,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.85,val,five_on_a_treasure_island,157.174,82,1.9168,13.948,0.129702,0.194001,0.322117,0.640393,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.86,val,five_on_a_treasure_island,146.052,66,2.2129,9.757,0.139707,0.208915,0.346763,0.688932,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.88,val,five_on_a_treasure_island,173.488,69,2.5143,7.636,0.117366,0.175601,0.291684,0.580329,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.89,val,five_on_a_treasure_island,146.873,71,2.0686,11.087,0.138916,0.207737,0.344816,0.685102,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.90,val,five_on_a_treasure_island,118.062,68,1.7362,11.973,0.173308,0.258948,0.429292,0.850584,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.92,val,five_on_a_treasure_island,133.151,73,1.824,16.447,0.153424,0.229352,0.380503,0.755207,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.14.97,val,five_on_a_treasure_island,142.567,70,2.0367,12.611,0.143165,0.21407,0.355276,0.705675,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.03,val,the_da_vinci_code,219.266,76,2.8851,16.62,0.092621,0.138656,0.230496,0.459213,0.913477,1.0,1.0,1.0,1.0,1.0
bookmia.35.04,val,the_da_vinci_code,145.794,66,2.209,13.908,0.139957,0.209289,0.347379,0.690145,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.06,val,the_da_vinci_code,169.155,65,2.6024,11.384,0.120409,0.18014,0.299194,0.595164,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.07,val,the_da_vinci_code,156.54,74,2.1154,16.607,0.130234,0.194794,0.323428,0.642977,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.08,val,the_da_vinci_code,133.43,69,1.9338,3.006,0.153099,0.228868,0.379704,0.753641,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.09,val,the_da_vinci_code,187.516,77,2.4353,10.414,0.108489,0.162352,0.269753,0.53697,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.10,val,the_da_vinci_code,182.318,71,2.5679,14.142,0.111618,0.167022,0.277485,0.552264,1.0,1.0,1.0,1.0,1.0,1.0
