prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
bookmia.13.01,,380,1.0,221.9767,221.9768,403.2418,416.0214,473.1396,1.0317,0.8523,0.8793,0.8124,0.473,55.0,0.0,2.9971,514511584.0,0.488432
bookmia.13.03,,380,1.0,230.5621,230.5621,412.512,426.8482,486.6524,1.0348,0.8477,0.8771,0.8009,0.4354,53.95,0.0,3.4813,525720672.0,0.499102
bookmia.13.04,,380,1.0,208.1994,208.1994,381.6021,394.7636,452.3717,1.0345,0.8436,0.8727,0.8165,0.4175,57.89,0.0,2.9038,493588512.0,0.515267
bookmia.13.05,,380,1.0,217.7729,217.7729,439.1642,452.6539,528.0079,1.0307,0.8317,0.8573,0.792,0.4193,53.95,0.0,3.2734,566776640.0,0.542134
bookmia.13.08,,380,1.0,233.5166,233.5166,428.2242,443.0645,507.7659,1.0347,0.8433,0.8726,0.7999,0.4342,54.47,0.0,3.4566,533972768.0,0.49647
bookmia.13.09,,380,1.0,230.8564,230.8564,434.3651,449.0453,517.685,1.0338,0.8391,0.8674,0.7861,0.4262,51.58,0.0,3.5796,560647808.0,0.51681
bookmia.13.10,,380,1.0,231.7347,231.7346,444.8351,461.9883,534.4573,1.0386,0.8323,0.8644,0.7963,0.4355,53.16,0.0,3.3905,577248704.0,0.529598
bookmia.13.12,,380,1.0,220.6426,220.6426,394.204,407.5053,463.146,1.0337,0.8511,0.8799,0.8124,0.4448,54.47,0.0,3.0402,506188096.0,0.497203
bookmia.13.13,,380,1.0,226.0849,226.085,430.3645,443.2843,513.2003,1.03,0.8386,0.8638,0.7869,0.4069,51.84,0.0,3.7947,608335168.0,0.533322
bookmia.13.16,,380,1.0,220.0734,220.0734,382.8469,395.1393,444.4484,1.0321,0.8614,0.8891,0.8249,0.449,57.63,0.0,3.0973,471889760.0,0.464054
bookmia.13.18,,380,1.0,225.2611,225.2611,414.363,427.4645,492.2477,1.0316,0.8418,0.8684,0.7958,0.4205,54.47,0.0,3.1751,541062144.0,0.511147
bookmia.13.22,,380,1.0,229.6022,229.6022,430.1935,444.3167,506.4587,1.0328,0.8494,0.8773,0.8067,0.4537,51.84,0.0,3.3149,514900096.0,0.495774
bookmia.13.23,,380,1.0,220.5871,220.5871,415.6155,428.6821,490.6768,1.0314,0.847,0.8737,0.8136,0.439,56.58,0.0,3.1075,524283360.0,0.49858
bookmia.13.25,,380,1.0,193.0825,193.0825,343.2313,356.4368,400.4093,1.0385,0.8572,0.8902,0.8575,0.455,63.42,0.0,2.2071,410650624.0,0.467554
bookmia.13.27,,380,1.0,224.3354,224.3354,435.0179,448.9042,518.6414,1.0319,0.8388,0.8655,0.802,0.4241,54.21,0.0,3.4311,556329600.0,0.522306
bookmia.13.29,,380,1.0,217.2786,217.2786,396.0272,409.667,468.393,1.0344,0.8455,0.8746,0.8145,0.4312,56.58,0.0,2.9764,503390688.0,0.500951
bookmia.13.31,,380,1.0,214.3634,214.3634,401.7479,415.6025,474.5195,1.0345,0.8466,0.8758,0.8184,0.455,56.05,0.0,2.6016,501551872.0,0.500285
bookmia.13.32,,380,1.0,227.4654,227.4654,432.5349,445.2928,520.6423,1.0295,0.8308,0.8553,0.7677,0.3945,52.37,0.0,4.007,569970624.0,0.545471
bookmia.13.34,,380,1.0,230.3,230.3,422.2704,435.725,496.5885,1.0319,0.8503,0.8774,0.8014,0.448,52.37,0.0,3.5456,514405728.0,0.493441
bookmia.13.35,,380,1.0,211.9357,211.9357,410.5062,424.6604,492.4755,1.0345,0.8336,0.8623,0.8123,0.4172,57.11,0.0,2.9422,584373568.0,0.541042
bookmia.13.37,,380,1.0,240.4715,240.4715,457.0717,471.0381,547.3943,1.0306,0.835,0.8605,0.7695,0.4133,49.74,0.0,4.1231,614417600.0,0.535185
bookmia.13.41,,380,1.0,227.4437,227.4437,404.951,416.2408,472.4358,1.0279,0.8572,0.8811,0.8027,0.4454,53.95,0.0,3.4155,530639424.0,0.484515
bookmia.13.42,,380,1.0,222.6013,222.6013,429.6608,443.0768,515.0607,1.0312,0.8342,0.8602,0.7915,0.4193,54.21,0.0,3.4115,597615232.0,0.537699
bookmia.13.43,,380,1.0,219.6233,219.6233,385.7121,397.2518,451.0267,1.0299,0.8552,0.8808,0.802,0.4408,53.95,0.0,3.3109,501432192.0,0.488262
bookmia.13.44,,380,1.0,217.4196,217.4196,406.6256,419.2802,482.6511,1.0311,0.8425,0.8687,0.797,0.4201,55.0,0.0,3.2958,512708864.0,0.510413
bookmia.13.45,,380,1.0,229.3298,229.3298,411.4301,425.2761,487.7508,1.0337,0.8435,0.8719,0.7891,0.4359,53.16,0.0,3.3697,535009056.0,0.511231
