model,corpus,params,family,work,id,n_tok,n_char,total_nats,s_rate,k_crit,uncertified_width,nats_per_tok
common-pile/comma-v0.1-1t,commonpile,7.0,passage,lord_of_the_flies,bookmia.22.89,75,252,186.1667261941475,0.7387568499767757,3.321437120437622,4.495981486387623,2.4822230159219667
common-pile/comma-v0.1-1t,commonpile,7.0,passage,lord_of_the_flies,bookmia.22.90,68,250,177.2129655762983,0.7088518623051933,8.560975074768066,12.077241423797197,2.6060730231808575
common-pile/comma-v0.1-1t,commonpile,7.0,passage,lord_of_the_flies,bookmia.22.91,85,257,202.98510847007856,0.7898253247862979,13.22518253326416,16.744439711201313,2.388060099647983
common-pile/comma-v0.1-1t,commonpile,7.0,passage,lord_of_the_flies,bookmia.22.92,78,209,138.02800519761513,0.6604210775005509,0.8673329949378967,1.3133030190684265,1.769589810225835
common-pile/comma-v0.1-1t,commonpile,7.0,passage,lord_of_the_flies,bookmia.22.94,76,271,190.52120421139625,0.7030302738427906,5.676616191864014,8.074497504688399,2.506857950149951
common-pile/comma-v0.1-1t,commonpile,7.0,passage,lord_of_the_flies,bookmia.22.95,81,295,271.5517699480406,0.9205144744001377,4.282580375671387,4.652377007392711,3.352490987012847
common-pile/comma-v0.1-1t,commonpile,7.0,passage,lord_of_the_flies,bookmia.22.96,79,302,222.10261649321183,0.7354391274609663,4.649267196655273,6.321756652663323,2.8114255252305296
common-pile/comma-v0.1-1t,commonpile,7.0,passage,lord_of_the_flies,bookmia.22.97,71,265,176.09436592283964,0.6645070412182628,5.02000617980957,7.554481545607443,2.4802023369414035
common-pile/comma-v0.1-1t,commonpile,7.0,passage,lord_of_the_flies,bookmia.22.98,79,294,190.92730171384392,0.6494125908634146,5.296672821044922,8.156098134781814,2.4168012875170115
common-pile/comma-v0.1-1t,commonpile,7.0,passage,lord_of_the_flies,bookmia.22.99,76,258,176.9674289287941,0.6859202671658686,6.791755199432373,9.901668640722635,2.3285188016946594
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_000,243,989,279.41347403372424,0.28252120731418023,6.333160400390625,22.416584087961148,1.1498496873815813
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_000,238,904,340.24800492738547,0.37638053642409897,6.333160400390625,16.826482210160123,1.4296134660814515
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_000,236,930,261.78683953365953,0.28149122530501025,6.34291934967041,22.533275567639915,1.1092662692104218
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_001,239,963,259.98375742827375,0.2699727491467017,2.4533486366271973,9.08739361428683,1.087798148235455
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_001,224,1031,467.83238525250954,0.4537656500994273,4.148011207580566,9.141307207082932,2.088537434162989
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_001,224,1019,265.02389537791055,0.26008233108725276,2.296661853790283,8.830518567675387,1.1831423900799578
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_002,233,889,216.73910858339508,0.2438010220285659,5.780661106109619,23.710569619483817,0.9302107664523394
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_002,197,752,236.2661549556186,0.3141837166963013,5.768504619598389,18.36029148886282,1.1993205835310587
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_002,240,929,225.8686443254241,0.2431309411468505,5.780661106109619,23.775917120388698,0.9411193513559337
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_003,219,1010,383.1555102927823,0.3793618913789924,11.76884937286377,31.02275067768044,1.749568540149691
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_003,230,1025,395.504101833855,0.38585766032571217,4.037533124287923,10.463788954921199,1.7195830514515433
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_004,251,1028,402.98604023011706,0.3920097667608143,7.180354595184326,18.316774743945185,1.6055220726299484
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_004,259,1015,343.57245278987415,0.33849502737918635,7.180354595184326,21.21258516196991,1.326534566756271
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_004,245,1028,330.2150757672176,0.3212208908241417,7.180354595184326,22.35332383507816,1.3478166357845618
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_005,207,1004,467.9991483070813,0.4661346098676109,12.714241027832031,27.275900048363848,2.260865450758847
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_005,228,1007,201.06484616799412,0.19966717593643904,12.714241027832031,63.67717161422373,0.8818633603859392
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_006,241,951,313.8475993519961,0.3300185061535185,6.119529724121094,18.54298959002742,1.3022721964813118
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_006,241,987,255.0341850634058,0.25839329793658133,6.119529724121094,23.683004834061286,1.0582331330431776
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_006,236,963,257.3543627200378,0.2672423288889281,6.119529724121094,22.898804053846227,1.0904845877967704
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_007,233,979,246.1821373744441,0.25146285737941176,1.3640363216400146,5.424404764405948,1.0565756968860263
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_007,226,974,272.458226324723,0.27973123852640963,1.3687843084335327,4.893212197694198,1.2055673731182435
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_007,78,331,147.194170119129,0.4446953780034109,4.310012181599935,9.69205526927441,1.8871047451170386
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_008,237,992,314.78208805190025,0.31732065327812525,6.358770370483398,20.03894264301184,1.3281944643540096
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_008,238,1020,338.2240014596199,0.331592158293745,14.987071990966797,45.19730523208065,1.4211092498303357
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_008,239,977,460.91266087437765,0.47176321481512556,14.943865776062012,31.67662358312148,1.9285048572149692
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_009,231,986,247.30910519665076,0.250820593505731,3.7988227208455405,15.145577433452415,1.070602186998488
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_009,237,1047,240.3356870290953,0.2295469790153728,3.7988227208455405,16.549216797103362,1.0140746288147482
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_009,228,999,247.40172144790427,0.24764937081872299,3.7988227208455405,15.339520986008251,1.085095269508352
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_010,243,996,301.62415116762025,0.302835493140181,6.0211358070373535,19.88253009778547,1.2412516508955567
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_010,248,1001,307.449093208513,0.30714195125725574,6.0211358070373535,19.603755795619644,1.2397140855181974
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_010,234,1028,418.9040889304372,0.4074942499323319,6.022686004638672,14.779806109261157,1.7901884142326376
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_011,228,1077,370.27858778770434,0.34380555969146176,3.460270881652832,10.064615839133465,1.6240288938057208
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_011,244,1082,288.43658148183675,0.26657724721057,4.40005620320638,16.505745517473834,1.1821171372206425
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_011,232,1112,304.92299313841613,0.27421132476476273,3.460270881652832,12.618993342529851,1.3143232462862764
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_012,228,898,218.04862717564038,0.2428158431800004,1.337184224809919,5.506989195176439,0.956353627963335
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_012,90,366,207.82881534270837,0.5678382932860885,4.485677401224772,7.899568335319712,2.3092090593634262
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_012,242,950,249.94665863576802,0.2631017459323874,5.987510681152344,22.757396230624142,1.0328374323792067
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_013,252,970,283.07160118739336,0.29182639297669416,6.3382649421691895,21.719299880718385,1.1233000047118784
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_013,122,477,179.4987328380896,0.37630761601276647,6.337385177612305,16.840969749061113,1.4713010888368
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_013,240,1025,314.59047761072145,0.30691753913241115,6.3382649421691895,20.651361144384513,1.3107936567113394
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_014,223,1037,332.197107583641,0.32034436604015526,6.406604290008545,19.999116479562108,1.4896731281777624
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_014,234,1082,353.1581456336112,0.3263938499386425,6.406604290008545,19.628446710049523,1.509222844588082
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_014,231,949,392.22920518278744,0.41330790851716276,6.406604290008545,15.500802568704074,1.697961927198214
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_015,189,812,194.7213939587166,0.23980467236295147,4.228801091512044,17.634356536271437,1.0302719257074953
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_015,233,923,287.94426394995185,0.31196561641381565,4.228801091512044,13.55534350267188,1.2358122916306946
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_015,53,252,49.79071810923415,0.19758221471918314,11.373774528503418,57.564768897183264,0.939447511494984
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_016,244,943,261.77386813646547,0.2775968909188393,6.493505477905273,23.391852323748726,1.07284372187076
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_016,227,1002,281.01779769011176,0.28045688392226725,6.473974227905273,23.083670250360587,1.2379638664762633
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_016,235,994,369.9310778289496,0.3721640622021626,6.493505477905273,17.44796485582734,1.5741747992721258
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_017,229,957,324.93799684401336,0.33953813672310695,6.474545955657959,19.068685533071488,1.418943217659447
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_017,68,282,81.4391947102713,0.2887914706037989,6.484180927276611,22.45281314479139,1.197635216327519
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_017,240,926,272.4982920318582,0.29427461342533284,6.484723091125488,22.036298053861437,1.1354095501327426
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_018,234,919,245.32366300550336,0.26694631447824085,6.3180623054504395,23.667913594534504,1.0483917222457408
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_018,228,944,309.88656584134327,0.32826966720481277,6.3180623054504395,19.246561399498717,1.3591516045672951
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_018,235,952,323.41400939902184,0.3397205981082162,6.3180623054504395,18.597819327510585,1.37622982722988
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_019,249,960,291.64626061463605,0.3037981881402459,6.527372360229492,21.48588311269383,1.1712701229503455
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_019,233,1109,316.6320973667012,0.2855113592125349,6.522185325622559,22.84387333523721,1.3589360402004342
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_019,241,1088,261.43546133279165,0.2402899460779335,6.527372360229492,27.164567085601085,1.0847944453642806
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_020,218,943,296.2234109249813,0.31412874965533544,3.562915086746216,11.342212677621754,1.3588229858944096
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_020,233,936,259.0858533068603,0.27680112532784223,3.562915086746216,12.8717507290706,1.1119564519607739
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_020,234,1002,534.0091265446507,0.5329432400645217,3.562915086746216,6.685355623076982,2.282090284378849
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_021,239,1062,203.16590326578824,0.19130499365893433,6.444109916687012,33.68500630033637,0.8500665408610387
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_021,227,967,250.62252149654273,0.2591753066148322,6.434736251831055,24.827736623049123,1.1040639713504086
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_021,235,1005,261.915805714027,0.26061274200400697,6.434736251831055,24.690796782807034,1.1145353434639447
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_022,230,811,349.0868665352825,0.43044003271921394,5.795925617218018,13.46511749988374,1.517768984936011
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_022,226,839,332.45555208797634,0.39625214789985264,5.733425617218018,14.469134483195441,1.4710422658760016
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_022,219,935,289.35595337716114,0.30947160789001193,5.733425617218018,18.526499591703132,1.3212600610829275
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_023,214,905,195.3518662119737,0.21585841570383832,6.735681056976318,31.20416239048931,0.9128591879064191
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_023,219,933,249.58592480436982,0.26750902980103947,6.735681056976318,25.179266142851322,1.139661757097579
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_023,150,643,282.3031260574546,0.43904063150459505,6.735681056976318,15.34181707486411,1.8820208403830307
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_024,241,986,408.5661794442489,0.4143673219515709,2.2813897132873535,5.505718217697655,1.6952953503910744
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_024,237,965,349.55815240798535,0.3622364273657879,2.2813897132873535,6.298068170221865,1.4749289131138623
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_024,232,968,282.77666670726364,0.29212465568932194,2.3427252769470215,8.01960817521181,1.2188649427037226
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_025,230,1107,370.60336175722614,0.33478171793787365,9.968700408935547,29.77671681219303,1.6113189641618528
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_025,225,1063,343.79377121215816,0.32341841130024285,9.968700408935547,30.822921827048322,1.5279723164984806
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_025,230,1040,280.0738966544547,0.2693018237062064,9.968700408935547,37.01683216156328,1.217712594149803
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_026,215,955,383.18118335349936,0.40123684120785275,4.787687301635742,11.93232228432278,1.7822380621092995
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_026,218,1000,463.9395452987629,0.46393954529876286,3.925093650817871,8.460355860137405,2.1281630518291874
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_026,235,962,249.03425109898473,0.2588713628887575,4.787687301635742,18.49446477281117,1.0597202174424882
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_027,233,827,275.07565664772653,0.33261869002143474,6.674110412597656,20.06534994220427,1.180582217372217
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_028,227,910,278.131040499998,0.3056385060439538,5.4268239339192705,17.755694477641637,1.2252468744493303
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_028,235,945,252.50724338467518,0.26720343215309544,7.002946853637695,26.208296791731794,1.0744989080198943
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_029,224,985,229.4998346983092,0.23299475603889258,2.8991066614786782,12.442797901403178,1.0245528334745946
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_029,216,993,229.26096409322764,0.23087710381996743,2.8991066614786782,12.55692579953417,1.0613933522834613
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_029,230,951,210.6755915852797,0.22153059052079885,2.8991066614786782,13.086710303363226,0.915980832979477
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_030,232,1012,299.58562792158466,0.29603322917152636,6.2697343826293945,21.179157489095964,1.2913173617309683
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_030,220,920,454.1456952700719,0.4936366252935564,6.235448837280273,12.631657615705013,2.0642986148639633
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_030,227,1041,427.8899225163043,0.4110373895449609,6.235448837280273,15.170028313441826,1.8849776322304155
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_031,193,905,335.08149443214916,0.370255794952651,6.361725330352783,17.181973697849436,1.7361735462805656
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_031,234,1076,256.49967695374824,0.23838259939939427,6.361725330352783,26.687037335699713,1.0961524656143087
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_031,203,842,448.2277121394273,0.5323369502843555,6.361725330352783,11.950561250641302,2.2080182864011197
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_032,231,953,213.845190629954,0.22439159562429592,6.353071212768555,28.312429416499405,0.9257367559738269
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_032,239,864,355.550340660531,0.4115165979867257,6.367972373962402,15.47439983008368,1.4876583291235606
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_032,235,1020,203.35809116544004,0.1993706776131765,2.8113012313842773,14.100876142071542,0.8653535794274044
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_033,237,839,359.1608304011834,0.4280820386188121,2.717031478881836,6.346987805534235,1.515446541777145
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_034,138,532,328.18719052517326,0.6168932152728821,2.7279934883117676,4.422148632490702,2.3781680472838644
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_034,244,1023,572.2236636118021,0.5593584199528857,2.6383543014526367,4.716750847649461,2.345178949228697
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_034,192,834,506.62915395536083,0.607469009538802,2.695425510406494,4.437140772749699,2.638693510184171
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_035,62,331,68.54315735219484,0.20707902523321703,4.146245956420898,20.022529813202006,1.1055347960031425
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,neutral,neutral_bio_035,210,1045,247.53340239029907,0.23687406927301347,4.146158536275228,17.503640432235315,1.1787304875728528
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00006_David Galloway (writer),192,776,505.3765072796705,0.6512583856696784,5.762253284454346,8.847875760600171,2.6321693087482836
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00006_David Galloway (writer),158,638,383.6652432959381,0.6013561807146366,5.762253284454346,9.582097048718495,2.428261033518596
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00007_Cheyenne Brando,76,267,142.51209207907232,0.5337531538542034,3.9330894947052,7.368742397688085,1.875159106303583
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00007_Cheyenne Brando,239,867,496.54365832972144,0.5727147154898747,3.9626498222351074,6.919064090828595,2.0775885285762405
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00007_Cheyenne Brando,152,568,325.6095053199888,0.5732561713380084,3.9626498222351074,6.91252884898925,2.142167798157821
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00015_Amr Shabana,217,923,297.14055220451155,0.3219290923125802,4.496627330780029,13.967756994183008,1.36931130048162
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00015_Amr Shabana,224,968,297.4293427410717,0.3072617177077187,4.496627330780029,14.634518625771094,1.3278095658083557
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00015_Amr Shabana,229,976,343.2939383856009,0.35173559260819764,4.496627330780029,12.784112342559755,1.4991001676227114
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00017_Abdulqawi Yusuf,222,843,304.23686571340954,0.36089782409657123,4.571654319763184,12.667447722100626,1.3704363320423854
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00017_Abdulqawi Yusuf,221,790,277.4866428264104,0.3512489149701397,4.571654319763184,13.015426169079634,1.2555956688977845
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00017_Abdulqawi Yusuf,64,213,104.33168502044282,0.4898201174668677,4.584036350250244,9.358611838886581,1.630182578444419
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00025_Carlos P. Romulo,226,902,530.7952285687404,0.5884647766837476,2.5143632888793945,4.2727507040419885,2.348651453843984
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00025_Carlos P. Romulo,235,843,345.1957342669152,0.4094848567816313,2.5143632888793945,6.1403083587539005,1.468918018157086
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00025_Carlos P. Romulo,234,920,305.0456887186866,0.33157140078118114,2.5143632888793945,7.58317298462884,1.3036140543533616
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00027_Arthur Ewert,239,877,374.02609236486035,0.42648357168171075,1.149600664774577,2.695533289222536,1.5649627295600852
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00027_Arthur Ewert,222,903,456.51106283581794,0.5055493497628105,1.149600664774577,2.273963294214377,2.056356138900081
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00027_Arthur Ewert,235,907,446.28717773240555,0.4920476049971395,1.149600664774577,2.3363606551468936,1.8990943733293852
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00039_Chris Duffield,70,316,201.61805235733482,0.6380318112573886,7.845164775848389,12.295883429993381,2.880257890819069
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00040_Daniil Medvedev,246,888,333.8676912755669,0.3759771298148276,7.799741268157959,20.745254563753406,1.3571857368925484
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00040_Daniil Medvedev,231,783,251.13723065576252,0.3207372039026341,7.7914323806762695,24.29226259340188,1.0871741586829546
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00040_Daniil Medvedev,233,854,290.8418513846368,0.34056422878763093,7.7914323806762695,22.8780116115332,1.2482482892044497
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00043_Alexander Vovin,102,454,273.3906705234094,0.6021820936638974,7.513284683227539,12.47676535433651,2.6803006914059746
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00043_Alexander Vovin,150,676,259.1538667117957,0.38336370815354387,7.554502964019775,19.705837572381956,1.7276924447453046
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00044_Cobhams Asuquo,227,802,388.420428132074,0.4843147482943566,7.85928201675415,16.227633051507734,1.711103207630282
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00044_Cobhams Asuquo,237,850,335.3699007980081,0.3945528244682448,7.85928201675415,19.919467126731206,1.4150628725654348
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00044_Cobhams Asuquo,220,863,498.50906826783057,0.5776466607970226,7.85928201675415,13.60569107403842,2.265950310308321
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00045_David Bogue,208,816,514.2676502113507,0.6302299634943023,11.173140525817871,17.728672346628095,2.472440626016109
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00048_Don Beard,56,241,111.99896300656837,0.46472598757912187,8.010811805725098,17.23771000510536,1.9999814822601496
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00053_Andriy Yarmolenko,233,827,312.4451219429884,0.37780546788753133,2.205652952194214,5.838065194045347,1.3409661885965167
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00053_Andriy Yarmolenko,233,852,283.2414435491007,0.33244300886044686,2.205652952194214,6.634679910264271,1.2156285130862692
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00053_Andriy Yarmolenko,219,801,290.62292554509077,0.3628251255244579,2.205652952194214,6.079107528746743,1.3270453221237022
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00058_Danny Faure,155,533,199.77407451228055,0.37481064636450384,2.5182243982950845,6.718657601433519,1.288864996853423
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00058_Danny Faure,57,208,127.9715280297869,0.615247730912437,2.4975503285725913,4.059422250722688,2.2451145268383668
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00063_Ayman al-Zawahiri,246,949,331.0460812860924,0.3488367558336063,7.826117515563965,22.434899375388614,1.3457157775857413
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00063_Ayman al-Zawahiri,247,911,248.78418897836664,0.27308912072268565,7.826117515563965,28.657741820155362,1.0072234371593791
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00063_Ayman al-Zawahiri,257,916,295.46750366045,0.32256277692188867,7.826117515563965,24.26230822491687,1.1496790025698445
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00064_Diego Suarez (garden designer),108,395,320.12934933749057,0.8104540489556723,6.046069622039795,7.460101692169452,2.9641606420138014
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00075_Antonio Leviste,75,301,213.5844168183594,0.7095827801274398,11.489095687866211,16.191339487977412,2.8477922242447917
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00075_Antonio Leviste,156,613,438.2155087793035,0.7148703242729257,11.48560619354248,16.06669881733329,2.8090737742263046
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00078_Chi Pu,91,304,174.2965064845048,0.5733437713306079,8.082581520080566,14.097269254922974,1.9153462251044482
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00078_Chi Pu,137,562,317.5654155882057,0.5650630170608643,8.071345329284668,14.283973796882348,2.3179957342204798
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,"fact_00080_Felipe (footballer, born 1977)",228,851,355.69674736724664,0.4179750262834861,6.18228816986084,14.791046787727895,1.5600734533651168
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00084_Alfred Hitchcock,246,959,276.6212697968625,0.28844762231163973,5.1463775634765625,17.84163628125317,1.124476706491311
