published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,4477.226,-4871.069,0.0,False
1.0,2.0,1.9382,4477.226,-5886.372,7.781,False
1.0,4.0,3.4274,4477.226,-5047.027,1.349,False
1.0,8.0,5.3012,4477.226,-2970.346,-14.567,False
3.0,1.0,3.0,5139.834,-1573.949,0.0,False
3.0,2.0,5.4943,5139.834,-1572.465,-0.011,False
3.0,4.0,8.3592,5139.834,-798.938,-5.94,False
3.0,8.0,10.1626,5139.834,-423.666,-8.816,False
