prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64
bookmia.00.11,1984,0.1733,0.2713,0.0,0.0,0.1214,0,0,0.0,1,0.0506,0.0,0.0506,0.0,1,0.0187,0.0,0.1158,0.0,1,0.0903,0.0,0.1214
bookmia.00.26,1984,0.0,0.1957,0.0,0.0,0.1287,0,0,0.0,1,0.0094,0.0,0.0094,0.0,1,0.0094,0.0,0.1026,0.0,1,0.0094,0.0,0.1287
bookmia.00.31,1984,1.0,0.8863,0.0,0.0,0.1349,0,0,0.0,2,0.1107,0.0,0.1107,0.0,2,0.1107,0.0,0.1232,0.0,2,0.0763,0.0,0.1349
bookmia.00.40,1984,0.6961,0.7032,0.0,0.0,0.1348,0,0,0.0,2,0.0591,0.0,0.0591,0.0,2,0.1205,0.0,0.1205,0.0,2,0.1288,0.0,0.1348
bookmia.00.46,1984,0.0,0.2189,0.0,0.0,0.1535,0,0,0.0,2,0.0678,0.0,0.0678,0.0,2,0.1364,0.0,0.1364,0.0,2,0.1429,0.0,0.1535
bookmia.00.48,1984,0.3192,0.4057,0.0,0.0,0.1413,0,0,0.0,3,0.0433,0.0,0.0433,0.0,1,0.095,0.0,0.125,0.0,1,0.095,0.0,0.1413
bookmia.00.64,1984,0.0,0.1333,0.0,0.0,0.1714,0,0,0.0,1,0.0633,0.0,0.0633,0.0,4,0.1049,0.0,0.1525,0.0,4,0.1667,0.0,0.1714
bookmia.00.71,1984,0.4131,0.4898,0.0,0.0,0.1719,0,0,0.0,1,0.1308,0.0,0.1308,0.0,1,0.0601,0.0,0.1453,0.0,1,0.0583,0.0,0.1719
bookmia.01.00,a_game_of_thrones,0.0,0.2149,0.0,0.0,0.1682,0,0,0.0,2,0.1412,0.0,0.1412,0.0,2,0.1357,0.0,0.1681,0.0,2,0.0797,0.0,0.1682
bookmia.01.01,a_game_of_thrones,0.129,0.3116,0.0,0.0,0.1571,0,0,0.0,2,0.0301,0.0,0.0301,0.0,2,0.1085,0.0,0.1394,0.0,2,0.0729,0.0,0.1571
bookmia.01.02,a_game_of_thrones,0.1616,0.2688,0.0,0.0,0.1273,0,0,0.0,2,0.1027,0.0,0.1027,0.0,2,0.1027,0.0,0.1265,0.0,2,0.0963,0.0,0.1273
bookmia.01.03,a_game_of_thrones,0.6364,0.7209,0.0,0.0,0.1247,0,0,0.0,1,0.0386,0.0,0.0386,0.0,2,0.0817,0.0,0.0976,0.0,2,0.0817,0.0,0.1247
bookmia.01.04,a_game_of_thrones,0.2754,0.3694,0.0,0.0,0.1483,0,0,0.0,2,0.0519,0.0,0.0519,0.0,2,0.0519,0.0,0.117,0.0,1,0.0248,0.0,0.1483
bookmia.01.07,a_game_of_thrones,0.5822,0.6067,0.0,0.0,0.1395,0,0,0.0,2,0.0825,0.0,0.0825,0.0,2,0.1284,0.0,0.1395,0.0,2,0.1381,0.0,0.1395
bookmia.01.10,a_game_of_thrones,0.797,0.7599,0.0,0.0,0.1283,0,0,0.0,2,0.0941,0.0,0.0941,0.0,1,0.0924,0.0,0.1143,0.0,2,0.0807,0.0,0.1283
bookmia.01.11,a_game_of_thrones,1.0,0.9401,0.0,0.0,0.1402,0,0,0.0,1,0.0175,0.0,0.0175,0.0,1,0.0601,0.0,0.1078,0.0,1,0.0258,0.0,0.1402
bookmia.01.12,a_game_of_thrones,0.0,0.1408,0.0,0.0,0.1324,0,0,0.0,2,0.1077,0.0,0.1077,0.0,2,0.104,0.0,0.1324,0.0,1,0.0662,0.0,0.1324
bookmia.01.14,a_game_of_thrones,0.5678,0.6429,0.0,0.0,0.1467,0,0,0.0,1,0.0699,0.0,0.0699,0.0,2,0.0876,0.0,0.1117,0.0,2,0.1117,0.0,0.1467
bookmia.01.20,a_game_of_thrones,0.0,0.1337,0.0,0.0,0.1268,0,0,0.0,0,0.0,0.0,0.0,0.0,1,0.0275,0.0,0.1055,0.0,1,0.1136,0.0,0.1268
bookmia.01.22,a_game_of_thrones,0.2886,0.3688,0.0,0.0,0.1521,0,0,0.0,1,0.1199,0.0,0.1199,0.0,2,0.0783,0.0,0.1221,0.0,2,0.1186,0.0,0.1521
bookmia.01.23,a_game_of_thrones,0.9565,0.9005,0.0,0.0,0.1308,0,0,0.0,2,0.08,0.0,0.08,0.0,2,0.08,0.0,0.1202,0.0,1,0.0831,0.0,0.1308
bookmia.01.26,a_game_of_thrones,0.0,0.1194,0.0,0.0,0.1414,0,0,0.0,0,0.0,0.0,0.0,0.0,2,0.0684,0.0,0.1414,0.0,2,0.0765,0.0,0.1414
bookmia.01.27,a_game_of_thrones,0.2649,0.4848,0.0,0.0,0.1188,0,0,0.0,2,0.0766,0.0,0.0766,0.0,2,0.0962,0.0,0.0995,0.0,2,0.092,0.0,0.1188
bookmia.01.31,a_game_of_thrones,0.9949,0.926,0.0,0.0,0.1242,0,0,0.0,2,0.0342,0.0,0.0342,0.0,2,0.0917,0.0,0.0917,0.0,1,0.0202,0.0,0.1242
bookmia.01.32,a_game_of_thrones,0.4599,0.485,0.0,0.0,0.1353,0,0,0.0,1,0.1216,0.0,0.1216,0.0,1,0.0603,0.0,0.1216,0.0,1,0.0682,0.0,0.1353
bookmia.01.33,a_game_of_thrones,0.1947,0.375,0.0,0.0,0.1266,0,0,0.0,1,0.0418,0.0,0.0418,0.0,1,0.0472,0.0,0.1188,0.0,1,0.0472,0.0,0.1266
bookmia.01.36,a_game_of_thrones,0.1724,0.331,0.0,0.0,0.1328,0,0,0.0,1,0.0268,0.0,0.0268,0.0,2,0.0727,0.0,0.1129,0.0,2,0.1256,0.0,0.1328
bookmia.01.37,a_game_of_thrones,0.383,0.4434,0.0,0.0,0.1439,0,0,0.0,2,0.0748,0.0,0.0748,0.0,2,0.069,0.0,0.112,0.0,2,0.0404,0.0,0.1439
bookmia.01.39,a_game_of_thrones,0.24,0.3125,0.0,0.0,0.1189,0,0,0.0,2,0.0928,0.0,0.0928,0.0,1,0.0269,0.0,0.0949,0.0,1,0.0526,0.0,0.1189
bookmia.01.41,a_game_of_thrones,0.0,0.1788,0.0,0.0,0.1467,0,0,0.0,1,0.0359,0.0,0.0359,0.0,2,0.114,0.0,0.122,0.0,2,0.0905,0.0,0.1467
bookmia.01.42,a_game_of_thrones,0.0,0.1284,0.0,0.0,0.1272,0,0,0.0,2,0.1086,0.0,0.1086,0.0,2,0.1061,0.0,0.1086,0.0,2,0.1261,0.0,0.1272
bookmia.01.43,a_game_of_thrones,0.219,0.3165,0.0,0.0,0.1283,0,0,0.0,1,0.0498,0.0,0.0498,0.0,1,0.0717,0.0,0.1201,0.0,1,0.0717,0.0,0.1283
bookmia.01.44,a_game_of_thrones,0.0,0.1318,0.0,0.0,0.1471,0,0,0.0,2,0.0672,0.0,0.0672,0.0,2,0.0706,0.0,0.0706,0.0,2,0.0891,0.0,0.1471
bookmia.01.46,a_game_of_thrones,0.5707,0.6235,0.0,0.0,0.1198,0,0,0.0,2,0.0725,0.0,0.0725,0.0,1,0.0465,0.0,0.0993,0.0,1,0.0313,0.0,0.1198
bookmia.01.49,a_game_of_thrones,0.1951,0.2877,0.0,0.0,0.1352,0,0,0.0,2,0.1062,0.0,0.1062,0.0,1,0.034,0.0,0.1132,0.0,1,0.034,0.0,0.1352
bookmia.01.51,a_game_of_thrones,0.3915,0.4674,0.0,0.0,0.1375,0,0,0.0,2,0.1027,0.0,0.1027,0.0,1,0.0247,0.0,0.1287,0.0,2,0.1247,0.0,0.1375
bookmia.01.52,a_game_of_thrones,1.0,0.9928,0.0,0.0,0.1323,0,0,0.0,2,0.0822,0.0,0.0822,0.0,1,0.0738,0.0,0.1271,0.0,1,0.0968,0.0,0.1323
bookmia.01.58,a_game_of_thrones,0.0,0.1471,0.0,0.0,0.1203,0,0,0.0,1,0.0816,0.0,0.0816,0.0,1,0.0283,0.0,0.0842,0.0,1,0.0562,0.0,0.1203
bookmia.01.59,a_game_of_thrones,0.0,0.1103,0.0,0.0,0.1471,0,0,0.0,1,0.0694,0.0,0.0694,0.0,1,0.0694,0.0,0.1261,0.0,1,0.0088,0.0,0.1471
bookmia.01.60,a_game_of_thrones,0.1154,0.243,0.0,0.0,0.1285,0,0,0.0,1,0.0261,0.0,0.0261,0.0,1,0.0176,0.0,0.1246,0.0,1,0.0256,0.0,0.1285
bookmia.01.62,a_game_of_thrones,1.0,0.9185,0.0,0.0,0.1379,0,0,0.0,1,0.066,0.0,0.066,0.0,1,0.0195,0.0,0.1103,0.0,1,0.0195,0.0,0.1379
bookmia.01.69,a_game_of_thrones,0.9652,0.8977,0.0,0.0,0.1241,0,0,0.0,2,0.0621,0.0,0.0621,0.0,1,0.0181,0.0,0.1029,0.0,1,0.0362,0.0,0.1241
bookmia.01.71,a_game_of_thrones,0.7251,0.7359,0.0,0.0,0.1579,0,0,0.0,1,0.0183,0.0,0.0183,0.0,1,0.0375,0.0,0.1214,0.0,2,0.0645,0.0,0.1579
bookmia.01.73,a_game_of_thrones,0.3005,0.4425,0.0,0.0,0.1543,0,0,0.0,2,0.0441,0.0,0.0441,0.0,2,0.0596,0.0,0.1268,0.0,1,0.0093,0.0,0.1543
bookmia.01.74,a_game_of_thrones,0.0,0.1235,0.0,0.0,0.1384,0,0,0.0,1,0.1031,0.0,0.1031,0.0,1,0.0293,0.0,0.1266,0.0,1,0.0625,0.0,0.1384
bookmia.01.75,a_game_of_thrones,0.6316,0.68,0.0,0.0,0.168,0,0,0.0,1,0.0579,0.0,0.0579,0.0,2,0.1171,0.0,0.1205,0.0,2,0.168,0.0,0.168
bookmia.01.76,a_game_of_thrones,0.1558,0.2811,0.0,0.0,0.1447,0,0,0.0,1,0.0675,0.0,0.0675,0.0,2,0.1228,0.0,0.1228,0.0,2,0.1228,0.0,0.1447
bookmia.01.77,a_game_of_thrones,0.9716,0.9318,0.0,0.0,0.1749,0,0,0.0,1,0.0093,0.0,0.0093,0.0,2,0.1533,0.0,0.1749,0.0,2,0.1533,0.0,0.1749
bookmia.01.78,a_game_of_thrones,0.3093,0.4589,0.0,0.0,0.1274,0,0,0.0,3,0.0955,0.0,0.0955,0.0,3,0.0571,0.0,0.1077,0.0,4,0.0814,0.0,0.1274
bookmia.01.79,a_game_of_thrones,0.4128,0.4857,0.0,0.0,0.1296,0,0,0.0,1,0.0311,0.0,0.0311,0.0,1,0.0311,0.0,0.0922,0.0,3,0.0593,0.0,0.1296
bookmia.01.81,a_game_of_thrones,0.9118,0.895,0.0,0.0,0.1548,0,0,0.0,1,0.0717,0.0,0.0717,0.0,1,0.0721,0.0,0.1125,0.0,1,0.0098,0.0,0.1548
bookmia.01.82,a_game_of_thrones,0.6364,0.6278,0.0,0.0,0.1378,0,0,0.0,1,0.0093,0.0,0.0093,0.0,2,0.0733,0.0,0.1378,0.0,2,0.0522,0.0,0.1378
bookmia.01.83,a_game_of_thrones,0.8308,0.8268,0.0,0.0,0.1471,0,0,0.0,2,0.1379,0.0,0.1379,0.0,2,0.084,0.0,0.1403,0.0,0,0.0,0.0,0.1471
bookmia.01.87,a_game_of_thrones,0.0,0.1412,0.0,0.0,0.141,0,0,0.0,2,0.0843,0.0,0.0843,0.0,2,0.1367,0.0,0.1367,0.0,2,0.0511,0.0,0.141
bookmia.01.88,a_game_of_thrones,0.7385,0.7098,0.0,0.0,0.1319,0,0,0.0,1,0.0729,0.0,0.0729,0.0,1,0.0667,0.0,0.1096,0.0,2,0.0932,0.0,0.1319
bookmia.01.89,a_game_of_thrones,0.7317,0.7294,0.0,0.0,0.1361,0,0,0.0,1,0.0515,0.0,0.0515,0.0,1,0.0446,0.0,0.1222,0.0,1,0.0446,0.0,0.1361
bookmia.01.90,a_game_of_thrones,0.3782,0.4221,0.0,0.0,0.1304,0,0,0.0,2,0.0376,0.0,0.0376,0.0,2,0.0376,0.0,0.0847,0.0,2,0.0886,0.0,0.1304
bookmia.01.97,a_game_of_thrones,0.0,0.1716,0.0,0.0,0.1452,0,0,0.0,2,0.0761,0.0,0.0761,0.0,2,0.0812,0.0,0.1182,0.0,2,0.0812,0.0,0.1452
bookmia.07.02,casino_royale,0.4631,0.5,0.0,0.0,0.1438,0,0,0.0,1,0.0738,0.0,0.0738,0.0,2,0.1212,0.0,0.1293,0.0,2,0.1243,0.0,0.1438
bookmia.07.03,casino_royale,0.6019,0.6348,0.0,0.0,0.1507,0,0,0.0,1,0.0803,0.0,0.0803,0.0,1,0.0803,0.0,0.1507,0.0,1,0.0938,0.0,0.1507
bookmia.07.04,casino_royale,0.8349,0.8596,0.0,0.0,0.1566,0,0,0.0,1,0.0984,0.0,0.0984,0.0,2,0.1166,0.0,0.1166,0.0,1,0.0513,0.0,0.1566
bookmia.07.05,casino_royale,0.799,0.7856,0.0,0.0,0.1553,0,0,0.0,2,0.1364,0.0,0.1364,0.0,2,0.1277,0.0,0.1378,0.0,2,0.1259,0.0,0.1553
bookmia.07.06,casino_royale,0.9692,0.8873,0.0,0.0,0.1373,0,0,0.0,0,0.0,0.0,0.0,0.0,2,0.0965,0.0,0.0965,0.0,1,0.0945,0.0,0.1373
