published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,4597.786,-5572.378,0.0,False
1.0,2.0,1.9399,4597.786,-6920.684,7.096,False
1.0,4.0,3.0629,4597.786,-6832.687,6.633,False
1.0,8.0,4.065,4597.786,-5502.275,-0.369,False
3.0,1.0,3.0,5412.046,-1761.906,0.0,False
3.0,2.0,5.7109,5412.046,-1584.912,-0.932,False
3.0,4.0,7.242,5412.046,-1104.22,-3.462,False
3.0,8.0,8.3855,5412.046,-758.746,-5.28,False
