published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,5938.496,-5422.43,0.0,False
1.0,2.0,1.6499,5938.496,-6828.025,10.328,False
1.0,4.0,2.3013,5938.496,-7581.662,15.865,False
1.0,8.0,2.734,5938.496,-7583.764,15.88,False
3.0,1.0,3.0,7437.278,-1551.325,0.0,False
3.0,2.0,4.814,7437.278,-2019.277,3.438,False
3.0,4.0,5.6747,7437.278,-2013.544,3.396,False
3.0,8.0,6.3615,7437.278,-1818.416,1.962,False
