judge,selector,n,kl_nats,n_prompts,u,u_lo95,u_hi95,gain,gain_lo95,gain_hi95,mean_words,spearman_u_logn
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),1,0.0,500,0.473,0.439,0.508,0.0,0.0,0.0,78.3,1.0
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),2,0.1931,500,0.494,0.462,0.529,0.021,-0.007,0.05,74.7,1.0
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),4,0.6363,500,0.5,0.467,0.535,0.027,-0.007,0.061,71.1,1.0
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),8,1.2044,500,0.509,0.475,0.544,0.036,0.001,0.074,75.6,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),1,0.0,500,0.476,0.43,0.522,0.0,0.0,0.0,78.3,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),2,0.1931,500,0.528,0.485,0.574,0.052,0.023,0.08,74.7,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),4,0.6363,500,0.562,0.518,0.604,0.086,0.05,0.123,71.1,1.0
Meta-Llama-3.1-8B-Instruct,pointwise reward (Qwen2.5-7B),8,1.2044,500,0.592,0.549,0.633,0.116,0.073,0.157,75.6,1.0
