judge,selector,n,kl_nats,n_prompts,u,u_lo95,u_hi95,gain,gain_lo95,gain_hi95,mean_words,spearman_u_logn
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),1,0.0,805,0.328,0.3019,0.354,0.0,0.0,0.0,91.5,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),2,0.1931,805,0.3199,0.2944,0.3466,-0.0081,-0.0323,0.0168,86.6,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),4,0.6363,805,0.3311,0.305,0.3565,0.0031,-0.0242,0.0323,85.2,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),8,1.2044,805,0.346,0.318,0.3727,0.018,-0.0149,0.0497,79.7,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),16,1.8351,805,0.3615,0.3342,0.3894,0.0335,0.0025,0.0658,75.3,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),32,2.497,805,0.3913,0.3652,0.4186,0.0634,0.0304,0.0994,78.8,0.9643
Phi-3.5-mini-instruct,pointwise reward (Qwen2.5-7B),64,3.1745,805,0.4043,0.377,0.4311,0.0764,0.0429,0.1112,79.2,0.9643
