prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,s_first,k_crit,k_crit_eta,k_crit_argmax,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,524,0.0,924.82,1.7649,2.3419,13.152,5.492,6.173,6.3105,4.9863,1,0,0,0.0,0.3836,3,,0,0,0.0,0.5305,3,,0,0,0.0,0.6718,3,,0,0,0.9905,0.9943,2,,0,1,0.9962,0.9962,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,578,0.0,1035.36,1.7913,2.3653,10.966,5.523,0.039,3.1392,2.1321,3,0,0,0.0,0.3927,0,,0,0,0.0,0.5433,0,,0,0,0.0,0.6747,0,,0,1,0.9931,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,522,0.0,1124.42,2.1541,2.4783,11.508,5.842,3.561,4.1579,3.0489,6,0,0,0.0,0.3008,1,,0,0,0.0,0.4387,1,,0,0,0.0,0.5709,1,,0,0,0.9847,0.9923,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,580,0.0,1195.76,2.0616,2.6219,12.105,6.095,1.301,4.1017,2.9984,2,0,0,0.0,0.3759,1,,0,0,0.0,0.5017,1,,0,0,0.0,0.6172,1,,0,1,0.9914,0.9966,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,591,0.0,1191.81,2.0166,2.5509,12.923,6.135,0.298,2.5498,1.6017,66,0,0,0.0,0.3672,1,,0,0,0.0,0.5212,0,,0,0,0.0525,0.6362,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,595,0.0,1175.23,1.9752,2.6437,16.954,5.669,4.129,4.129,3.023,0,0,0,0.0,0.3916,1,,0,0,0.0,0.5109,1,,0,0,0.1025,0.6521,1,,0,0,0.9983,0.9983,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,601,0.0,1095.41,1.8226,2.4214,11.871,5.6,0.042,3.0656,2.0659,1,0,0,0.0,0.4027,0,,0,0,0.0,0.5341,0,,0,0,0.0449,0.6839,0,,0,1,0.9967,0.9983,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,605,0.0,1259.43,2.0817,2.6345,14.629,6.234,1.019,2.9267,1.9409,30,0,0,0.0,0.3372,1,,0,0,0.0,0.4777,1,,0,0,0.0,0.6165,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,612,0.0,1418.53,2.3179,2.8284,13.894,6.653,0.03,3.8642,2.7846,1,0,0,0.0,0.3366,0,,0,0,0.0,0.4641,0,,0,0,0.0,0.5784,0,,0,1,0.9967,0.9984,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,649,0.0,1420.89,2.1893,2.7649,13.583,6.215,2.032,4.9546,3.766,9,0,0,0.0,0.3282,11,,0,0,0.0,0.4684,11,,0,0,0.0555,0.6194,8,,0,0,0.9831,0.9908,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.02,a_game_of_thrones,574,0.0,1368.63,2.3844,2.8141,14.685,6.708,0.039,2.797,1.8242,23,0,0,0.0,0.3136,0,,0,0,0.0,0.446,0,,0,0,0.0,0.5401,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.03,a_game_of_thrones,563,0.0,1247.27,2.2154,2.6587,15.52,6.06,0.219,3.1942,2.1817,1,0,0,0.0,0.3517,3,,0,0,0.0,0.4494,0,,0,0,0.0,0.5808,0,,0,1,0.9964,0.9982,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
