prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.3168,0.4213,0.4509,0.4703,0.6397,0,254,0.4703,95,0.6397,0.4703,0.6397,0.4703,95,0.6397,0.4703,0.6397,0.4703,95,0.6397,0.4703,0.6397,0.4703,95,0.6397,0.4703,0.6397
bookmia.00.26,1984,0.8246,0.8779,0.4697,0.4882,0.654,0,252,0.4882,103,0.654,0.4882,0.654,0.4882,103,0.654,0.4882,0.654,0.4882,103,0.654,0.4882,0.654,0.4882,103,0.654,0.4882,0.654
bookmia.00.31,1984,0.1211,0.2156,0.4847,0.5105,0.6713,0,255,0.3737,71,0.5461,0.3737,0.5461,0.5053,96,0.6713,0.5053,0.6713,0.5053,96,0.6713,0.5053,0.6713,0.5053,96,0.6713,0.5105,0.6713
bookmia.00.40,1984,0.2892,0.4247,0.4096,0.4706,0.64,0,252,0.4706,96,0.64,0.4706,0.64,0.4706,96,0.64,0.4706,0.64,0.4706,96,0.64,0.4706,0.64,0.4706,96,0.64,0.4706,0.64
bookmia.00.46,1984,0.7383,0.8564,0.4553,0.4766,0.6392,0,252,0.472,101,0.6392,0.472,0.6392,0.472,101,0.6392,0.472,0.6392,0.472,101,0.6392,0.472,0.6392,0.472,101,0.6392,0.4766,0.6392
bookmia.00.48,1984,0.1643,0.3194,0.4505,0.5117,0.677,0,254,0.338,72,0.4969,0.338,0.4969,0.4695,100,0.6502,0.4695,0.6502,0.5117,109,0.677,0.5117,0.677,0.5117,109,0.677,0.5117,0.677
bookmia.00.64,1984,0.0,0.1755,0.4799,0.5069,0.6626,0,253,0.4977,108,0.6626,0.4977,0.6626,0.4977,108,0.6626,0.4977,0.6626,0.4977,108,0.6626,0.5069,0.6626,0.4977,108,0.6626,0.5069,0.6626
bookmia.00.71,1984,0.2911,0.4831,0.4375,0.4601,0.6258,0,249,0.4554,97,0.6258,0.4554,0.6258,0.4554,97,0.6258,0.4601,0.6258,0.4554,97,0.6258,0.4601,0.6258,0.4554,97,0.6258,0.4601,0.6258
bookmia.01.00,a_game_of_thrones,0.0,0.224,0.4684,0.4836,0.6519,0,251,0.4836,103,0.6519,0.4836,0.6519,0.4836,103,0.6519,0.4836,0.6519,0.4836,103,0.6519,0.4836,0.6519,0.4836,103,0.6519,0.4836,0.6519
bookmia.01.01,a_game_of_thrones,0.7005,0.8076,0.4259,0.4424,0.6134,0,251,0.4424,96,0.6134,0.4424,0.6134,0.4424,96,0.6134,0.4424,0.6134,0.4424,96,0.6134,0.4424,0.6134,0.4424,96,0.6134,0.4424,0.6134
