prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
bookmia.13.01,,380,0.25,72.6293,72.6293,263.2286,291.0008,473.1396,1.1055,0.5563,0.615,0.5641,0.2334,34.21,0.0,2.9971,1823317248.0,1.465244
bookmia.13.03,,380,0.25,74.2469,74.2469,264.2417,292.9446,486.6524,1.1086,0.543,0.602,0.5274,0.2049,33.16,0.0,3.4813,1772349184.0,1.493825
bookmia.13.04,,380,0.25,66.6592,66.6592,242.8943,269.2904,452.3717,1.1087,0.5369,0.5953,0.5767,0.1941,40.53,0.0,2.9038,1867995136.0,1.551086
bookmia.13.05,,380,0.25,68.6682,68.6682,288.0432,316.7496,528.0079,1.0997,0.5455,0.5999,0.5636,0.2089,37.89,0.0,3.2734,1975255424.0,1.59415
bookmia.13.08,,380,0.25,73.4715,73.4715,277.4401,306.2401,507.7659,1.1038,0.5464,0.6031,0.521,0.2076,32.11,0.0,3.4566,1862336640.0,1.515308
bookmia.13.09,,380,0.25,71.1005,71.1005,280.7006,307.442,517.685,1.0953,0.5422,0.5939,0.5438,0.2046,36.05,0.0,3.5796,1894018176.0,1.567475
bookmia.13.10,,380,0.25,73.0471,73.0471,284.7475,317.6482,534.4573,1.1155,0.5328,0.5943,0.5269,0.2092,32.37,0.0,3.3905,1991009408.0,1.600307
bookmia.13.12,,380,0.25,70.1479,70.1479,251.9809,278.6918,463.146,1.106,0.5441,0.6017,0.5573,0.2053,37.37,0.0,3.0402,1729692416.0,1.496246
bookmia.13.13,,380,0.25,71.1465,71.1465,274.5007,302.8909,513.2003,1.1034,0.5349,0.5902,0.5412,0.1954,36.84,0.0,3.7947,2027879808.0,1.590951
bookmia.13.16,,380,0.25,72.5711,72.5711,249.1511,276.4698,444.4484,1.1096,0.5606,0.6221,0.5582,0.2138,37.11,0.0,3.0973,1812502016.0,1.416483
