prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.802,0.8901,0.3628,0.3861,0.5571,0,253,0.3861,78,0.5571,0.3861,0.5571,0.3861,78,0.5571,0.3861,0.5571,0.3861,78,0.5571,0.3861,0.5571,0.3861,78,0.5571,0.3861,0.5571
bookmia.00.26,1984,0.7014,0.8675,0.3439,0.3602,0.5296,0,252,0.0,11,0.1875,0.0,0.1875,0.3602,76,0.5296,0.3602,0.5296,0.3602,76,0.5296,0.3602,0.5296,0.3602,76,0.5296,0.3602,0.5296
bookmia.00.31,1984,0.0,0.0985,0.3193,0.3842,0.5496,0,246,0.3789,72,0.5475,0.3789,0.5475,0.3789,72,0.5475,0.3789,0.5475,0.3789,72,0.5475,0.3842,0.5475,0.3789,72,0.5475,0.3842,0.5496
bookmia.00.40,1984,0.2892,0.4266,0.3489,0.3775,0.5429,0,247,0.3725,76,0.5429,0.3725,0.5429,0.3725,76,0.5429,0.3725,0.5429,0.3725,76,0.5429,0.3775,0.5429,0.3725,76,0.5429,0.3775,0.5429
bookmia.00.46,1984,0.0,0.1605,0.3432,0.3505,0.519,0,254,0.3505,75,0.519,0.3505,0.519,0.3505,75,0.519,0.3505,0.519,0.3505,75,0.519,0.3505,0.519,0.3505,75,0.519,0.3505,0.519
bookmia.00.48,1984,0.77,0.8372,0.33,0.3474,0.5157,0,252,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157,0.3474,70,0.5087,0.3474,0.5157
bookmia.00.64,1984,0.0,0.1449,0.2827,0.3641,0.5288,0,244,0.3226,43,0.4932,0.3226,0.4932,0.3548,77,0.522,0.3594,0.5288,0.3548,77,0.522,0.3594,0.5288,0.3594,53,0.522,0.3641,0.5288
bookmia.00.71,1984,0.3897,0.5291,0.324,0.3474,0.5157,0,248,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157,0.3474,52,0.5087,0.3474,0.5157,0.3474,52,0.5087,0.3474,0.5157
bookmia.01.00,a_game_of_thrones,0.0,0.1848,0.3116,0.3474,0.5157,0,250,0.3427,73,0.5157,0.3427,0.5157,0.3427,73,0.5157,0.3427,0.5157,0.3427,73,0.5157,0.3427,0.5157,0.3427,73,0.5157,0.3474,0.5157
bookmia.01.01,a_game_of_thrones,0.2488,0.3827,0.2716,0.3088,0.4808,0,245,0.2903,63,0.4491,0.2903,0.4491,0.2903,63,0.4685,0.2903,0.4685,0.3088,67,0.4718,0.3088,0.4808,0.3088,63,0.4648,0.3088,0.4808
