quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.1225,0.099,0.146,500,0.136,SURVIVES
"D2 metered gain, order-averaged",metered_k10,0.073,0.051,0.095,500,0.24,SURVIVES
"D3 difference of gains, paired",sel_n64 - metered_k10,0.0495,0.0175,0.08,500,-0.104,REVERSAL CONFIRMED
order consistency,sel_n64,0.322,,,500,,UNUSABLE
order consistency,sel_n1,0.33,,,500,,UNUSABLE
order consistency,metered_k10,0.834,,,500,,STABLE
order consistency,anchor_k0,0.348,,,500,,UNUSABLE
