model,id,novel,n_tok,s_rate,k_crit,binding_token,binding_frac,ratio_skip0,ratio_skip1,ratio_skip5,ratio_skip10,ratio_skip20
PleIAs/Pleias-3b-Preview,bookmia.00.11,1984,59,2.2851564554355535,12.636324882507324,0,0.0,5.529741673682832,4.233022038655366,1.9016003064766824,1.0077175049549048,0.8252899540659844
PleIAs/Pleias-3b-Preview,bookmia.00.26,1984,59,3.165395223946011,16.30108642578125,0,0.0,5.149779181589895,0.9284520830760362,2.276528331579328,0.967561406826195,1.4471101640979025
PleIAs/Pleias-3b-Preview,bookmia.00.31,1984,57,3.092928179784825,3.608069896697998,1,0.017543859649122806,1.1665546973512368,1.5985016468191486,1.0309556541842335,1.058554887394407,1.6851041769257902
PleIAs/Pleias-3b-Preview,bookmia.00.40,1984,61,2.8702123802256403,15.104880332946777,0,0.0,5.26263507084424,3.02957984121547,2.19978625421293,0.8200251118855686,1.1687651643285217
PleIAs/Pleias-3b-Preview,bookmia.00.46,1984,62,3.4346946565539485,17.068668365478516,0,0.0,4.969486394637368,1.2351299102562736,1.5877538158697004,0.8886556418599398,0.9147961747850855
PleIAs/Pleias-3b-Preview,bookmia.00.48,1984,69,2.838775789419162,14.14846420288086,0,0.0,4.984001996781774,0.9553508816193248,1.8370496319692033,0.9873283510486743,1.8127253207735379
PleIAs/Pleias-3b-Preview,bookmia.00.64,1984,62,2.9627531101296265,14.311912536621094,0,0.0,4.830612610847928,1.5982236172091293,0.9321378522206382,0.9848412125241743,1.5831289130990702
PleIAs/Pleias-3b-Preview,bookmia.00.71,1984,65,2.9447456925534286,16.581838607788086,0,0.0,5.63099171847663,0.994076763363856,1.736407298283914,1.097218745979364,1.185842333178204
PleIAs/Pleias-3b-Preview,bookmia.01.00,a_game_of_thrones,64,2.4341184262809747,14.926116943359375,0,0.0,6.132042213806579,3.7382351499406257,1.5430855351788353,0.8698418425106725,0.9970148290445353
PleIAs/Pleias-3b-Preview,bookmia.01.01,a_game_of_thrones,67,2.7641635840445273,3.9228993565258863,9,0.13432835820895522,1.4191994204575604,1.5508080672782556,2.1041939010090256,1.2107085552394714,1.352683649485308
PleIAs/Pleias-3b-Preview,bookmia.01.02,a_game_of_thrones,63,3.917018985198367,13.672094345092773,0,0.0,3.49043351506768,1.2040374200575588,1.9482210983054788,0.9952444923989933,0.9283531389714312
PleIAs/Pleias-3b-Preview,bookmia.01.03,a_game_of_thrones,63,3.419319231887274,16.343456268310547,0,0.0,4.7797398136733396,1.0047115411931096,1.283770127673141,1.212466635529059,2.7671566620485204
PleIAs/Pleias-3b-Preview,bookmia.01.04,a_game_of_thrones,65,2.95058082114332,4.652129106922075,11,0.16923076923076924,1.5766824869143636,1.7110353643109482,2.419438954974005,5.561367271573812,1.5407375195886197
PleIAs/Pleias-3b-Preview,bookmia.01.07,a_game_of_thrones,63,3.6748773584526684,10.092720031738281,0,0.0,2.746410028765664,1.192942940134331,1.0243091645277624,1.0895373792022587,1.7597340694121053
PleIAs/Pleias-3b-Preview,bookmia.01.10,a_game_of_thrones,72,3.6000560843579783,13.292555809020996,0,0.0,3.6923190910209236,1.6994699322813411,2.788375223807549,1.5829001298699197,2.0030990442503023
PleIAs/Pleias-3b-Preview,bookmia.01.11,a_game_of_thrones,65,3.245026083740119,15.256336212158203,0,0.0,4.701452567239216,0.9571110209186913,2.444297292839546,1.0252992340854743,2.0730095913487885
PleIAs/Pleias-3b-Preview,bookmia.01.12,a_game_of_thrones,95,2.9439847078263197,17.130027770996094,0,0.0,5.818653787656386,1.0353336500039045,1.598779318266736,1.0578093149634007,1.1270813463307185
PleIAs/Pleias-3b-Preview,bookmia.01.14,a_game_of_thrones,62,3.096717992703611,9.888757705688477,1,0.016129032258064516,3.1933026284563386,3.3974586394392237,1.3998029553812947,2.4527719106522525,0.9540338733661758
PleIAs/Pleias-3b-Preview,bookmia.01.20,a_game_of_thrones,70,2.8101862309517207,13.072347640991211,0,0.0,4.651772717768965,1.156998593419008,3.165190384531315,1.1501809950836601,3.1400727428330324
PleIAs/Pleias-3b-Preview,bookmia.01.22,a_game_of_thrones,66,3.1651041610871977,10.160355567932129,0,0.0,3.2101172823462774,1.7290349340795346,0.9646772897621981,1.721811804480477,1.5152828763649975
PleIAs/Pleias-3b-Preview,bookmia.01.23,a_game_of_thrones,65,3.5573118123727347,23.352251052856445,0,0.0,6.564578053471349,1.2624988655022464,2.903386709807459,0.950438165943694,1.0187120957603488
PleIAs/Pleias-3b-Preview,bookmia.01.26,a_game_of_thrones,68,3.134489562971901,15.997973442077637,0,0.0,5.103852834944357,1.1755712913420704,1.252312265551269,1.1338605493366642,1.75773347547527
PleIAs/Pleias-3b-Preview,bookmia.01.27,a_game_of_thrones,68,2.917432820167639,3.2785901970643962,44,0.6470588235294118,1.1237928683053633,1.1925322903639863,2.128088495693576,1.7320582306166086,1.7516718485423173
PleIAs/Pleias-3b-Preview,bookmia.01.31,a_game_of_thrones,66,3.005676554852416,9.920328140258789,0,0.0,3.3005308319829827,1.107133966089639,1.284070278864227,2.04559310843663,2.828397919140677
PleIAs/Pleias-3b-Preview,bookmia.01.32,a_game_of_thrones,68,2.852544565013351,3.0280333034260063,59,0.8676470588235294,1.061520068981581,1.0714262841943305,1.0954322566420953,1.1137549291117435,1.554461632247467
PleIAs/Pleias-3b-Preview,bookmia.01.33,a_game_of_thrones,69,2.787970296525653,3.5962356328964233,1,0.014492753623188406,1.2899117459673168,1.5215686921620188,1.0810912281047063,1.1447479070082365,2.0158497080950672
PleIAs/Pleias-3b-Preview,bookmia.01.36,a_game_of_thrones,64,3.9057580865282944,15.007299423217773,0,0.0,3.8423525192153645,0.960232378044113,0.9920213256669159,1.3044632210514482,1.308824075999385
PleIAs/Pleias-3b-Preview,bookmia.01.37,a_game_of_thrones,70,2.93622703983648,16.702289581298828,0,0.0,5.6883508511756595,1.0502133369089874,1.7812916077894716,1.42186863800246,1.2794526095519867
PleIAs/Pleias-3b-Preview,bookmia.01.39,a_game_of_thrones,71,2.971215437664847,13.585565567016602,0,0.0,4.57239330234964,1.7008602546035312,1.5612784648184228,1.3021066911846733,1.6489487103370195
