published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,4305.072,-5250.051,0.0,False
1.0,2.0,1.8904,4305.072,-6625.5,7.239,False
1.0,4.0,2.9043,4305.072,-6799.955,8.157,False
1.0,8.0,3.834,4305.072,-5731.236,2.533,False
3.0,1.0,3.0,5009.651,-1661.802,0.0,False
3.0,2.0,5.307,5009.651,-1828.881,0.879,False
3.0,4.0,7.0445,5009.651,-1235.829,-2.242,False
3.0,8.0,8.2223,5009.651,-794.591,-4.564,False
