quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.1197,0.0971,0.1429,850,0.1647,SURVIVES
"D2 metered gain, order-averaged",metered_k0.9,0.0971,0.0735,0.1209,850,0.0965,SURVIVES
"D3 difference of gains, paired",sel_n64 - metered_k0.9,0.0226,-0.0018,0.0476,850,0.0682,REVERSAL UNRESOLVED
order consistency,sel_n64,0.4141,,,850,,UNUSABLE
order consistency,sel_n1,0.4306,,,850,,UNUSABLE
order consistency,metered_k0.9,0.4329,,,850,,UNUSABLE
order consistency,anchor_k0,0.4306,,,850,,UNUSABLE
