prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.802,0.8901,0.0,0.0,0.1313,0,0,0.0,2,0.0909,0.0,0.0909,0.0,2,0.0909,0.0,0.1159,0.0,1,0.027,0.0,0.1254,0.0,1,0.0464,0.0,0.1313
bookmia.00.26,1984,0.7014,0.8675,0.0,0.0,0.152,0,0,0.0,3,0.1224,0.0,0.1224,0.0,2,0.1228,0.0,0.1436,0.0,2,0.152,0.0,0.152,0.0,1,0.0094,0.0,0.152
bookmia.00.31,1984,0.0,0.0985,0.0,0.0,0.1629,0,0,0.0,1,0.0467,0.0,0.0467,0.0,2,0.0608,0.0,0.1166,0.0,2,0.0773,0.0,0.1243,0.0,2,0.121,0.0,0.1629
bookmia.00.40,1984,0.2892,0.4266,0.0,0.0,0.1375,0,0,0.0,1,0.0611,0.0,0.0611,0.0,2,0.1014,0.0,0.1124,0.0,2,0.0947,0.0,0.1352,0.0,2,0.084,0.0,0.1375
bookmia.00.46,1984,0.0,0.1605,0.0,0.0,0.1648,0,0,0.0,2,0.1219,0.0,0.1219,0.0,2,0.0756,0.0,0.1575,0.0,2,0.1587,0.0,0.1648,0.0,2,0.1484,0.0,0.1648
bookmia.00.48,1984,0.77,0.8372,0.0,0.0,0.1645,0,0,0.0,2,0.0973,0.0,0.0973,0.0,2,0.0935,0.0,0.0973,0.0,2,0.0935,0.0,0.1645,0.0,2,0.0935,0.0,0.1645
bookmia.00.64,1984,0.0,0.1449,0.0,0.0,0.1697,0,0,0.0,4,0.081,0.0,0.081,0.0,4,0.081,0.0,0.0969,0.0,4,0.1697,0.0,0.1697,0.0,4,0.1697,0.0,0.1697
bookmia.00.71,1984,0.3897,0.5291,0.0,0.0,0.1853,0,0,0.0,2,0.0996,0.0,0.0996,0.0,1,0.0664,0.0,0.1309,0.0,1,0.0815,0.0,0.1554,0.0,1,0.1226,0.0,0.1853
bookmia.01.00,a_game_of_thrones,0.0,0.1848,0.0,0.0,0.1779,0,0,0.0,1,0.0179,0.0,0.0179,0.0,2,0.1358,0.0,0.1609,0.0,1,0.0181,0.0,0.1749,0.0,2,0.1565,0.0,0.1779
bookmia.01.01,a_game_of_thrones,0.2488,0.3827,0.0,0.0,0.1671,0,0,0.0,0,0.0,0.0,0.0,0.0,2,0.1442,0.0,0.1442,0.0,2,0.0889,0.0,0.1667,0.0,2,0.0889,0.0,0.1671
